,id,id_pais,anio,id_region,pbi,prod_carb_porc_anual,prod_carbon,prod_carb_porc_anual,prod_carbon,prod_gas_porc_anual,prod_gas,prod_petr_porc_anual,prod_petroleo,con_bio_porc_anual,con_biocomb,con_carb_porc_anual,con_carbon,con_gas_porc_anual,con_gas,con_hydro_porc_anual,con_hydro,con_nuc_porc_anual,con_nuc,con_petr_porc_anual,con_petr,con_sol_porc_anual,con_sol,con_eol_porc_anual,con_eol,gen_biocomb,gen_bio_porc,gen_carbon,gen_carbon_porc,gen_gas,gen_gas_porc,gen_hidro,gen_hidro_porc,import_netas,import_netas_porc,gen_nuclear,gen_nuclear_porc,gen_petroleo,gen_petroleo_porc,gen_solar,gen_solar_porc,gen_eolica,gen_eolica_porc,intensidad_carbono,CO2_emission,pm2_5_gm3,pm10_gm3,no2_gm3
1984,CYP-1981,CYP,1981,0,5950994944.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,-4.11,9.856,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,5.65868,,,
1985,CYP-1982,CYP,1982,0,6324783104.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,19.862,11.814,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,4.8,,,
1986,CYP-1983,CYP,1983,0,6661699072.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,5.222,12.431,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,5.2,,,
1987,CYP-1984,CYP,1984,0,7250066944.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,0.0,1.463,12.612,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,5.8,,,
1988,CYP-1985,CYP,1985,0,7589592576.0,,0.0,,0.0,,0.0,,0.0,,,,1.082,,0.0,,0.0,,0.0,-1.02,12.484,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,5.869976096400438,,,
1989,CYP-1986,CYP,1986,0,7878649856.0,,0.0,,0.0,,0.0,,0.0,,,-38.71,0.663,,0.0,,0.0,,0.0,7.984,13.481,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,6.299581368496931,,,
1990,CYP-1987,CYP,1987,0,8435044864.0,,0.0,,0.0,,0.0,,0.0,,,112.281,1.407,,0.0,,0.0,,0.0,17.752,15.874,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,7.074013174189247,,,
1991,CYP-1988,CYP,1988,0,9131655168.0,,0.0,,0.0,,0.0,,0.0,,,-39.669,0.849,,0.0,,0.0,,0.0,7.071,16.996,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,7.485227290484346,,,
1992,CYP-1989,CYP,1989,0,9870456832.0,,0.0,,0.0,,0.0,,0.0,,,-10.959,0.756,,0.0,,0.0,,0.0,3.295,17.556,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,7.887245829878751,,,
1993,CYP-1990,CYP,1990,0,10601790464.0,,0.0,,0.0,,0.0,,0.0,,,-6.154,0.709,,0.0,,0.0,,0.0,5.747,18.565,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,99.797,0.0,0.0,0.0,0.0,,9.489264368273156,,,
1994,CYP-1991,CYP,1991,0,10779906048.0,,0.0,,0.0,,0.0,,0.0,,,-26.23,0.523,,0.0,,0.0,,0.0,2.282,18.989,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,100.144,0.0,0.0,0.0,0.0,,9.89128290766756,,,
1995,CYP-1992,CYP,1992,0,11898679296.0,,0.0,,0.0,,0.0,,0.0,,,84.444,0.965,,0.0,,0.0,,0.0,14.97,21.831,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,100.0,0.0,0.0,0.0,0.0,,10.093301446061965,,,
1996,CYP-1993,CYP,1993,0,12093020160.0,,0.0,,0.0,,0.0,,0.0,,,-15.663,0.814,,0.0,,0.0,,0.0,4.785,22.876,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,100.0,0.0,0.0,0.0,0.0,,12.095319984456367,,,
1997,CYP-1994,CYP,1994,0,12925316096.0,,0.0,,0.0,,0.0,,0.0,,,37.143,1.116,,0.0,,0.0,,0.0,-1.137,22.616,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,99.814,0.0,0.0,0.0,0.0,,12.29733852385077,,,
1998,CYP-1995,CYP,1995,0,14339872768.0,,0.0,,0.0,,0.0,,0.0,,,11.458,1.244,,0.0,,0.0,,0.0,6.059,23.986,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,100.12,0.0,0.0,0.0,0.0,,13.696764356430192,,,
1999,CYP-1996,CYP,1996,0,14666458112.0,,0.0,,0.0,,0.0,,0.0,,,-6.542,1.163,,0.0,,0.0,,0.0,1.899,24.442,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,100.038,0.0,0.0,0.0,0.0,,13.47167730168903,,,
2000,CYP-1997,CYP,1997,0,15182803968.0,,0.0,,0.0,,0.0,,0.0,,,-24.0,0.884,,0.0,,0.0,,0.0,2.152,24.968,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,100.073,0.0,0.0,0.0,0.0,,13.464509571620129,,,
2001,CYP-1998,CYP,1998,0,16126405632.0,,0.0,,0.0,,0.0,,0.0,,,-81.579,0.163,,0.0,,0.0,,0.0,9.276,27.284,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,99.967,0.0,0.0,0.0,0.0,,13.46809343615458,,,
2002,CYP-1999,CYP,1999,0,17062067200.0,,0.0,,0.0,,0.0,,0.0,,,71.429,0.279,,0.0,,0.0,,0.0,4.83,28.602,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,100.032,0.0,0.0,0.0,0.0,,14.475261263991957,,,
2003,CYP-2000,CYP,2000,0,18206158848.0,,0.0,,0.0,,0.0,,0.0,,,50.0,0.419,,0.0,,0.0,,0.0,4.338,29.842,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,100.0,0.0,0.0,0.0,0.0,890.208,15.673744696249766,,,
2004,CYP-2001,CYP,2001,0,19037272064.0,,0.0,,0.0,,0.0,,0.0,,,47.222,0.616,,0.0,,0.0,,0.0,0.505,29.993,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,99.972,0.0,0.0,0.0,0.0,844.832,14.867284711874566,,,
2005,CYP-2002,CYP,2002,0,19867287552.0,,0.0,,0.0,,0.0,,0.0,,,-16.981,0.512,,0.0,,0.0,,0.0,-1.064,29.674,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,100.132,0.0,0.0,0.0,0.0,792.602,16.279395956344956,,,
2006,CYP-2003,CYP,2003,0,20548239360.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.512,,0.0,,0.0,,0.0,6.411,31.577,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,99.951,0.0,0.0,0.0,0.0,740.375,15.888815816289474,,,
2007,CYP-2004,CYP,2004,0,21687285760.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.512,,0.0,,0.0,,0.0,-2.73,30.714,,0.001,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,99.976,0.0,0.01,0.0,0.008,714.116,16.0686304041375,,,
2008,CYP-2005,CYP,2005,0,22703857664.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.512,,0.0,,0.0,,0.0,12.255,34.478,41.5,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,100.069,0.001,0.013,0.0,0.008,913.868,17.062840386042208,,,
2009,CYP-2006,CYP,2006,0,23948568576.0,,0.0,,0.0,,0.0,,0.0,,,-31.416,0.351,,0.0,,0.0,,0.0,-1.223,34.057,77.032,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,99.957,0.001,0.022,0.0,0.008,859.845,17.48408059603147,,,
2010,CYP-2007,CYP,2007,0,25336385536.0,,0.0,,0.0,,0.0,,0.0,,,-9.186,0.319,,0.0,,0.0,,0.0,1.734,34.647,72.954,0.005,0.282,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,99.979,0.002,0.036,0.0,0.007,821.187,18.460568538427452,,,
2011,CYP-2008,CYP,2008,0,26560141312.0,,0.0,,0.0,,0.0,,0.0,,,-18.206,0.261,,0.0,,0.0,,0.0,2.122,35.382,73.11,0.008,0.0,0.001,0.01,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,99.626,0.003,0.059,0.0,0.007,787.557,17.698968044392885,,,
2012,CYP-2009,CYP,2009,0,26331576320.0,,0.0,,0.0,,0.0,,0.0,,,-46.991,0.138,,0.0,,0.0,,0.0,-2.233,34.592,33.333,0.011,0.0,0.001,0.03,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,99.329,0.004,0.077,0.0,0.007,767.018,19.425901126424428,,,
2013,CYP-2010,CYP,2010,0,26927026176.0,,0.0,,0.0,,0.0,,0.0,,,23.329,0.17,,0.0,,0.0,,0.0,-3.146,33.504,75.0,0.019,8607.865,0.086,0.04,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,98.647,0.007,0.132,0.031,0.582,751.597,18.44784636575767,100.24,135.8,36.620000000000005
2014,CYP-2011,CYP,2011,0,27264894976.0,,0.0,,0.0,,0.0,,0.0,,,-52.964,0.08,,0.0,,0.0,,0.0,-1.664,32.946,71.429,0.033,267.742,0.314,0.05,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,96.368,0.012,0.243,0.114,2.313,811.524,17.062462633877367,,,
2015,CYP-2012,CYP,2012,0,26403463168.0,,0.0,,0.0,,0.0,,0.0,,,-96.535,0.003,,0.0,,0.0,,0.0,-6.849,30.69,83.333,0.06,62.281,0.507,0.05,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,94.552,0.022,0.466,0.185,3.922,847.997,16.88378981826185,,,
2016,CYP-2013,CYP,2013,0,24831176704.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.003,,0.0,,0.0,,0.0,-11.415,27.187,113.636,0.128,24.865,0.63,0.05,1.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,92.308,0.047,1.096,0.231,5.385,699.301,15.875117551890376,79.78999999999999,110.75999999999999,32.93
2017,CYP-2014,CYP,2014,0,24451190784.0,,0.0,,0.0,,0.0,,0.0,,,828.0,0.026,,0.0,,0.0,,0.0,0.305,27.27,77.872,0.226,-20.39,0.498,0.05,1.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,92.601,0.084,1.921,0.184,4.226,689.338,13.943013393919397,81.00999999999999,100.97,32.76
2018,CYP-2015,CYP,2015,0,24862126080.0,,0.0,,0.0,,0.0,,0.0,,,50.071,0.039,,0.0,,0.0,,0.0,2.424,27.931,51.506,0.341,20.64,0.597,0.05,1.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,91.298,0.127,2.793,0.222,4.893,661.581,14.086050717913066,79.77,103.21000000000001,33.92
2019,CYP-2016,CYP,2016,0,25590757376.0,,0.0,,0.0,,0.0,,0.0,,,-86.644,0.005,,0.0,,0.0,,0.0,9.075,30.465,15.22,0.391,2.183,0.607,0.05,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,91.244,0.146,2.986,0.227,4.638,613.747,14.638066106395746,69.04,117.1,48.67
2020,CYP-2017,CYP,2017,0,26706794496.0,,,,,,,,,,,571.403,0.035,,0.0,,0.0,,0.0,2.659,31.276,17.873,0.458,-6.727,0.563,0.05,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,91.32,0.172,3.437,0.211,4.225,599.476,15.90692478237446,68.62,107.46000000000001,45.099999999999994
2021,CYP-2018,CYP,2018,0,27790155776.0,,,,,,,,,,,356.342,0.158,,0.0,,0.0,,0.0,-1.058,30.945,11.516,0.508,4.332,0.584,0.06,1.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,90.713,0.192,3.799,0.221,4.369,594.191,16.396410808385976,64.71,132.57,43.06
2022,CYP-2019,CYP,2019,0,,,,,,,,,,,,22.771,0.194,,0.0,,0.0,,0.0,-0.515,30.785,13.781,0.575,8.139,0.629,0.06,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,90.052,0.218,4.245,0.239,4.64,583.488,16.452070670415985,52.1,72.45,29.83
2023,CYP-2020,CYP,2020,0,,,,,,,,,,,,-16.584,0.162,,0.0,,0.0,,0.0,-14.797,26.23,35.434,0.776,0.773,0.631,0.06,1.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,89.087,0.296,6.096,0.24,4.958,618.659,,,,
2024,CYP-2021,CYP,2021,0,,,,,,,,,,,,196.055,0.48,,,,,,,3.134,27.052,60.313,1.24,2.525,0.645,0.06,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,84.404,0.474,9.28,0.246,4.827,587.498,,,,
2025,CZE-1980,CZE,1980,1,126921728000.0,,,,,,,,,,,-3.097,447.185,15.189,30.111,4.623,7.094,,0.0,-6.996,136.446,,0.0,,0.0,,,,,,,2.399,,,,0.0,,,,0.0,,0.0,,,,,,
2026,CZE-1981,CZE,1981,1,126726004736.0,,496.221,,496.221,,,,,,,-0.406,445.371,0.32,30.207,-14.089,6.094,,0.0,-1.387,134.553,,0.0,,0.0,,,,,,,2.061,,,,0.0,,,,0.0,,0.0,,,,,,
2027,CZE-1982,CZE,1982,1,124767551488.0,1.053,501.446,1.053,501.446,,,,,,,0.776,448.825,5.927,31.998,-18.971,4.938,,0.0,-8.405,123.244,,0.0,,0.0,,,,,,,1.67,,,,0.0,,,,0.0,,0.0,,,,,,
2028,CZE-1983,CZE,1983,1,126785028096.0,1.63,509.621,1.63,509.621,,,,,,,-0.562,446.301,17.326,37.542,-0.898,4.894,,0.568,-2.086,120.673,,0.0,,0.0,,,,,,,1.655,,,,0.2,,,,0.0,,0.0,,,,,,
2029,CZE-1984,CZE,1984,1,129617870848.0,1.473,517.127,1.473,517.127,,,,,,,1.884,454.71,6.442,39.96,-21.571,3.838,519.5,3.516,6.302,128.278,,0.0,,0.0,,,,,,,1.298,,,,1.239,,,,0.0,,0.0,,,,,,
2030,CZE-1985,CZE,1985,1,132537131008.0,-1.223,510.8,-1.223,510.8,,,,,,,-2.171,444.836,22.781,49.063,28.737,4.941,93.462,6.802,-1.879,125.868,,0.0,,0.0,,,,,,,1.671,2.875,,,2.397,4.124,,,0.0,0.0,0.0,0.0,,,,,
2031,CZE-1986,CZE,1986,1,136190033920.0,-0.209,509.731,-0.209,509.731,,,,,,,-0.452,442.824,5.671,51.846,12.268,5.547,156.529,17.448,-3.956,120.888,,0.0,,0.0,,,,,,,1.876,3.095,,,6.149,10.146,,,0.0,0.0,0.0,0.0,,,,,
2032,CZE-1987,CZE,1987,1,139350917120.0,-0.555,506.904,-0.555,506.904,,,,,,,-1.163,437.672,9.085,56.556,31.397,7.289,74.028,30.364,0.402,121.374,,0.0,,0.0,,,,,,,2.465,3.963,,,10.701,17.205,,,0.0,0.0,0.0,0.0,,,,,
2033,CZE-1988,CZE,1988,1,142237368320.0,-2.391,494.781,-2.391,494.781,,,,,,,1.172,442.801,0.637,56.916,-14.848,6.207,10.42,33.528,-3.882,116.662,,0.0,,0.0,,,,,,,2.099,3.263,,,11.816,18.367,,,0.0,0.0,0.0,0.0,,,,,
2034,CZE-1989,CZE,1989,1,144679288832.0,-4.253,473.741,-4.253,473.741,,,,,,,-3.85,425.751,3.2,58.738,-21.725,4.858,5.095,35.236,-4.496,111.417,,0.0,,0.0,,,,,,,1.643,2.523,,,12.418,19.066,,,0.0,0.0,0.0,0.0,,,,,
2035,CZE-1990,CZE,1990,1,146168283136.0,-10.909,422.059,-10.909,422.059,,,,,,,-18.745,345.944,3.904,61.031,-29.337,3.433,1.345,35.71,-9.685,100.626,,0.0,,0.0,0.0,0.0,47.02,75.16,0.38,0.607,1.161,1.856,-0.69,-1.12,12.585,20.117,1.12,1.79,0.0,0.0,0.0,0.0,,,,,
2036,CZE-1991,CZE,1991,1,130869280768.0,-6.544,394.438,-6.544,394.438,,,,,,,-8.392,316.914,-3.508,58.89,-6.202,3.22,-3.6,34.425,-16.333,84.191,,0.0,,0.0,0.0,0.0,45.6,75.337,0.38,0.628,1.089,1.799,-2.53,-4.379,12.132,20.044,1.1,1.817,0.0,0.0,0.0,0.0,,,,,
2037,CZE-1992,CZE,1992,1,131887431680.0,-7.367,365.379,-7.367,365.379,,,,,,,-6.624,295.923,14.537,67.451,28.742,4.146,0.973,34.76,-4.169,80.681,,0.0,,0.0,0.0,0.0,43.91,74.056,0.38,0.641,1.402,2.365,-3.04,-5.428,12.25,20.66,1.11,1.872,0.0,0.0,0.0,0.0,,,,,
2038,CZE-1993,CZE,1993,1,133712371712.0,-2.102,357.697,-2.102,357.697,,2.433,,1.396,,,-2.718,287.88,2.196,68.932,-2.354,4.048,3.078,35.829,1.242,81.684,,0.0,,0.0,0.16,0.272,43.27,73.486,0.4,0.679,1.369,2.325,-2.1,-3.712,12.627,21.445,0.84,1.427,0.0,0.0,0.0,0.0,,,,,
2039,CZE-1994,CZE,1994,1,139362828288.0,-8.626,326.842,-8.626,326.842,18.219,2.877,17.847,1.646,,,-5.354,272.467,-2.324,67.33,6.647,4.317,2.772,36.822,3.415,84.473,,0.0,,0.0,0.32,0.545,42.24,71.953,0.39,0.664,1.46,2.487,-0.45,-0.777,12.977,22.105,1.01,1.72,0.0,0.0,0.0,0.0,,,,,
2040,CZE-1995,CZE,1995,1,149915926528.0,-3.12,316.645,-3.12,316.645,-11.005,2.56,21.223,1.995,,,0.094,272.724,13.167,76.195,37.123,5.92,-5.756,34.703,12.693,95.195,,0.0,,0.0,0.41,0.674,44.34,72.871,0.48,0.789,2.002,3.29,0.42,0.689,12.23,20.1,1.12,1.841,0.0,0.0,0.0,0.0,,,,,
2041,CZE-1996,CZE,1996,1,158347427840.0,1.196,320.433,1.196,320.433,-8.041,2.354,42.883,2.85,,,-0.222,272.119,15.082,87.687,-1.648,5.822,5.07,36.462,4.674,99.645,,0.0,,0.0,0.29,0.451,45.43,70.7,1.04,1.619,1.969,3.064,0.0,0.0,12.85,19.998,2.25,3.502,0.0,0.0,0.0,0.0,,,,,
2042,CZE-1997,CZE,1997,1,159287115776.0,1.512,325.277,1.512,325.277,-10.28,2.112,-19.525,2.294,,,-6.041,255.68,1.713,89.189,-13.713,5.024,-2.77,35.452,-4.638,95.023,,0.0,,0.0,0.49,0.759,45.73,70.792,1.15,1.78,1.699,2.63,-1.19,-1.888,12.494,19.341,2.65,4.102,0.0,0.0,0.0,0.0,,,,,
2043,CZE-1998,CZE,1998,1,160811499520.0,-6.677,303.558,-6.677,303.558,3.655,2.189,8.697,2.493,,,-7.305,237.002,0.215,89.38,-17.834,4.128,5.475,37.393,3.223,98.085,,0.0,,0.0,0.59,0.909,45.31,69.783,1.29,1.987,1.396,2.15,-2.46,-3.958,13.178,20.296,2.85,4.389,0.0,0.0,0.0,0.0,,,,,
2044,CZE-1999,CZE,1999,1,165213880320.0,-11.37,269.042,-11.37,269.042,3.489,2.266,8.403,2.703,,,-8.885,215.944,0.537,89.86,20.415,4.971,1.358,37.901,-0.454,97.64,,0.0,,0.0,0.68,1.051,44.15,68.246,1.73,2.674,1.681,2.598,-3.28,-5.387,13.357,20.647,2.57,3.973,0.0,0.0,0.0,0.0,,,,,
2045,CZE-2000,CZE,2000,1,174508441600.0,8.279,291.315,8.279,291.315,-3.381,2.189,-9.586,2.444,,,14.25,246.717,-2.931,87.227,4.581,5.198,1.744,38.562,-3.288,94.429,,0.0,,0.0,0.52,0.708,52.75,71.802,1.69,2.3,1.758,2.393,-10.02,-15.935,13.59,18.498,2.59,3.525,0.0,0.0,0.0,0.0,680.587,,,,
2046,CZE-2001,CZE,2001,1,182134898688.0,1.192,294.786,1.192,294.786,-28.001,1.576,-0.102,2.441,,,-1.859,242.13,7.093,93.414,16.837,6.034,8.531,41.58,5.815,99.92,,0.0,,0.001,0.52,0.697,52.59,70.451,1.58,2.117,2.054,2.752,-9.54,-14.75,14.749,19.759,2.73,3.657,0.0,0.0,0.0,0.0,683.214,,,,
2047,CZE-2002,CZE,2002,1,187506016256.0,-4.309,282.084,-4.309,282.084,-5.883,1.483,45.597,3.554,,,-1.858,237.631,-3.363,90.272,21.324,7.274,27.045,52.484,-3.172,96.751,,0.0,700.0,0.005,0.5,0.655,49.91,65.372,1.61,2.109,2.492,3.264,-11.39,-17.629,18.738,24.543,2.75,3.602,0.0,0.0,0.002,0.002,654.896,,,,
2048,CZE-2003,CZE,2003,1,196738662400.0,0.537,283.6,0.537,283.6,14.262,1.695,21.63,4.323,,,1.637,241.522,1.033,91.205,-44.502,4.011,38.07,72.0,7.008,103.531,,0.0,143.75,0.011,0.49,0.589,50.77,61.002,1.58,1.898,1.383,1.662,-16.21,-24.347,25.872,31.086,2.7,3.244,0.0,0.0,0.004,0.005,600.769,,,,
2049,CZE-2004,CZE,2004,1,209118199808.0,-4.009,272.229,-4.009,272.229,23.903,2.1,-6.237,4.054,,,0.152,241.888,-0.692,90.573,45.994,5.818,1.75,72.794,10.194,114.085,,0.0,153.846,0.029,0.71,0.842,50.31,59.656,1.54,1.826,2.019,2.394,-15.72,-23.094,26.325,31.215,2.87,3.403,0.0,0.0,0.01,0.012,581.029,,,,
2050,CZE-2005,CZE,2005,1,225438384128.0,0.694,274.119,0.694,274.119,-5.124,1.993,1.169,4.101,,,-3.386,233.697,-1.084,89.591,17.87,6.815,-6.067,67.945,4.446,119.157,-32.0,0.0,114.949,0.061,0.73,0.884,49.52,59.967,1.47,1.78,2.38,2.882,-12.63,-18.225,24.728,29.944,3.08,3.73,0.0,0.0,0.021,0.026,605.484,,,,
2051,CZE-2006,CZE,2006,1,244024344576.0,1.237,277.51,1.237,277.51,-4.39,1.905,-13.594,3.544,,,3.542,241.975,-1.427,88.313,7.178,7.258,5.334,71.118,-1.382,117.51,150.0,0.0,132.025,0.14,0.92,1.091,49.65,58.854,1.57,1.861,2.551,3.024,-12.63,-17.781,26.046,30.875,2.87,3.402,0.0,0.0,0.049,0.059,604.545,,,,
2052,CZE-2007,CZE,2007,1,260810031104.0,-0.241,276.841,-0.241,276.841,11.259,2.12,-6.17,3.325,,,-0.19,241.515,-4.673,84.186,-18.481,5.88,0.482,71.015,-0.696,116.692,931.765,0.005,153.363,0.354,1.2,1.363,53.79,61.108,1.37,1.556,2.079,2.362,-16.15,-22.55,26.172,29.733,3.02,3.431,0.002,0.002,0.125,0.142,613.47,,,,
2053,CZE-2008,CZE,2008,1,271304294400.0,-4.28,264.992,-4.28,264.992,-2.162,2.074,-1.425,3.278,,,-5.161,229.05,-0.9,83.428,-2.645,5.688,1.448,71.595,0.462,117.232,637.571,0.036,95.575,0.688,1.45,1.736,48.77,58.396,1.02,1.221,2.024,2.424,-11.47,-15.973,26.551,31.791,3.22,3.856,0.013,0.015,0.245,0.293,598.685,,,,
2054,CZE-2009,CZE,2009,1,261474025472.0,-8.479,242.524,-8.479,242.524,13.29,2.349,-13.73,2.828,,,-7.629,211.576,-5.148,79.133,20.021,6.785,2.474,72.914,-3.457,113.179,586.457,0.248,17.741,0.804,1.85,2.249,45.94,55.854,0.98,1.191,2.43,2.954,-13.64,-20.059,27.208,33.079,2.85,3.465,0.089,0.108,0.288,0.35,571.429,,,,
2055,CZE-2010,CZE,2010,1,270895333376.0,-0.075,242.343,-0.075,242.343,11.549,2.621,-15.524,2.389,,,3.216,218.381,18.595,93.849,14.808,7.742,2.868,74.545,-5.571,106.873,593.303,1.709,16.464,0.931,2.16,2.515,46.9,54.598,1.38,1.607,2.789,3.247,-14.95,-21.269,27.988,32.582,3.05,3.551,0.616,0.717,0.335,0.391,558.789,,637.5600000000001,2616.09,1177.71
2056,CZE-2011,CZE,2011,1,279860772864.0,0.851,244.404,0.851,244.404,-6.531,2.45,-14.111,2.052,,,-1.553,214.989,-15.619,79.19,-23.493,5.887,1.052,74.87,1.318,108.282,243.998,5.843,18.274,1.095,2.7,3.084,46.68,53.312,1.41,1.61,2.134,2.437,-17.04,-24.472,28.283,32.301,3.06,3.495,2.118,2.419,0.397,0.453,548.192,,,,
2057,CZE-2012,CZE,2012,1,277620523008.0,-3.478,235.904,-3.478,235.904,12.927,2.766,-2.487,2.001,,,-4.112,206.149,0.689,79.737,4.564,6.119,7.219,79.788,-1.243,106.936,2.602,5.958,5.166,1.144,3.37,3.848,43.98,50.221,1.49,1.701,2.231,2.548,-17.12,-24.637,30.324,34.627,2.75,3.14,2.173,2.481,0.417,0.477,513.853,,,,
2058,CZE-2013,CZE,2013,1,276285980672.0,-12.355,206.758,-12.355,206.758,-3.729,2.663,-0.273,1.995,,,-4.678,196.505,1.317,80.787,28.004,7.785,1.389,80.408,-4.58,102.039,-4.735,5.642,14.618,1.304,4.06,4.663,41.12,47.229,2.04,2.343,2.856,3.281,-16.89,-24.461,30.745,35.313,2.73,3.136,2.07,2.378,0.478,0.549,482.399,,645.0600000000001,2072.2,796.47
2059,CZE-2014,CZE,2014,1,283780743168.0,-4.406,197.649,-4.406,197.649,2.924,2.741,0.0,1.995,,,-3.088,190.436,-11.003,71.898,-33.161,5.172,-1.367,78.834,5.819,107.977,2.546,5.751,-0.376,1.291,4.66,5.418,40.73,47.359,1.82,2.116,1.909,2.22,-16.3,-23.723,30.325,35.26,2.96,3.442,2.123,2.468,0.477,0.554,476.725,,600.56,2024.9,771.9
2060,CZE-2015,CZE,2015,1,296649588736.0,-0.452,196.755,-0.452,196.755,-3.348,2.649,-5.479,1.886,,,-0.302,189.861,4.863,75.395,-5.992,4.833,-11.489,69.361,-2.871,104.877,6.637,6.096,20.168,1.542,4.79,5.71,41.14,49.041,2.28,2.718,1.795,2.14,-12.51,-17.869,26.841,31.996,2.85,3.397,2.264,2.699,0.573,0.683,488.745,,484.56,1631.57,701.74
