,id_prod,id_pais,prod_carb_porc_anual,prod_carbon,prod_gas_porc_anual,prod_gas,prod_petr_porc_anual,prod_petroleo
4945,P-MTQ-2014,MTQ,,0.0,,0.0,,0.0
4946,P-MTQ-2015,MTQ,,0.0,,0.0,,0.0
4947,P-MTQ-2016,MTQ,,0.0,,0.0,,0.0
4948,P-MTQ-2017,MTQ,,,,,,
4949,P-MTQ-2018,MTQ,,,,,,
4950,P-MTQ-2019,MTQ,,,,,,
4951,P-MTQ-2020,MTQ,,,,,,
4952,P-MRT-1980,MRT,,0.0,,0.0,,0.0
4953,P-MRT-1981,MRT,,0.0,,0.0,,0.0
4954,P-MRT-1982,MRT,,0.0,,0.0,,0.0
4955,P-MRT-1983,MRT,,0.0,,0.0,,0.0
4956,P-MRT-1984,MRT,,0.0,,0.0,,0.0
4957,P-MRT-1985,MRT,,0.0,,0.0,,0.0
4958,P-MRT-1986,MRT,,0.0,,0.0,,0.0
4959,P-MRT-1987,MRT,,0.0,,0.0,,0.0
4960,P-MRT-1988,MRT,,0.0,,0.0,,0.0
4961,P-MRT-1989,MRT,,0.0,,0.0,,0.0
4962,P-MRT-1990,MRT,,0.0,,0.0,,0.0
4963,P-MRT-1991,MRT,,0.0,,0.0,,0.0
4964,P-MRT-1992,MRT,,0.0,,0.0,,0.0
4965,P-MRT-1993,MRT,,0.0,,0.0,,0.0
4966,P-MRT-1994,MRT,,0.0,,0.0,,0.0
4967,P-MRT-1995,MRT,,0.0,,0.0,,0.0
4968,P-MRT-1996,MRT,,0.0,,0.0,,0.0
4969,P-MRT-1997,MRT,,0.0,,0.0,,0.0
4970,P-MRT-1998,MRT,,0.0,,0.0,,0.0
4971,P-MRT-1999,MRT,,0.0,,0.0,,0.0
4972,P-MRT-2000,MRT,,0.0,,0.0,,0.0
4973,P-MRT-2001,MRT,,0.0,,0.0,,0.0
4974,P-MRT-2002,MRT,,0.0,,0.0,,0.0
4975,P-MRT-2003,MRT,,0.0,,0.0,,0.0
4976,P-MRT-2004,MRT,,0.0,,0.0,,0.0
4977,P-MRT-2005,MRT,,0.0,,0.0,,0.0
4978,P-MRT-2006,MRT,,0.0,,0.0,,19.194
4979,P-MRT-2007,MRT,,0.0,,0.0,-51.038,9.398
4980,P-MRT-2008,MRT,,0.0,,0.0,-14.163,8.067
4981,P-MRT-2009,MRT,,0.0,,0.0,-12.614,7.049
4982,P-MRT-2010,MRT,,0.0,,0.0,-26.793,5.161
4983,P-MRT-2011,MRT,,0.0,,0.0,-6.008,4.85
4984,P-MRT-2012,MRT,,0.0,,0.0,-14.766,4.134
4985,P-MRT-2013,MRT,,0.0,,0.0,2.355,4.232
4986,P-MRT-2014,MRT,,0.0,,0.0,-11.072,3.763
4987,P-MRT-2015,MRT,,0.0,,0.0,-12.601,3.289
4988,P-MRT-2016,MRT,,0.0,,0.0,-7.572,3.04
4989,P-MRT-2017,MRT,,,,,,
4990,P-MRT-2018,MRT,,,,,,
4991,P-MRT-2019,MRT,,,,,,
4992,P-MRT-2020,MRT,,,,,,
4993,P-MUS-1980,MUS,,0.0,,0.0,,0.0
4994,P-MUS-1981,MUS,,0.0,,0.0,,0.0
4995,P-MUS-1982,MUS,,0.0,,0.0,,0.0
4996,P-MUS-1983,MUS,,0.0,,0.0,,0.0
4997,P-MUS-1984,MUS,,0.0,,0.0,,0.0
4998,P-MUS-1985,MUS,,0.0,,0.0,,0.0
4999,P-MUS-1986,MUS,,0.0,,0.0,,0.0
5000,P-MUS-1987,MUS,,0.0,,0.0,,0.0
5001,P-MUS-1988,MUS,,0.0,,0.0,,0.0
5002,P-MUS-1989,MUS,,0.0,,0.0,,0.0
5003,P-MUS-1990,MUS,,0.0,,0.0,,0.0
5004,P-MUS-1991,MUS,,0.0,,0.0,,0.0
5005,P-MUS-1992,MUS,,0.0,,0.0,,0.0
5006,P-MUS-1993,MUS,,0.0,,0.0,,0.0
5007,P-MUS-1994,MUS,,0.0,,0.0,,0.0
5008,P-MUS-1995,MUS,,0.0,,0.0,,0.0
5009,P-MUS-1996,MUS,,0.0,,0.0,,0.0
5010,P-MUS-1997,MUS,,0.0,,0.0,,0.0
5011,P-MUS-1998,MUS,,0.0,,0.0,,0.0
5012,P-MUS-1999,MUS,,0.0,,0.0,,0.0
5013,P-MUS-2000,MUS,,0.0,,0.0,,0.0
5014,P-MUS-2001,MUS,,0.0,,0.0,,0.0
5015,P-MUS-2002,MUS,,0.0,,0.0,,0.0
5016,P-MUS-2003,MUS,,0.0,,0.0,,0.0
5017,P-MUS-2004,MUS,,0.0,,0.0,,0.0
5018,P-MUS-2005,MUS,,0.0,,0.0,,0.0
5019,P-MUS-2006,MUS,,0.0,,0.0,,0.0
5020,P-MUS-2007,MUS,,0.0,,0.0,,0.0
5021,P-MUS-2008,MUS,,0.0,,0.0,,0.0
5022,P-MUS-2009,MUS,,0.0,,0.0,,0.0
5023,P-MUS-2010,MUS,,0.0,,0.0,,0.0
5024,P-MUS-2011,MUS,,0.0,,0.0,,0.0
5025,P-MUS-2012,MUS,,0.0,,0.0,,0.0
5026,P-MUS-2013,MUS,,0.0,,0.0,,0.0
5027,P-MUS-2014,MUS,,0.0,,0.0,,0.0
5028,P-MUS-2015,MUS,,0.0,,0.0,,0.0
5029,P-MUS-2016,MUS,,0.0,,0.0,,0.0
5030,P-MUS-2017,MUS,,,,,,
5031,P-MUS-2018,MUS,,,,,,
5032,P-MUS-2019,MUS,,,,,,
5033,P-MUS-2020,MUS,,,,,,
5034,P-MEX-1980,MEX,-55.262,19.132,20.947,251.152,32.889,1246.595
5035,P-MEX-1981,MEX,3.296,19.763,7.735,270.579,19.412,1488.586
5036,P-MEX-1982,MEX,20.243,23.763,6.632,288.523,17.983,1756.282
5037,P-MEX-1983,MEX,26.99,30.177,0.845,290.962,-2.575,1711.058
5038,P-MEX-1984,MEX,8.952,32.878,-1.639,286.194,0.807,1724.86
5039,P-MEX-1985,MEX,2.601,33.733,-2.99,277.638,-1.657,1696.28
5040,P-MEX-1986,MEX,8.306,36.535,-11.173,246.616,-6.151,1591.935
5041,P-MEX-1987,MEX,10.992,40.551,1.644,250.671,4.495,1663.5
5042,P-MEX-1988,MEX,-10.719,36.205,1.301,253.932,-0.241,1659.495
5043,P-MEX-1989,MEX,7.432,38.895,-4.004,243.765,0.262,1663.849
5044,P-MEX-1990,MEX,1.238,39.377,8.244,263.861,1.47,1688.312
5045,P-MEX-1991,MEX,-9.195,35.756,1.413,267.591,5.269,1777.265
5046,P-MEX-1992,MEX,-7.117,33.212,-3.07,259.375,0.14,1779.759
5047,P-MEX-1993,MEX,8.241,35.949,7.097,277.782,0.16,1782.609
5048,P-MEX-1994,MEX,35.224,48.611,5.201,292.23,0.585,1793.032
5049,P-MEX-1995,MEX,-1.31,47.974,-0.126,291.863,-2.568,1746.981
5050,P-MEX-1996,MEX,10.703,53.109,5.546,308.05,8.086,1888.243
5051,P-MEX-1997,MEX,-0.775,52.697,0.979,311.065,4.471,1972.675
5052,P-MEX-1998,MEX,5.114,55.392,5.875,329.341,2.273,2017.505
5053,P-MEX-1999,MEX,2.224,56.624,3.951,342.353,-4.601,1924.674
5054,P-MEX-2000,MEX,11.212,62.973,-2.502,333.787,2.918,1980.843
5055,P-MEX-2001,MEX,-23.134,48.405,-0.713,331.407,3.256,2045.336
5056,P-MEX-2002,MEX,-18.527,39.437,1.771,337.277,1.111,2068.057
5057,P-MEX-2003,MEX,30.154,51.328,3.299,348.404,5.837,2188.768
5058,P-MEX-2004,MEX,33.156,68.347,6.276,370.27,0.979,2210.197
5059,P-MEX-2005,MEX,3.317,70.614,19.674,443.119,-1.869,2168.895
5060,P-MEX-2006,MEX,11.479,78.72,9.344,484.522,-2.116,2123.0
5061,P-MEX-2007,MEX,7.906,84.943,-3.289,468.586,-5.65,2003.05
5062,P-MEX-2008,MEX,-5.226,80.504,0.794,472.306,-8.904,1824.703
5063,P-MEX-2009,MEX,-12.128,70.741,11.333,525.831,-6.522,1705.704
5064,P-MEX-2010,MEX,20.348,85.135,-2.672,511.778,-0.725,1693.334
5065,P-MEX-2011,MEX,27.993,108.967,1.8,520.99,-0.743,1680.75
5066,P-MEX-2012,MEX,-20.77,86.335,-2.397,508.502,-0.458,1673.06
5067,P-MEX-2013,MEX,-3.516,83.299,3.221,524.88,-1.228,1652.521
5068,P-MEX-2014,MEX,1.285,84.369,-2.264,512.998,-3.341,1597.31
5069,P-MEX-2015,MEX,-5.282,79.913,-6.536,479.469,-6.997,1485.55
5070,P-MEX-2016,MEX,-11.652,70.601,-8.959,436.514,-4.867,1413.242
5071,P-MEX-2017,MEX,21.275,85.622,-12.332,382.684,-9.82,1274.469
5072,P-MEX-2018,MEX,-9.299,77.661,-8.042,351.91,-6.556,1190.915
5073,P-MEX-2019,MEX,-17.569,64.017,-11.071,312.949,-7.226,1104.854
5074,P-MEX-2020,MEX,-16.563,53.414,-2.574,304.894,0.117,1106.144
5075,P-MEX-2021,MEX,-3.938,51.31,-4.093,292.413,1.446,1122.136
5076,P-FSM-1980,FSM,,,,,,
5077,P-FSM-1981,FSM,,,,,,
5078,P-FSM-1982,FSM,,,,,,
5079,P-FSM-1983,FSM,,,,,,
5080,P-FSM-1984,FSM,,,,,,
5081,P-FSM-1985,FSM,,,,,,
5082,P-FSM-1986,FSM,,,,,,
5083,P-FSM-1987,FSM,,,,,,
5084,P-FSM-1988,FSM,,,,,,
5085,P-FSM-1989,FSM,,,,,,
5086,P-FSM-1990,FSM,,,,,,
5087,P-FSM-1991,FSM,,,,,,
5088,P-FSM-1992,FSM,,,,,,
5089,P-FSM-1993,FSM,,,,,,
5090,P-FSM-1994,FSM,,,,,,
5091,P-FSM-1995,FSM,,,,,,
5092,P-FSM-1996,FSM,,,,,,
5093,P-FSM-1997,FSM,,,,,,
5094,P-FSM-1998,FSM,,,,,,
5095,P-FSM-1999,FSM,,,,,,
5096,P-FSM-2000,FSM,,,,,,
5097,P-FSM-2001,FSM,,,,,,
5098,P-FSM-2002,FSM,,,,,,
5099,P-FSM-2003,FSM,,,,,,
5100,P-FSM-2004,FSM,,,,,,
5101,P-FSM-2005,FSM,,,,,,
5102,P-FSM-2006,FSM,,,,,,
5103,P-FSM-2007,FSM,,,,,,
5104,P-FSM-2008,FSM,,,,,,
5105,P-FSM-2009,FSM,,,,,,
5106,P-FSM-2010,FSM,,,,,,
5107,P-FSM-2011,FSM,,,,,,
5108,P-FSM-2012,FSM,,,,,,
5109,P-FSM-2013,FSM,,,,,,
5110,P-FSM-2014,FSM,,,,,,
5111,P-FSM-2015,FSM,,,,,,
5112,P-FSM-2016,FSM,,,,,,
5113,P-FSM-2017,FSM,,,,,,
5114,P-FSM-2018,FSM,,,,,,
5115,P-FSM-2019,FSM,,,,,,
5116,P-MDA-1992,MDA,,1.416,,0.0,,0.0
5117,P-MDA-1993,MDA,-31.154,0.975,,0.0,,0.0
5118,P-MDA-1994,MDA,-37.989,0.604,,0.0,,0.0
5119,P-MDA-1995,MDA,-71.171,0.174,,0.0,,0.0
5120,P-MDA-1996,MDA,-7.221,0.162,,0.0,,0.0
5121,P-MDA-1997,MDA,27.006,0.205,,0.0,,0.0
5122,P-MDA-1998,MDA,-83.333,0.034,,0.0,,0.0
5123,P-MDA-1999,MDA,-100.0,0.0,,0.0,,0.0
5124,P-MDA-2000,MDA,,0.0,,0.0,,0.0
5125,P-MDA-2001,MDA,,0.0,,0.0,,0.0
5126,P-MDA-2002,MDA,,0.0,,0.0,,0.0
5127,P-MDA-2003,MDA,,0.0,,0.0,,0.0
5128,P-MDA-2004,MDA,,0.0,,0.0,,0.0
5129,P-MDA-2005,MDA,,0.0,,0.0,,0.0
5130,P-MDA-2006,MDA,,0.0,,0.542,,0.0
5131,P-MDA-2007,MDA,,0.0,-100.0,0.0,,0.0
5132,P-MDA-2008,MDA,,0.0,,0.0,,0.0
5133,P-MDA-2009,MDA,,0.0,,0.0,,0.0
5134,P-MDA-2010,MDA,,0.0,,0.0,,0.0
5135,P-MDA-2011,MDA,,0.0,,0.0,,0.0
5136,P-MDA-2012,MDA,,0.0,,0.0,,0.0
5137,P-MDA-2013,MDA,,0.0,,0.0,,0.0
5138,P-MDA-2014,MDA,,0.0,,0.0,,0.0
5139,P-MDA-2015,MDA,,0.0,,0.0,,0.0
5140,P-MDA-2016,MDA,,0.0,,0.103,,0.0
5141,P-MDA-2017,MDA,,,,,,
5142,P-MDA-2018,MDA,,,,,,
5143,P-MDA-2019,MDA,,,,,,
5144,P-MDA-2020,MDA,,,,,,
5145,P-MDA-2021,MDA,,,,,,
5146,P-MNG-1980,MNG,186.076,37.555,,0.0,,0.0
5147,P-MNG-1981,MNG,-39.412,22.754,,0.0,,0.0
5148,P-MNG-1982,MNG,14.442,26.04,,0.0,,0.0
5149,P-MNG-1983,MNG,1.077,26.321,,0.0,,0.0
5150,P-MNG-1984,MNG,9.188,28.739,,0.0,,0.0
5151,P-MNG-1985,MNG,20.107,34.517,,0.0,,0.0
5152,P-MNG-1986,MNG,8.309,37.386,,0.0,,0.0
5153,P-MNG-1987,MNG,9.908,41.09,,0.0,,0.0
5154,P-MNG-1988,MNG,10.831,45.54,,0.0,,0.0
5155,P-MNG-1989,MNG,-6.519,42.571,,0.0,,0.0
5156,P-MNG-1990,MNG,-11.038,37.872,,0.0,,0.0
5157,P-MNG-1991,MNG,-1.677,37.237,,0.0,,0.0
5158,P-MNG-1992,MNG,-11.221,33.059,,0.0,,0.0
5159,P-MNG-1993,MNG,-10.091,29.723,,0.0,,0.0
5160,P-MNG-1994,MNG,-8.172,27.294,,0.0,,0.0
5161,P-MNG-1995,MNG,-2.695,26.559,,0.0,,0.0
5162,P-MNG-1996,MNG,1.813,27.04,,0.0,,0.0
5163,P-MNG-1997,MNG,-3.64,26.056,,0.0,,0.0
5164,P-MNG-1998,MNG,2.701,26.76,,0.0,,0.064
5165,P-MNG-1999,MNG,-1.839,26.268,,0.0,100.0,0.129
5166,P-MNG-2000,MNG,4.452,27.437,,0.0,-10.255,0.115
5167,P-MNG-2001,MNG,-0.849,27.204,,0.0,12.541,0.13
5168,P-MNG-2002,MNG,7.847,29.339,,0.0,88.614,0.245
5169,P-MNG-2003,MNG,2.195,29.983,,0.0,31.496,0.322
5170,P-MNG-2004,MNG,21.159,36.327,,0.0,17.887,0.38
5171,P-MNG-2005,MNG,9.499,39.778,,0.0,-6.877,0.354
5172,P-MNG-2006,MNG,7.41,42.725,,0.0,87.636,0.664
5173,P-MNG-2007,MNG,14.41,48.882,,0.0,125.678,1.499
5174,P-MNG-2008,MNG,9.032,53.297,,0.0,38.119,2.07
5175,P-MNG-2009,MNG,43.39,76.423,,0.0,59.258,3.296
5176,P-MNG-2010,MNG,74.226,133.148,,0.0,16.65,3.845
5177,P-MNG-2011,MNG,31.127,174.593,,0.0,16.856,4.494
5178,P-MNG-2012,MNG,-5.622,164.777,,0.0,42.651,6.41
5179,P-MNG-2013,MNG,7.07,176.426,,0.0,41.055,9.042
5180,P-MNG-2014,MNG,-26.668,129.377,,0.0,44.383,13.055
5181,P-MNG-2015,MNG,-1.24,127.773,,0.0,14.238,14.913
5182,P-MNG-2016,MNG,45.351,185.718,,0.0,1.354,15.115
5183,P-MNG-2017,MNG,40.984,261.832,,,0.0,
5184,P-MNG-2018,MNG,10.291,288.777,,,0.0,
5185,P-MNG-2019,MNG,4.685,302.306,,,0.0,
5186,P-MNG-2020,MNG,-24.593,227.959,,,0.0,
5187,P-MNG-2021,MNG,-24.981,171.013,,,0.0,
5188,P-MNE-2005,MNE,,,,,,
5189,P-MNE-2006,MNE,,4.075,,0.0,,0.0
5190,P-MNE-2007,MNE,-20.437,3.243,,0.0,,0.0
5191,P-MNE-2008,MNE,44.638,4.69,,0.0,,0.0
5192,P-MNE-2009,MNE,-45.0,2.579,,0.0,,0.0
5193,P-MNE-2010,MNE,102.508,5.224,,0.0,,0.0
5194,P-MNE-2011,MNE,1.806,5.318,,0.0,,0.0
5195,P-MNE-2012,MNE,-9.478,4.814,,0.0,,0.0
5196,P-MNE-2013,MNE,-5.263,4.561,,0.0,,0.0
5197,P-MNE-2014,MNE,-2.187,4.461,,0.0,,0.0
5198,P-MNE-2015,MNE,7.13,4.779,,0.0,,0.0
5199,P-MNE-2016,MNE,-21.151,3.768,,0.0,,0.0
5200,P-MNE-2017,MNE,,,,,,
5201,P-MNE-2018,MNE,,,,,,
5202,P-MNE-2019,MNE,,,,,,
5203,P-MNE-2020,MNE,,,,,,
5204,P-MNE-2021,MNE,,,,,,
5205,P-MSR-1980,MSR,,0.0,,0.0,,0.0
5206,P-MSR-1981,MSR,,0.0,,0.0,,0.0
5207,P-MSR-1982,MSR,,0.0,,0.0,,0.0
5208,P-MSR-1983,MSR,,0.0,,0.0,,0.0
5209,P-MSR-1984,MSR,,0.0,,0.0,,0.0
5210,P-MSR-1985,MSR,,0.0,,0.0,,0.0
5211,P-MSR-1986,MSR,,0.0,,0.0,,0.0
5212,P-MSR-1987,MSR,,0.0,,0.0,,0.0
5213,P-MSR-1988,MSR,,0.0,,0.0,,0.0
5214,P-MSR-1989,MSR,,0.0,,0.0,,0.0
5215,P-MSR-1990,MSR,,0.0,,0.0,,0.0
5216,P-MSR-1991,MSR,,0.0,,0.0,,0.0
5217,P-MSR-1992,MSR,,0.0,,0.0,,0.0
5218,P-MSR-1993,MSR,,0.0,,0.0,,0.0
5219,P-MSR-1994,MSR,,0.0,,0.0,,0.0
5220,P-MSR-1995,MSR,,0.0,,0.0,,0.0
5221,P-MSR-1996,MSR,,0.0,,0.0,,0.0
5222,P-MSR-1997,MSR,,0.0,,0.0,,0.0
5223,P-MSR-1998,MSR,,0.0,,0.0,,0.0
5224,P-MSR-1999,MSR,,0.0,,0.0,,0.0
5225,P-MSR-2000,MSR,,0.0,,0.0,,0.0
5226,P-MSR-2001,MSR,,0.0,,0.0,,0.0
5227,P-MSR-2002,MSR,,0.0,,0.0,,0.0
5228,P-MSR-2003,MSR,,0.0,,0.0,,0.0
5229,P-MSR-2004,MSR,,0.0,,0.0,,0.0
5230,P-MSR-2005,MSR,,0.0,,0.0,,0.0
5231,P-MSR-2006,MSR,,0.0,,0.0,,0.0
5232,P-MSR-2007,MSR,,0.0,,0.0,,0.0
5233,P-MSR-2008,MSR,,0.0,,0.0,,0.0
5234,P-MSR-2009,MSR,,0.0,,0.0,,0.0
5235,P-MSR-2010,MSR,,0.0,,0.0,,0.0
5236,P-MSR-2011,MSR,,0.0,,0.0,,0.0
5237,P-MSR-2012,MSR,,0.0,,0.0,,0.0
5238,P-MSR-2013,MSR,,0.0,,0.0,,0.0
5239,P-MSR-2014,MSR,,0.0,,0.0,,0.0
5240,P-MSR-2015,MSR,,0.0,,0.0,,0.0
5241,P-MSR-2016,MSR,,0.0,,0.0,,0.0
5242,P-MSR-2017,MSR,,,,,,
5243,P-MSR-2018,MSR,,,,,,
5244,P-MSR-2019,MSR,,,,,,
5245,P-MSR-2020,MSR,,,,,,
5246,P-MAR-1980,MAR,-2.487,5.636,-4.846,0.768,178.783,0.616
5247,P-MAR-1981,MAR,3.395,5.828,28.0,0.983,-0.482,0.613
5248,P-MAR-1982,MAR,4.539,6.092,-6.25,0.921,0.0,0.613
5249,P-MAR-1983,MAR,2.177,6.225,6.667,0.983,0.0,0.613
5250,P-MAR-1984,MAR,11.585,6.946,-37.5,0.614,0.484,0.616
5251,P-MAR-1985,MAR,-7.518,6.424,50.0,0.921,-0.482,0.613
5252,P-MAR-1986,MAR,0.0,6.424,0.0,0.921,-50.052,0.306
5253,P-MAR-1987,MAR,-18.194,5.255,-30.0,0.645,-19.538,0.246
5254,P-MAR-1988,MAR,0.329,5.272,0.0,0.645,0.013,0.246
5255,P-MAR-1989,MAR,-20.766,4.178,0.0,0.645,-25.205,0.184
5256,P-MAR-1990,MAR,4.365,4.36,-4.762,0.614,0.0,0.184
5257,P-MAR-1991,MAR,4.753,4.567,-31.291,0.422,0.0,0.184
5258,P-MAR-1992,MAR,4.537,4.774,-38.34,0.26,-33.151,0.123
5259,P-MAR-1993,MAR,4.861,5.006,24.983,0.325,-0.273,0.123
5260,P-MAR-1994,MAR,7.616,5.388,0.094,0.326,0.0,0.123
5261,P-MAR-1995,MAR,0.0,5.388,-33.019,0.218,50.0,0.184
5262,P-MAR-1996,MAR,-22.154,4.194,0.0,0.218,0.274,0.185
5263,P-MAR-1997,MAR,-25.692,3.117,148.697,0.542,-100.0,0.0
5264,P-MAR-1998,MAR,-57.993,1.309,0.0,0.542,,0.061
5265,P-MAR-1999,MAR,-18.326,1.069,-20.0,0.434,100.0,0.123
5266,P-MAR-2000,MAR,-75.969,0.257,25.0,0.542,50.411,0.185
5267,P-MAR-2001,MAR,-93.55,0.017,0.0,0.542,32.969,0.246
5268,P-MAR-2002,MAR,-100.0,0.0,0.0,0.542,-35.0,0.16
5269,P-MAR-2003,MAR,,0.0,0.0,0.542,-23.077,0.123
5270,P-MAR-2004,MAR,,0.164,-20.0,0.434,0.274,0.123
5271,P-MAR-2005,MAR,-50.0,0.082,14.198,0.495,-30.191,0.086
5272,P-MAR-2006,MAR,-66.676,0.027,45.903,0.723,42.857,0.123
5273,P-MAR-2007,MAR,-100.0,0.0,-4.077,0.693,10.0,0.135
5274,P-MAR-2008,MAR,,0.0,-4.534,0.662,-17.958,0.111
5275,P-MAR-2009,MAR,,0.0,0.0,0.662,-11.354,0.098
5276,P-MAR-2010,MAR,,0.0,13.38,0.751,24.994,0.123
5277,P-MAR-2011,MAR,,0.0,-14.286,0.643,0.0,0.123
5278,P-MAR-2012,MAR,,0.0,31.667,0.847,-29.808,0.086
5279,P-MAR-2013,MAR,,0.0,22.785,1.04,13.973,0.098
5280,P-MAR-2014,MAR,,0.0,0.0,1.04,0.0,0.098
5281,P-MAR-2015,MAR,,0.0,-3.093,1.008,0.0,0.098
5282,P-MAR-2016,MAR,,0.0,-8.511,0.922,0.274,0.099
5283,P-MAR-2017,MAR,,,,,,
5284,P-MAR-2018,MAR,,,,,,
5285,P-MAR-2019,MAR,,,,,,
5286,P-MAR-2020,MAR,,,,,,
5287,P-MAR-2021,MAR,,,,,,
5288,P-MOZ-1980,MOZ,-100.0,0.0,,0.0,,0.0
5289,P-MOZ-1981,MOZ,,0.0,,0.0,,0.0
5290,P-MOZ-1982,MOZ,,0.0,,0.0,,0.0
5291,P-MOZ-1983,MOZ,,0.0,,0.0,,0.0
5292,P-MOZ-1984,MOZ,,0.0,,0.0,,0.0
5293,P-MOZ-1985,MOZ,,0.0,,0.0,,0.0
5294,P-MOZ-1986,MOZ,,0.0,,0.0,,0.0
5295,P-MOZ-1987,MOZ,,0.0,,0.0,,0.0
5296,P-MOZ-1988,MOZ,,0.0,,0.0,,0.0
5297,P-MOZ-1989,MOZ,,0.0,,0.0,,0.0
5298,P-MOZ-1990,MOZ,,0.0,,0.0,,0.0
5299,P-MOZ-1991,MOZ,,0.0,,0.0,,0.0
5300,P-MOZ-1992,MOZ,,0.0,,0.0,,0.0
5301,P-MOZ-1993,MOZ,,0.0,,0.0,,0.0
5302,P-MOZ-1994,MOZ,,0.0,,0.0,,0.0
5303,P-MOZ-1995,MOZ,,0.0,,0.0,,0.0
5304,P-MOZ-1996,MOZ,,0.162,,0.0,,0.0
5305,P-MOZ-1997,MOZ,-5.0,0.154,,0.0,,0.0
5306,P-MOZ-1998,MOZ,-5.263,0.146,,0.651,,0.0
5307,P-MOZ-1999,MOZ,16.666,0.17,0.0,0.651,,0.0
5308,P-MOZ-2000,MOZ,14.286,0.194,0.0,0.651,,0.0
5309,P-MOZ-2001,MOZ,25.0,0.243,0.0,0.651,,0.0
5310,P-MOZ-2002,MOZ,46.667,0.356,0.0,0.651,,0.0
5311,P-MOZ-2003,MOZ,-15.909,0.299,33.333,0.868,,0.0
5312,P-MOZ-2004,MOZ,-54.054,0.138,1350.0,12.581,,0.0
5313,P-MOZ-2005,MOZ,94.118,0.267,90.517,23.969,,0.0
5314,P-MOZ-2006,MOZ,24.242,0.332,16.742,27.982,,0.0
5315,P-MOZ-2007,MOZ,-41.463,0.194,2.326,28.633,,0.0
5316,P-MOZ-2008,MOZ,58.333,0.307,17.852,33.745,,0.0
5317,P-MOZ-2009,MOZ,-3.026,0.298,-8.844,30.76,,0.0
5318,P-MOZ-2010,MOZ,-3.121,0.289,16.418,35.811,,0.0
5319,P-MOZ-2011,MOZ,1628.291,4.992,22.436,43.845,,0.0
5320,P-MOZ-2012,MOZ,634.198,36.648,28.01,56.126,,0.0
5321,P-MOZ-2013,MOZ,34.216,49.188,7.975,60.603,,0.0
5322,P-MOZ-2014,MOZ,12.688,55.429,6.061,64.275,,0.0
5323,P-MOZ-2015,MOZ,-2.414,54.091,1.696,65.366,,0.0
5324,P-MOZ-2016,MOZ,-8.305,49.599,1.668,66.456,,0.0
5325,P-MOZ-2017,MOZ,,,,,,
5326,P-MOZ-2018,MOZ,,,,,,
5327,P-MOZ-2019,MOZ,,,,,,
5328,P-MOZ-2020,MOZ,,,,,,
5329,P-MMR-1980,MMR,66.865,0.226,29.63,3.439,10.116,19.389
5330,P-MMR-1981,MMR,47.368,0.333,20.0,4.127,-10.246,17.402
5331,P-MMR-1982,MMR,19.643,0.398,7.143,4.421,11.111,19.336
5332,P-MMR-1983,MMR,5.97,0.422,33.333,5.895,0.0,19.336
5333,P-MMR-1984,MMR,22.535,0.517,6.667,6.288,6.959,20.682
5334,P-MMR-1985,MMR,-1.149,0.511,43.75,9.039,-6.506,19.336
5335,P-MMR-1986,MMR,13.953,0.582,16.304,10.513,-19.987,15.471
5336,P-MMR-1987,MMR,-24.49,0.44,11.215,11.692,-29.19,10.955
5337,P-MMR-1988,MMR,-12.162,0.386,-12.605,10.218,-20.325,8.729
5338,P-MMR-1989,MMR,0.0,0.386,4.808,10.709,16.095,10.134
5339,P-MMR-1990,MMR,6.154,0.41,-22.018,8.351,-12.721,8.844
5340,P-MMR-1991,MMR,8.696,0.446,1.176,8.45,14.575,10.134
5341,P-MMR-1992,MMR,-2.667,0.434,1.163,8.548,-8.407,9.282
5342,P-MMR-1993,MMR,-20.548,0.345,26.437,10.807,-0.775,9.21
5343,P-MMR-1994,MMR,-8.621,0.315,30.0,14.05,-2.308,8.997
5344,P-MMR-1995,MMR,9.434,0.345,14.685,16.113,-29.676,6.327
5345,P-MMR-1996,MMR,-8.621,0.315,-2.439,15.72,-16.807,5.264
5346,P-MMR-1997,MMR,-7.547,0.291,-5.625,14.836,11.972,5.894
5347,P-MMR-1998,MMR,6.122,0.309,16.556,17.292,21.871,7.183
5348,P-MMR-1999,MMR,261.539,1.117,-2.273,16.899,-13.46,6.216
5349,P-MMR-2000,MMR,208.511,3.446,97.674,33.405,26.687,7.875
5350,P-MMR-2001,MMR,10.69,3.814,105.882,68.775,-17.145,6.525
5351,P-MMR-2002,MMR,-24.143,2.893,20.0,82.53,49.597,9.761
5352,P-MMR-2003,MMR,75.77,5.086,14.286,94.32,-0.143,9.747
5353,P-MMR-2004,MMR,-45.444,2.775,6.25,100.215,33.331,12.996
5354,P-MMR-2005,MMR,22.912,3.41,19.608,119.865,-0.141,12.978
5355,P-MMR-2006,MMR,27.7,4.355,3.279,123.795,14.946,14.917
5356,P-MMR-2007,MMR,5.73,4.605,7.302,132.834,-7.943,13.733
5357,P-MMR-2008,MMR,-13.677,3.975,-8.284,121.83,1.174,13.894
5358,P-MMR-2009,MMR,-7.324,3.684,-6.818,113.524,-15.434,11.749
5359,P-MMR-2010,MMR,10.645,4.076,7.536,122.079,12.31,13.196
5360,P-MMR-2011,MMR,1.02,4.117,2.803,125.5,-1.606,12.984
5361,P-MMR-2012,MMR,21.789,5.015,-0.31,125.111,0.274,13.019
