,id_emision,id_pais,emision_co2,intensidad_carbono
2264,E-BDI-1992,BDI,0.6,
2265,E-KHM-1992,KHM,1.0,
2266,E-CMR-1992,CMR,7.0,
2267,E-CAN-1992,CAN,851.9096195837931,
2268,E-CYM-1992,CYM,0.6,
2269,E-CAF-1992,CAF,0.6,
2270,E-TCD-1992,TCD,0.6,
2271,E-CHL-1992,CHL,57.75950910447196,
2272,E-CHN-1992,CHN,4920.825751157863,
2273,E-COL-1992,COL,91.25567064557458,
2274,E-COM-1992,COM,0.13372,
2275,E-COK-1992,COK,0.07724,
2276,E-CRI-1992,CRI,5.675700586128253,
2277,E-HRV-1992,HRV,0.0,
2278,E-CUB-1992,CUB,64.77855422582984,
2279,E-CYP-1992,CYP,10.093301446061965,
2280,E-DNK-1992,DNK,126.39735600580643,
2281,E-DJI-1992,DJI,3.4,
2282,E-DMA-1992,DMA,0.1169,
2283,E-DOM-1992,DOM,17.492503424082813,
2284,E-ECU-1992,ECU,28.445040912,
2285,E-EGY-1992,EGY,178.99049684954394,
2286,E-SLV-1992,SLV,5.6,
2287,E-GNQ-1992,GNQ,0.2,
2288,E-EST-1992,EST,0.0,
2289,E-SWZ-1992,SWZ,1.3403485260636865,
2290,E-ETH-1992,ETH,5.0,
2291,E-FLK-1992,FLK,0.05038,
2292,E-FJI-1992,FJI,1.6645112076694069,
2293,E-FIN-1992,FIN,103.13726796239393,
2294,E-FRA-1992,FRA,816.7901991483233,
2295,E-GUF-1992,GUF,1.6,
2296,E-PYF-1992,PYF,1.8,
2297,E-GAB-1992,GAB,4.994250932,
2298,E-GEO-1992,GEO,0.0,
2299,E-DEU-1992,DEU,1986.4617795102004,
2300,E-GHA-1992,GHA,6.0,
2301,E-GIB-1992,GIB,3.4,
2302,E-GRC-1992,GRC,155.45983443156854,
2303,E-GRL-1992,GRL,0.0,
2304,E-GRD-1992,GRD,0.2,
2305,E-GLP-1992,GLP,3.0,
2306,E-GUM-1992,GUM,4.1344108140820595,
2307,E-GTM-1992,GTM,7.2,
2308,E-GIN-1992,GIN,2.4,
2309,E-GNB-1992,GNB,0.6,
2310,E-GUY-1992,GUY,1.6,
2311,E-HTI-1992,HTI,1.5776604838583492,
2312,E-HND-1992,HND,5.403497412183155,
2313,E-HKG-1992,HKG,92.63140408025863,
2314,E-HUN-1992,HUN,130.5970397822871,
2315,E-ISL-1992,ISL,4.31214520953628,
2316,E-IND-1992,IND,1141.4286530964996,
2317,E-IDN-1992,IDN,326.42531693383853,
2318,E-IRN-1992,IRN,412.2433895655663,
2319,E-IRQ-1992,IRQ,82.33292574,
2320,E-IRL-1992,IRL,53.74713186765135,
2321,E-ISR-1992,ISR,70.40162052446426,
2322,E-ITA-1992,ITA,846.5192600943449,
2323,E-JAM-1992,JAM,15.657623450287318,
2324,E-JPN-1992,JPN,2251.3180986761918,
2325,E-JOR-1992,JOR,19.30995203,
2326,E-KAZ-1992,KAZ,0.0,
2327,E-KEN-1992,KEN,11.523032135831938,
2328,E-KIR-1992,KIR,0.05224,
2329,E-KWT-1992,KWT,27.99981188,
2330,E-KGZ-1992,KGZ,0.0,
2331,E-LAO-1992,LAO,0.4225159879741026,
2332,E-LVA-1992,LVA,0.0,
2333,E-LBN-1992,LBN,16.4,
2334,E-LSO-1992,LSO,0.4,
2335,E-LBR-1992,LBR,0.6,
2336,E-LBY-1992,LBY,69.4592806,
2337,E-LTU-1992,LTU,0.0,
2338,E-LUX-1992,LUX,23.271726220141552,
2339,E-MDG-1992,MDG,2.048676263889268,
2340,E-MWI-1992,MWI,1.4689578035612745,
2341,E-MYS-1992,MYS,118.29064163033522,
2342,E-MDV-1992,MDV,0.19532,
2343,E-MLI-1992,MLI,1.0,
2344,E-MLT-1992,MLT,4.487557468219,
2345,E-MTQ-1992,MTQ,2.6,
2346,E-MRT-1992,MRT,2.021152074215784,
2347,E-MUS-1992,MUS,3.688192730468638,
2348,E-MEX-1992,MEX,585.6808645079807,
2349,E-MDA-1992,MDA,0.0,
2350,E-MNG-1992,MNG,36.5004043378466,
2351,E-MSR-1992,MSR,0.06932,
2352,E-MAR-1992,MAR,40.881947352267225,
2353,E-MOZ-1992,MOZ,2.0,
2354,E-NAM-1992,NAM,2.465896241714801,
2355,E-NRU-1992,NRU,0.4,
2356,E-NPL-1992,NPL,1.9304409795165354,
2357,E-NLD-1992,NLD,425.9785708300904,
2358,E-ANT-1992,ANT,18.4,
2359,E-NCL-1992,NCL,3.442089777871809,
2360,E-NZL-1992,NZL,56.316329906324995,
2361,E-NIC-1992,NIC,3.8,
2362,E-NER-1992,NER,1.9838513623347356,
2363,E-NGA-1992,NGA,95.08560897209688,
2364,E-NIU-1992,NIU,0.0063,
2365,E-PRK-1992,PRK,152.60482702984626,
2366,E-MKD-1992,MKD,0.0,
2367,E-MNP-1992,MNP,0.0,
2368,E-NOR-1992,NOR,64.36324658557176,
2369,E-OMN-1992,OMN,23.367763096,
2370,E-PAK-1992,PAK,136.4096843021307,
2371,E-PAN-1992,PAN,24.216186411693485,
2372,E-PNG-1992,PNG,4.8,
2373,E-PRY-1992,PRY,4.0,
2374,E-PER-1992,PER,37.70882592404165,
2375,E-PHL-1992,PHL,84.93608526160072,
2376,E-POL-1992,POL,719.1312365782043,
2377,E-PRT-1992,PRT,88.59978780979156,
2378,E-PRI-1992,PRI,25.35978654558809,
2379,E-QAT-1992,QAT,36.736406138,
2380,E-REU-1992,REU,2.8,
2381,E-ROU-1992,ROU,272.2116062503239,
2382,E-RUS-1992,RUS,0.0,
2383,E-RWA-1992,RWA,1.4,
2384,E-SHN-1992,SHN,0.0063,
2385,E-KNA-1992,KNA,0.1511,
2386,E-LCA-1992,LCA,0.4,
2387,E-SPM-1992,SPM,0.4,
2388,E-WSM-1992,WSM,0.2,
2389,E-STP-1992,STP,0.14608,
2390,E-SAU-1992,SAU,405.59248516394314,
2391,E-SEN-1992,SEN,4.8,
2392,E-SRB-1992,SRB,0.0,
2393,E-SYC-1992,SYC,1.0,
2394,E-SLE-1992,SLE,2.2,
2395,E-SGP-1992,SGP,122.04612785974197,
2396,E-SVK-1992,SVK,0.0,
2397,E-SVN-1992,SVN,0.0,
2398,E-SLB-1992,SLB,0.4,
2399,E-SOM-1992,SOM,1.2,
2400,E-ZAF-1992,ZAF,655.400743002087,
2401,E-KOR-1992,KOR,575.4438416881659,
2402,E-ESP-1992,ESP,494.73238615551463,
2403,E-LKA-1992,LKA,10.602817429585507,
2404,E-SDN-1992,SDN,11.2,
2405,E-SUR-1992,SUR,3.0,
2406,E-SWE-1992,SWE,109.9121815520607,
2407,E-CHE-1992,CHE,89.02564510179,
2408,E-SYR-1992,SYR,64.66271572388416,
2409,E-TWN-1992,TWN,250.07799401817982,
2410,E-TJK-1992,TJK,0.0,
2411,E-TZA-1992,TZA,4.654500768232658,
2412,E-THA-1992,THA,185.4022338455507,
2413,E-TGO-1992,TGO,2.0,
2414,E-TON-1992,TON,0.19524,
2415,E-TTO-1992,TTO,27.293261780040638,
2416,E-TUN-1992,TUN,22.579678994154275,
2417,E-TUR-1992,TUR,261.13046625770613,
2418,E-TKM-1992,TKM,0.0,
2419,E-TCA-1992,TCA,0.0,
2420,E-TUV-1992,TUV,0.0,
2421,E-UGA-1992,UGA,1.8,
2422,E-UKR-1992,UKR,0.0,
2423,E-ARE-1992,ARE,187.7695214,
2424,E-GBR-1992,GBR,1227.370130840106,
2425,E-USA-1992,USA,9985.369486,
2426,E-URY-1992,URY,8.4,
2427,E-UZB-1992,UZB,0.0,
2428,E-VUT-1992,VUT,0.19238,
2429,E-VEN-1992,VEN,209.17458829351986,
2430,E-VNM-1992,VNM,29.2734304362782,
2431,E-ESH-1992,ESH,0.4,
2432,E-YEM-1992,YEM,24.0,
2433,E-ZMB-1992,ZMB,5.120865424003737,
2434,E-ZWE-1992,ZWE,29.466236128013083,
2435,E-AFG-1993,AFG,3.4081569621584027,
2436,E-ALB-1993,ALB,7.803780941514944,
2437,E-DZA-1993,DZA,148.78097608807644,
2438,E-ASM-1993,ASM,1.1890964300816962,
2439,E-AGO-1993,AGO,10.43640629,
2440,E-ATA-1993,ATA,0.4,
2441,E-ATG-1993,ATG,0.8,
2442,E-ARG-1993,ARG,211.10159899043362,
2443,E-ARM-1993,ARM,22.20041361817034,
2444,E-ABW-1993,ABW,1.4,
2445,E-AUS-1993,AUS,569.6168365678375,
2446,E-AUT-1993,AUT,108.07839904411632,
2447,E-AZE-1993,AZE,116.19525803034009,
2448,E-BHR-1993,BHR,27.073125378,
2449,E-BGD-1993,BGD,32.866643773573486,
2450,E-BRB-1993,BRB,2.78832895,
2451,E-BLR-1993,BLR,178.5821677058533,
2452,E-BEL-1993,BEL,256.09543919640487,
2453,E-BLZ-1993,BLZ,0.6,
2454,E-BEN-1993,BEN,1.6,
2455,E-BMU-1993,BMU,0.8,
2456,E-BTN-1993,BTN,0.2443821695579595,
2457,E-BOL-1993,BOL,10.395626666,
2458,E-BIH-1993,BIH,16.911567651780228,
2459,E-BWA-1993,BWA,6.504542514107191,
2460,E-BRA-1993,BRA,487.81250843553585,
2461,E-VGB-1993,VGB,0.1082,
2462,E-BRN-1993,BRN,6.285917534,
2463,E-BGR-1993,BGR,118.18380498021978,
2464,E-BFA-1993,BFA,1.2,
2465,E-BDI-1993,BDI,0.6,
2466,E-KHM-1993,KHM,1.0,
2467,E-CMR-1993,CMR,7.2,
2468,E-CAN-1993,CAN,897.2572958039601,
2469,E-CYM-1993,CYM,0.6,
2470,E-CAF-1993,CAF,0.6,
2471,E-TCD-1993,TCD,0.6,
2472,E-CHL-1993,CHL,60.062789960143704,
2473,E-CHN-1993,CHN,5082.160769416461,
2474,E-COL-1993,COL,99.8981445204726,
2475,E-COM-1993,COM,0.13498,
2476,E-COK-1993,COK,0.0957,
2477,E-CRI-1993,CRI,7.155062991870672,
2478,E-HRV-1993,HRV,32.38228011447811,
2479,E-CUB-1993,CUB,58.51337121953091,
2480,E-CYP-1993,CYP,12.095319984456367,
2481,E-DNK-1993,DNK,115.74095063828446,
2482,E-DJI-1993,DJI,3.6,
2483,E-DMA-1993,DMA,0.11818,
2484,E-DOM-1993,DOM,19.689233820439703,
2485,E-ECU-1993,ECU,34.487161008,
2486,E-EGY-1993,EGY,179.96649949551477,
2487,E-SLV-1993,SLV,6.4,
2488,E-GNQ-1993,GNQ,0.2,
2489,E-EST-1993,EST,16.68152514759659,
2490,E-SWZ-1993,SWZ,1.2349146676854061,
2491,E-ETH-1993,ETH,7.2,
2492,E-FLK-1993,FLK,0.05088,
2493,E-FJI-1993,FJI,1.8771745339113228,
2494,E-FIN-1993,FIN,99.29240159584083,
2495,E-FRA-1993,FRA,800.5017684101225,
2496,E-GUF-1993,GUF,1.2,
2497,E-PYF-1993,PYF,1.8,
2498,E-GAB-1993,GAB,5.19235198,
2499,E-GEO-1993,GEO,29.880704366416715,
2500,E-DEU-1993,DEU,1906.33054658158,
2501,E-GHA-1993,GHA,6.8,
2502,E-GIB-1993,GIB,6.2,
2503,E-GRC-1993,GRC,163.29417362826928,
2504,E-GRL-1993,GRL,1.0,
2505,E-GRD-1993,GRD,0.2,
2506,E-GLP-1993,GLP,2.8,
2507,E-GUM-1993,GUM,4.969453598266245,
2508,E-GTM-1993,GTM,8.8,
2509,E-GIN-1993,GIN,2.4,
2510,E-GNB-1993,GNB,0.6,
2511,E-GUY-1993,GUY,1.8,
2512,E-HTI-1993,HTI,1.7515339419968274,
2513,E-HND-1993,HND,5.402943335566227,
2514,E-HKG-1993,HKG,102.58510567046204,
2515,E-HUN-1993,HUN,118.36372807754438,
2516,E-ISL-1993,ISL,4.49382556029233,
2517,E-IND-1993,IND,1209.995532184237,
2518,E-IDN-1993,IDN,343.1280059682967,
2519,E-IRN-1993,IRN,428.24603413810064,
2520,E-IRQ-1993,IRQ,115.22116666,
2521,E-IRL-1993,IRL,53.29178681445913,
2522,E-ISR-1993,ISR,74.6934505176267,
2523,E-ITA-1993,ITA,846.6997125096977,
2524,E-JAM-1993,JAM,17.13339505384241,
2525,E-JPN-1993,JPN,2266.245223385592,
2526,E-JOR-1993,JOR,22.588833498,
2527,E-KAZ-1993,KAZ,719.2823612661418,
2528,E-KEN-1993,KEN,12.825792896462595,
2529,E-KIR-1993,KIR,0.04456,
2530,E-KWT-1993,KWT,44.279588566,
2531,E-KGZ-1993,KGZ,26.68438185000154,
2532,E-LAO-1993,LAO,0.6405287781533846,
2533,E-LVA-1993,LVA,23.939122257850926,
2534,E-LBN-1993,LBN,16.4,
2535,E-LSO-1993,LSO,0.4,
2536,E-LBR-1993,LBR,0.6,
2537,E-LBY-1993,LBY,65.33151484,
2538,E-LTU-1993,LTU,44.992708169992824,
2539,E-LUX-1993,LUX,23.053638725611698,
2540,E-MDG-1993,MDG,2.052799802411248,
2541,E-MWI-1993,MWI,1.4782322100633876,
2542,E-MYS-1993,MYS,125.12197135365366,
2543,E-MDV-1993,MDV,0.2,
2544,E-MLI-1993,MLI,1.0,
2545,E-MLT-1993,MLT,4.748762478345785,
2546,E-MTQ-1993,MTQ,3.0,
2547,E-MRT-1993,MRT,6.619430387967684,
2548,E-MUS-1993,MUS,4.292995943559783,
2549,E-MEX-1993,MEX,590.9001869461822,
2550,E-MDA-1993,MDA,28.358349587926007,
2551,E-MNG-1993,MNG,32.751850286111264,
2552,E-MSR-1993,MSR,0.08274,
2553,E-MAR-1993,MAR,44.15675469236737,
2554,E-MOZ-1993,MOZ,2.0,
2555,E-NAM-1993,NAM,2.2527170095425157,
2556,E-NRU-1993,NRU,0.4,
2557,E-NPL-1993,NPL,2.139908535539341,
2558,E-NLD-1993,NLD,422.1400255882183,
2559,E-ANT-1993,ANT,19.0,
2560,E-NCL-1993,NCL,3.613382163896164,
2561,E-NZL-1993,NZL,60.35331589043714,
2562,E-NIC-1993,NIC,4.6,
2563,E-NER-1993,NER,1.923114513610946,
2564,E-NGA-1993,NGA,97.56492638048083,
2565,E-NIU-1993,NIU,0.00636,
2566,E-PRK-1993,PRK,122.43973792193884,
2567,E-MKD-1993,MKD,15.44385476778091,
2568,E-MNP-1993,MNP,0.0,
2569,E-NOR-1993,NOR,70.25229804585408,
2570,E-OMN-1993,OMN,24.786850564,
2571,E-PAK-1993,PAK,140.2898182179649,
2572,E-PAN-1993,PAN,24.201770794192626,
2573,E-PNG-1993,PNG,5.2355334,
2574,E-PRY-1993,PRY,4.6,
2575,E-PER-1993,PER,39.392647886013165,
2576,E-PHL-1993,PHL,91.70372848990576,
2577,E-POL-1993,POL,688.2612952604017,
2578,E-PRT-1993,PRT,95.73252027438417,
2579,E-PRI-1993,PRI,29.800879254237888,
2580,E-QAT-1993,QAT,56.114786646,
2581,E-REU-1993,REU,2.8,
2582,E-ROU-1993,ROU,264.17384895210273,
2583,E-RUS-1993,RUS,4413.968646647789,
2584,E-RWA-1993,RWA,1.4,
2585,E-SHN-1993,SHN,0.00636,
2586,E-KNA-1993,KNA,0.15264,
2587,E-LCA-1993,LCA,0.4,
2588,E-SPM-1993,SPM,0.4,
2589,E-WSM-1993,WSM,0.2,
2590,E-STP-1993,STP,0.15384,
2591,E-SAU-1993,SAU,427.41358427579144,
2592,E-SEN-1993,SEN,5.8,
2593,E-SRB-1993,SRB,0.0,
2594,E-SYC-1993,SYC,1.0,
2595,E-SLE-1993,SLE,1.6,
2596,E-SGP-1993,SGP,136.36268241223917,
2597,E-SVK-1993,SVK,0.0,
2598,E-SVN-1993,SVN,25.618412299566728,
2599,E-SLB-1993,SLB,0.4,
2600,E-SOM-1993,SOM,1.2,
2601,E-ZAF-1993,ZAF,657.2715120043604,
2602,E-KOR-1993,KOR,620.6972290484662,
2603,E-ESP-1993,ESP,507.5669820840261,
2604,E-LKA-1993,LKA,11.202630101520167,
2605,E-SDN-1993,SDN,10.4,
2606,E-SUR-1993,SUR,2.8,
2607,E-SWE-1993,SWE,116.2463774959952,
2608,E-CHE-1993,CHE,90.21014192379232,
2609,E-SYR-1993,SYR,66.98782092969174,
2610,E-TWN-1993,TWN,264.1488209100466,
2611,E-TJK-1993,TJK,14.525745936208157,
2612,E-TZA-1993,TZA,5.309189698498521,
2613,E-THA-1993,THA,200.67404067613757,
2614,E-TGO-1993,TGO,1.4,
2615,E-TON-1993,TON,0.2,
2616,E-TTO-1993,TTO,27.745732833596527,
2617,E-TUN-1993,TUN,24.692285596131498,
2618,E-TUR-1993,TUR,272.10214787592236,
2619,E-TKM-1993,TKM,38.702752156158,
2620,E-TCA-1993,TCA,0.0,
2621,E-TUV-1993,TUV,0.0,
2622,E-UGA-1993,UGA,2.0,
2623,E-UKR-1993,UKR,1188.36470038574,
2624,E-ARE-1993,ARE,200.21279532,
2625,E-GBR-1993,GBR,1193.4631369084489,
2626,E-USA-1993,USA,10187.758796,
2627,E-URY-1993,URY,9.0,
2628,E-UZB-1993,UZB,195.17092020395978,
2629,E-VUT-1993,VUT,0.13036,
2630,E-VEN-1993,VEN,209.31966158165997,
2631,E-VNM-1993,VNM,31.87764462431624,
2632,E-ESH-1993,ESH,0.4,
2633,E-YEM-1993,YEM,24.0,
2634,E-ZMB-1993,ZMB,5.784654626358096,
2635,E-ZWE-1993,ZWE,27.7643128000576,
2636,E-AFG-1994,AFG,3.2042693395928503,
2637,E-ALB-1994,ALB,5.781671502145965,
2638,E-DZA-1994,DZA,136.24817582584825,
2639,E-ASM-1994,ASM,1.1567379361827055,
2640,E-AGO-1994,AGO,10.197171092,
2641,E-ATA-1994,ATA,0.4,
2642,E-ATG-1994,ATG,0.8,
2643,E-ARG-1994,ARG,231.72292947814412,
2644,E-ARM-1994,ARM,13.73385216359874,
2645,E-ABW-1994,ABW,1.4,
2646,E-AUS-1994,AUS,578.4225199575483,
2647,E-AUT-1994,AUT,109.17861877561816,
2648,E-AZE-1994,AZE,101.17814556632473,
2649,E-BHR-1994,BHR,31.973701128,
2650,E-BGD-1994,BGD,35.65512994210169,
2651,E-BRB-1994,BRB,2.78440543,
2652,E-BLR-1994,BLR,159.4559771515001,
2653,E-BEL-1994,BEL,250.6812390343921,
2654,E-BLZ-1994,BLZ,0.6,
2655,E-BEN-1994,BEN,1.6,
2656,E-BMU-1994,BMU,1.0,
2657,E-BTN-1994,BTN,0.2482452395100975,
2658,E-BOL-1994,BOL,9.985782336200993,
2659,E-BIH-1994,BIH,12.147603475942839,
2660,E-BWA-1994,BWA,6.111518136189251,
2661,E-BRA-1994,BRA,530.2571152563054,
2662,E-VGB-1994,VGB,0.10822,
2663,E-BRN-1994,BRN,5.902819172,
2664,E-BGR-1994,BGR,112.22661909220817,
2665,E-BFA-1994,BFA,1.2,
2666,E-BDI-1994,BDI,0.8,
2667,E-KHM-1994,KHM,1.0,
2668,E-CMR-1994,CMR,5.6,
2669,E-CAN-1994,CAN,895.1865937162527,
2670,E-CYM-1994,CYM,0.6,
2671,E-CAF-1994,CAF,0.6,
2672,E-TCD-1994,TCD,0.4,
2673,E-CHL-1994,CHL,65.47800215799037,
2674,E-CHN-1994,CHN,5461.861704716186,
2675,E-COL-1994,COL,102.93811510039725,
2676,E-COM-1994,COM,0.135,
2677,E-COK-1994,COK,0.09566,
2678,E-CRI-1994,CRI,7.870524462187674,
2679,E-HRV-1994,HRV,32.93980013016284,
2680,E-CUB-1994,CUB,56.33646110153116,
2681,E-CYP-1994,CYP,12.29733852385077,
2682,E-DNK-1994,DNK,122.67104859420462,
2683,E-DJI-1994,DJI,3.6,
2684,E-DMA-1994,DMA,0.12448,
2685,E-DOM-1994,DOM,17.301784144496537,
2686,E-ECU-1994,ECU,30.486954086,
2687,E-EGY-1994,EGY,187.0491774240506,
2688,E-SLV-1994,SLV,6.40190243829743,
2689,E-GNQ-1994,GNQ,0.2,
2690,E-ERI-1994,ERI,0.0,
2691,E-EST-1994,EST,13.79710976387624,
2692,E-SWZ-1994,SWZ,1.2460123375493186,
2693,E-ETH-1994,ETH,6.6,
2694,E-FLK-1994,FLK,0.05088,
2695,E-FJI-1994,FJI,1.886672018465794,
2696,E-FIN-1994,FIN,99.51173748203715,
2697,E-FRA-1994,FRA,759.7252294062221,
2698,E-GUF-1994,GUF,1.8,
2699,E-PYF-1994,PYF,1.8,
2700,E-GAB-1994,GAB,4.99235198,
2701,E-GEO-1994,GEO,15.653905996345713,
2702,E-DEU-1994,DEU,1874.6312390518437,
2703,E-GHA-1994,GHA,7.0,
2704,E-GIB-1994,GIB,6.4,
2705,E-GRC-1994,GRC,163.4728808716161,
2706,E-GRL-1994,GRL,1.0,
2707,E-GRD-1994,GRD,0.2,
2708,E-GLP-1994,GLP,3.2,
2709,E-GUM-1994,GUM,6.652969551845954,
2710,E-GTM-1994,GTM,9.6,
2711,E-GIN-1994,GIN,2.4,
2712,E-GNB-1994,GNB,0.6,
2713,E-GUY-1994,GUY,2.4,
2714,E-HTI-1994,HTI,1.2,
2715,E-HND-1994,HND,5.4047144603128245,
2716,E-HKG-1994,HKG,109.57071319600544,
2717,E-HUN-1994,HUN,120.68865345421526,
2718,E-ISL-1994,ISL,4.457058196136053,
2719,E-IND-1994,IND,1261.2711123820145,
2720,E-IDN-1994,IDN,362.530963148195,
2721,E-IRN-1994,IRN,445.7441238723521,
2722,E-IRQ-1994,IRQ,132.004947734,
2723,E-IRL-1994,IRL,55.404197683821884,
2724,E-ISR-1994,ISR,82.39677624170102,
2725,E-ITA-1994,ITA,834.9807519217684,
2726,E-JAM-1994,JAM,17.277829211702006,
2727,E-JPN-1994,JPN,2259.9874687302954,
2728,E-JOR-1994,JOR,22.784703962,
2729,E-KAZ-1994,KAZ,592.774759779548,
2730,E-KEN-1994,KEN,13.116710677768243,
2731,E-KIR-1994,KIR,0.04456,
2732,E-KWT-1994,KWT,59.265444028,
2733,E-KGZ-1994,KGZ,21.542563403808586,
2734,E-LAO-1994,LAO,0.6630447661274872,
2735,E-LVA-1994,LVA,20.115390215604354,
2736,E-LBN-1994,LBN,20.52023680752982,
2737,E-LSO-1994,LSO,0.4,
2738,E-LBR-1994,LBR,0.8,
2739,E-LBY-1994,LBY,66.675954286,
2740,E-LTU-1994,LTU,35.28035657810773,
2741,E-LUX-1994,LUX,23.356649962473433,
2742,E-MDG-1994,MDG,2.2436143556363257,
2743,E-MWI-1994,MWI,1.492143820316557,
2744,E-MYS-1994,MYS,139.63141088183818,
2745,E-MDV-1994,MDV,0.2,
2746,E-MLI-1994,MLI,1.0,
2747,E-MLT-1994,MLT,4.95501759989674,
2748,E-MTQ-1994,MTQ,4.0,
2749,E-MRT-1994,MRT,6.817708701719585,
2750,E-MUS-1994,MUS,4.4977991556509265,
2751,E-MEX-1994,MEX,620.8962106278673,
2752,E-MDA-1994,MDA,21.521941975516576,
2753,E-MNG-1994,MNG,30.039862393681588,
2754,E-MSR-1994,MSR,0.08276,
2755,E-MAR-1994,MAR,47.05644374203711,
2756,E-MOZ-1994,MOZ,2.0,
2757,E-NAM-1994,NAM,2.6395377444288806,
2758,E-NRU-1994,NRU,0.4,
2759,E-NPL-1994,NPL,2.1762031377238564,
2760,E-NLD-1994,NLD,430.1806739284038,
2761,E-ANT-1994,ANT,18.4,
2762,E-NCL-1994,NCL,3.5559660241906075,
2763,E-NZL-1994,NZL,58.503755784285794,
2764,E-NIC-1994,NIC,4.6,
2765,E-NER-1994,NER,1.9703416043612503,
2766,E-NGA-1994,NGA,99.94827052555203,
2767,E-NIU-1994,NIU,0.00636,
2768,E-PRK-1994,PRK,143.0557628558616,
2769,E-MKD-1994,MKD,16.047967042030177,
2770,E-MNP-1994,MNP,0.0,
2771,E-NOR-1994,NOR,68.01401154359243,
2772,E-OMN-1994,OMN,27.337088444,
2773,E-PAK-1994,PAK,154.59061228827616,
2774,E-PAN-1994,PAN,24.254624069877497,
2775,E-PNG-1994,PNG,5.113881584,
2776,E-PRY-1994,PRY,5.0,
2777,E-PER-1994,PER,44.456227553769466,
2778,E-PHL-1994,PHL,99.1298289659864,
2779,E-POL-1994,POL,697.7025633580032,
2780,E-PRT-1994,PRT,91.94244001449812,
2781,E-PRI-1994,PRI,29.970997948161585,
2782,E-QAT-1994,QAT,59.767517406,
2783,E-REU-1994,REU,3.8,
2784,E-ROU-1994,ROU,249.09953391233086,
2785,E-RUS-1994,RUS,4057.871987433909,
2786,E-RWA-1994,RWA,1.4,
2787,E-SHN-1994,SHN,0.01274,
2788,E-KNA-1994,KNA,0.17174,
2789,E-LCA-1994,LCA,0.4,
2790,E-SPM-1994,SPM,0.2,
2791,E-WSM-1994,WSM,0.2,
2792,E-STP-1994,STP,0.15388,
2793,E-SAU-1994,SAU,428.9577427482891,
2794,E-SEN-1994,SEN,5.867378114,
2795,E-SRB-1994,SRB,0.0,
2796,E-SYC-1994,SYC,1.0,
2797,E-SLE-1994,SLE,1.6,
2798,E-SGP-1994,SGP,151.90492321363274,
2799,E-SVK-1994,SVK,100.9356930804068,
2800,E-SVN-1994,SVN,27.67033772047917,
2801,E-SLB-1994,SLB,0.4,
2802,E-SOM-1994,SOM,1.2,
2803,E-ZAF-1994,ZAF,673.2865586497803,
2804,E-KOR-1994,KOR,670.6235529155224,
2805,E-ESP-1994,ESP,482.5129869763825,
2806,E-LKA-1994,LKA,12.602754835528856,
2807,E-SDN-1994,SDN,9.8,
2808,E-SUR-1994,SUR,3.0,
2809,E-SWE-1994,SWE,115.03244610814616,
2810,E-CHE-1994,CHE,85.86451294763961,
2811,E-SYR-1994,SYR,75.34087846591467,
2812,E-TWN-1994,TWN,290.05940792229114,
2813,E-TJK-1994,TJK,11.202730197504527,
2814,E-TZA-1994,TZA,5.616713963766967,
2815,E-THA-1994,THA,229.48918033601194,
2816,E-TGO-1994,TGO,1.0,
2817,E-TON-1994,TON,0.2,
2818,E-TTO-1994,TTO,29.77574891037776,
2819,E-TUN-1994,TUN,29.32362447615524,
2820,E-TUR-1994,TUR,285.095620404296,
2821,E-TKM-1994,TKM,36.5960716719515,
2822,E-TCA-1994,TCA,0.0,
2823,E-TUV-1994,TUV,0.0,
2824,E-UGA-1994,UGA,2.0,
2825,E-UKR-1994,UKR,1112.441310002255,
2826,E-ARE-1994,ARE,190.608442484,
2827,E-GBR-1994,GBR,1166.6641941796556,
2828,E-USA-1994,USA,10371.040316,
2829,E-URY-1994,URY,9.8,
2830,E-UZB-1994,UZB,235.71936484189223,
2831,E-VUT-1994,VUT,0.13038,
2832,E-VEN-1994,VEN,213.88266715023266,
2833,E-VNM-1994,VNM,38.04525421392151,
2834,E-ESH-1994,ESH,0.4,
2835,E-YEM-1994,YEM,20.0,
2836,E-ZMB-1994,ZMB,5.003471298196884,
2837,E-ZWE-1994,ZWE,28.83159345571629,
2838,E-AFG-1995,AFG,3.199881764027298,
2839,E-ALB-1995,ALB,4.657098852349297,
2840,E-DZA-1995,DZA,140.7499986163815,
2841,E-ASM-1995,ASM,1.125756971608979,
2842,E-AGO-1995,AGO,9.839808118,
2843,E-ATA-1995,ATA,0.4,
2844,E-ATG-1995,ATG,1.0,
2845,E-ARG-1995,ARG,224.22600794984544,
2846,E-ARM-1995,ARM,12.056591580027145,
2847,E-ABW-1995,ABW,1.6,
2848,E-AUS-1995,AUS,588.0009351577772,
2849,E-AUT-1995,AUT,109.50771591152834,
2850,E-AZE-1995,AZE,92.88569312773102,
2851,E-BHR-1995,BHR,31.663160266,
2852,E-BGD-1995,BGD,39.59612773029994,
2853,E-BRB-1995,BRB,2.5804819119999998,
2854,E-BLR-1995,BLR,131.82946083640502,
2855,E-BEL-1995,BEL,262.91525484445145,
2856,E-BLZ-1995,BLZ,0.6,
2857,E-BEN-1995,BEN,1.8,
2858,E-BMU-1995,BMU,1.0,
2859,E-BTN-1995,BTN,0.33088946045847734,
2860,E-BOL-1995,BOL,11.510014231993878,
2861,E-BIH-1995,BIH,11.893811643861522,
