,id_planta,id_pais,id_tipo_planta,nombre,combustible_primario,capacidad_mw,latitud,longitud
10202,10202,DEU,LC,Neuhardenberg PV9,Solar,6.7,52.602,14.216
10203,10203,DEU,LC,Neuhardenberg Solar Power Plant,Solar,76.7,52.6123,14.2411
10204,10204,DEU,LC,Neuhausen Solar Power Plant,Solar,10.6,51.6844,14.4243
10205,10205,DEU,LC,Neuruppin Solar Power Plant,Solar,7.9,52.946,12.792
10206,10206,DEU,LC,Neusch�nau Solar Power Plant,Solar,1.2,48.8693,13.4482
10207,10207,DEU,LC,Neustadt (Dosse) A,Solar,6.0,52.8516,12.4588
10208,10208,DEU,LC,Neustrelitz IBC,Solar,8.3,53.378,13.059
10209,10209,DEU,LC,Neuötting,Hydro,26.1,48.2486,12.6883
10210,10210,DEU,LC,Nieb�ll- GP Joule Solar Power Plant,Solar,5.0,54.8002,8.8177
10211,10211,DEU,LC,Niederaichbach,Hydro,16.2,48.6039,12.3023
10212,10212,DEU,LC,Niedergörsdorf A,Solar,7.0,51.9941,13.0027
10213,10213,DEU,LC,Niederwartha,Hydro,39.8,51.0915,13.6098
10214,10214,DEU,LC,Niederöfflingen,Solar,5.6,50.075,6.897
10215,10215,DEU,LC,Nivelstein,Solar,10.4,50.8949,6.0845
10216,10216,DEU,LC,Nohfelden,Solar,5.1,49.6093,7.0495
10217,10217,DEU,LC,Nohra,Solar,4.5,50.974,11.248
10218,10218,DEU,LC,Nohra A,Solar,5.5,50.958,11.265
10219,10219,DEU,LC,Nordband Solar Power Plant,Solar,4.9,49.2439,6.8803
10220,10220,DEU,LC,Nordendorf Solar Power Plant,Solar,7.4,48.5882,10.8441
10221,10221,DEU,LC,Nordhausen Solar Power Plant,Solar,3.0,51.489,10.8254
10222,10222,DEU,LC,Nordholz,Solar,10.0,53.764,8.626
10223,10223,DEU,LC,Norstedt Solar Power Plant,Solar,1.4,54.5888,9.1179
10224,10224,DEU,LC,Nußdorf,Hydro,36.6,47.7447,12.1357
10225,10225,DEU,LC,Nörten-Hardenberg B1,Solar,10.0,51.629,9.9311
10226,10226,DEU,LC,OWP Nordsee Ost,Wind,295.2,54.445,7.683
10227,10227,DEU,LC,Oberaudorf-Ebbs,Hydro,30.0,47.6413,12.199
10228,10228,DEU,LC,Oberdreis Solar Power Plant,Solar,2.9,50.6232,7.6851
10229,10229,DEU,LC,Oberehring Solar Power Plant,Solar,3.9,48.8991,12.3237
10230,10230,DEU,LC,Oberh�rbach Solar Power Plant,Solar,1.9,48.5161,13.1066
10231,10231,DEU,LC,Oberlauda Solar Power Plant,Solar,2.2,49.5703,9.6413
10232,10232,DEU,LC,Obernach,Hydro,12.8,47.5547,11.2914
10233,10233,DEU,LC,Obernbreit 2,Solar,7.0,49.641,10.178
10234,10234,DEU,LC,Oberostendorf Solar Power Plant,Solar,2.6,47.9485,10.7634
10235,10235,DEU,LC,Oberottmarshausen Solar Power Plant,Solar,5.6,48.2205,10.8935
10236,10236,DEU,LC,Oberpeiching,Hydro,11.9,48.6464,10.8791
10237,10237,DEU,LC,Oberrossau,Solar,7.0,50.987,13.074
10238,10238,DEU,LC,Oberr�blingen Solar Power Plant,Solar,8.1,51.435,11.315
10239,10239,DEU,LC,Oberseifertsdorf 2,Solar,4.5,50.9388,14.8014
10240,10240,DEU,LC,Oberseifertsdorf Solar Power Plant,Solar,10.0,50.9363,14.8011
10241,10241,DEU,LC,Oberwinterbach A,Solar,10.0,49.7005,10.6404
10242,10242,DEU,LC,Ober�tzdorf Solar Power Plant,Solar,1.7,48.5817,13.7106
10243,10243,DEU,LC,Oettingen,Solar,6.1,48.9385,10.6022
10244,10244,DEU,LC,Offshore Windfarm Danysk,Wind,284.4,55.1416,7.1945
10245,10245,DEU,LC,Oppin Solar Power Plant,Solar,6.9,51.5504,12.0475
10246,10246,DEU,LC,Oranienbaum,Solar,8.2,51.8103,12.3411
10247,10247,DEU,LC,Oranienburg Solar Power Plant,Solar,3.8,52.7321,13.2208
10248,10248,DEU,LC,Oschatz II,Solar,4.8,51.2995,13.0638
10249,10249,DEU,LC,Oschatz Solar Power Plant,Solar,3.8,51.3064,13.1089
10250,10250,DEU,LC,Ostseeflughafen Stralsund,Solar,31.55326,54.3426,12.7109
10251,10251,DEU,LC,PD energy GmbH,Waste,9.9,51.6296,12.2892
10252,10252,DEU,LC,PHILIPPSBURG-2,Nuclear,1468.0,49.2529,8.4364
10253,10253,DEU,LC,PSW Langenprozelten,Hydro,164.0,50.0531,9.5814
10254,10254,DEU,LC,PSW Vianden,Hydro,1096.0,49.9523,6.1783
10255,10255,DEU,LC,PVA Dallgow-D�beritz,Solar,20.956,52.5345,13.1163
10256,10256,DEU,LC,Panitzsch Solar Power Plant,Solar,7.5,51.3538,12.5477
10257,10257,DEU,LC,Pasewalk Solar Power Plant,Solar,4.8,53.5091,13.9799
10258,10258,DEU,LC,Passau-Ingling,Hydro,43.2,48.5533,13.4337
10259,10259,DEU,LC,Peitz Solar Power Plant,Solar,3.0,51.8667,14.4116
10260,10260,DEU,LC,Penzing Solar Power Plant,Solar,3.7,48.0822,10.8953
10261,10261,DEU,LC,Perach,Hydro,19.4,47.9536,12.7499
10262,10262,DEU,LC,Perleberg Solar Power Plant,Solar,35.0,53.0734,11.8234
10263,10263,DEU,LC,Pfeffenhausen Solar Power Plant,Solar,5.6,48.6619,11.9387
10264,10264,DEU,LC,Pferdsfeld Solar Power Plant,Solar,28.5,49.8594,7.5919
10265,10265,DEU,LC,Pfrombach,Hydro,22.3,48.4413,11.9923
10266,10266,DEU,LC,Pielweichs,Hydro,12.6,49.7943,10.1813
10267,10267,DEU,LC,Pisterhof,Solar,15.0,48.093,10.697
10268,10268,DEU,LC,Plattling Solar Power Plant,Solar,1.6,48.7644,12.8953
10269,10269,DEU,LC,Plessa Solar Power Plant,Solar,3.1,51.4698,13.602
10270,10270,DEU,LC,Pocking 1 Solar Power Plant,Solar,10.0,48.3711,13.3016
10271,10271,DEU,LC,Pocking 2 Solar Power Plant,Solar,12.0,48.3696,13.2931
10272,10272,DEU,LC,Polch Solar Power Plant,Solar,12.5,50.3156,7.3151
10273,10273,DEU,LC,Preist Solar Power Plant,Solar,2.6,49.911,6.6424
10274,10274,DEU,LC,Prem,Hydro,19.2,47.6927,10.7976
10275,10275,DEU,LC,Prenzlau,Solar,15.7,53.318,13.883
10276,10276,DEU,LC,Prenzlau D1,Solar,10.0,53.294,13.785
10277,10277,DEU,LC,Preschen,Solar,10.2,51.6672,14.6475
10278,10278,DEU,LC,Prittriching,Hydro,12.1,48.2106,10.9049
10279,10279,DEU,LC,Pritzen,Solar,10.0,51.644,14.122
10280,10280,DEU,LC,Puchheim Solar Power Plant,Solar,1.1,48.1756,11.3434
10281,10281,DEU,LC,Pumpspeicherkraftwerk Glems,Hydro,90.0,48.505,9.2869
10282,10282,DEU,LC,Pumpspeicherwerk Rönkhausen,Hydro,138.0,51.2248,7.9928
10283,10283,DEU,LC,Pölzig,Solar,5.7,50.961,12.1774
10284,10284,DEU,LC,P�lling Solar Power Plant,Solar,2.6,49.2849,11.4219
10285,10285,DEU,LC,P�ssensheim Solar Power Plant,Solar,5.5,49.881,10.1332
10286,10286,DEU,LC,P�tnitz Solar Power Plant,Solar,18.8,54.2666,12.457
10287,10287,DEU,LC,P�ttlingen Solar Power Plant,Solar,4.9,49.3234,6.8779
10288,10288,DEU,LC,RADAG,Hydro,79.5,47.5863,8.1321
10289,10289,DEU,LC,REMONDIS Thermische Abfallverwertung GmbH,Waste,24.0,51.8661,11.5763
10290,10290,DEU,LC,RMVA Köln,Waste,45.1,51.0003,6.9436
10291,10291,DEU,LC,RZR Herten II,Waste,29.6,51.5573,7.1641
10292,10292,DEU,LC,Rackwitz Solar Power Plant,Solar,4.2,51.4292,12.3676
10293,10293,DEU,LC,Rain,Hydro,10.9,48.6924,10.8978
10294,10294,DEU,LC,Ramin Solar Power Plant,Solar,9.0,53.4304,14.2864
10295,10295,DEU,LC,Rapshagen Solar Power Plant,Solar,9.4,53.2171,12.2407
10296,10296,DEU,LC,Rastow B1,Solar,6.0,53.4612,11.4296
10297,10297,DEU,LC,Rauenberg,Solar,4.6,49.2706,8.6725
10298,10298,DEU,LC,Ra�nitz Solar Power Plant,Solar,7.1,51.3993,12.0801
10299,10299,DEU,LC,Reckahn Solar Power Plant,Solar,37.7,52.3449,12.5523
10300,10300,DEU,LC,Reichenberg B1,Solar,8.0,49.7149,9.9205
10301,10301,DEU,LC,Rentweinsdorf Solar Power Plant,Solar,13.0,50.0695,10.8322
10302,10302,DEU,LC,Repperndorf Solar Power Plant,Solar,8.3,49.7492,10.1044
10303,10303,DEU,LC,Restabfallbehandlungsanlage,Waste,11.2,50.6388,10.687
10304,10304,DEU,LC,Restmüll-Heizkraftwerk Stuttgart-Münster (Waste),Waste,19.5,48.8125,9.2189
10305,10305,DEU,LC,Restmüllheizkraftwerk Böblingen,Waste,9.5,48.6855,9.0495
10306,10306,DEU,LC,Reurieth Solar Power Plant,Solar,4.3,50.4633,10.6616
10307,10307,DEU,LC,Reuter Waste Facility,Waste,36.0,52.5321,13.2461
10308,10308,DEU,LC,Reu�enk�ge Solar Power Plant,Solar,2.7,54.5839,8.9157
10309,10309,DEU,LC,Rheinkraftwerk Iffezheim,Hydro,146.0,48.8314,8.1122
10310,10310,DEU,LC,Rheinkraftwerk Reckingen,Hydro,19.0,47.5714,8.3383
10311,10311,DEU,LC,Rheinkraftwerk Ryburg-Schwörstadt,Hydro,30.0,47.5854,7.8327
10312,10312,DEU,LC,Rheinkraftwerk Säckingen,Hydro,36.8,47.5585,7.9557
10313,10313,DEU,LC,Ribnitz Solar Power Plant,Solar,2.6,54.2505,12.5055
10314,10314,DEU,LC,Richelbach Solar Power Plant,Solar,14.3,49.6838,9.3871
10315,10315,DEU,LC,Rickelshausen Solar Power Plant,Solar,6.0,47.7438,8.9224
10316,10316,DEU,LC,Riedstadt-Leeheim Solar Power Plant,Solar,1.9,49.8612,8.4595
10317,10317,DEU,LC,Riethnordhausen Solar Power Plant,Solar,7.3,51.4195,11.2458
10318,10318,DEU,LC,Rietschen Solar Power Plant,Solar,2.2,51.3929,14.791
10319,10319,DEU,LC,Rockenhausen Solar Power Plant,Solar,1.8,49.6411,7.8412
10320,10320,DEU,LC,Roden�s Solar Power Plant,Solar,2.6,54.8925,8.6641
10321,10321,DEU,LC,Rohr Solar Power Plant,Solar,4.7,50.5708,10.4902
10322,10322,DEU,LC,Rohrbuckel Solar Power Plant,Solar,1.1,49.3169,8.9867
10323,10323,DEU,LC,Roitzsch - Capital Stage Solar Power Plant,Solar,12.7,51.5811,12.2448
10324,10324,DEU,LC,Roitzsch - Enerparc Solar Power Plant,Solar,10.0,51.5697,12.2724
10325,10325,DEU,LC,Ronneburg - Juwi Solar Power Plant,Solar,19.9,50.8398,12.1799
10326,10326,DEU,LC,Ronneburg I,Solar,4.5,50.847,12.183
10327,10327,DEU,LC,Ronneburg N,Solar,9.5,50.873,12.199
10328,10328,DEU,LC,Rosenheim,Hydro,35.1,47.8383,12.1533
10329,10329,DEU,LC,Rositz A1,Solar,10.0,51.003,12.295
10330,10330,DEU,LC,Rosswein,Solar,4.6,51.1072,13.1916
10331,10331,DEU,LC,Rostock Solar Power Plant,Solar,6.2,54.1731,12.0186
10332,10332,DEU,LC,Rote Jahne Solar Power Plant,Solar,13.2,51.5079,12.6807
10333,10333,DEU,LC,Rothenburg Solar Power Plant,Solar,37.0,51.362,14.9512
10334,10334,DEU,LC,Rothenschirmbach Solar Power Plant,Solar,1.2,51.4493,11.5534
10335,10335,DEU,LC,Roßhaupten,Hydro,45.5,47.6515,10.7355
10336,10336,DEU,LC,Ro�la Solar Power Plant,Solar,6.0,51.4646,11.0559
10337,10337,DEU,LC,Rudolf-Fettweis-Werk 2,Hydro,65.0,48.6732,8.3557
10338,10338,DEU,LC,Ruhland Solar Power Plant,Solar,2.2,51.4552,13.8874
10339,10339,DEU,LC,Rüdersdorf TH,Solar,7.6,50.901,11.976
10340,10340,DEU,LC,R�dersdorf Solar Power Plant,Solar,7.5,52.5004,13.7733
10341,10341,DEU,LC,R�dgen Solar Power Plant,Solar,7.0,51.639,12.1944
10342,10342,DEU,LC,SCA Mannheim,Biomass,59.2,49.5349,8.4636
10343,10343,DEU,LC,SITA Abfallverwertung GmbH,Waste,25.4,51.1816,12.0197
10344,10344,DEU,LC,SWM Wind Havelland GmbH & Co. KG,Wind,171.0,52.3869,12.5636
10345,10345,DEU,LC,Saalhaupt Solar Power Plant,Solar,2.6,48.8814,12.0587
10346,10346,DEU,LC,Saarbrücken SCN,Solar,4.0,49.2128,7.1174
10347,10347,DEU,LC,Sabrodt,Solar,10.0,51.515,14.323
10348,10348,DEU,LC,Sachsenham Solar Power Plant,Solar,1.2,48.5237,13.1431
10349,10349,DEU,LC,Saerbeck Solar Power Plant,Solar,5.7,52.2039,7.6185
10350,10350,DEU,LC,Salching Solar Power Plant,Solar,1.3,48.8137,12.5671
10351,10351,DEU,LC,Salmdorf Solar Power Plant,Solar,1.0,48.1315,11.7225
10352,10352,DEU,LC,Sangerhausen Solar Power Plant,Solar,1.0,51.4781,11.3229
10353,10353,DEU,LC,Sankt Wendel Solar Power Plant,Solar,3.3,49.4819,7.1247
10354,10354,DEU,LC,Sarnow,Solar,11.0,53.766,13.649
10355,10355,DEU,LC,Schandelah,Solar,8.7,52.2639,10.6887
10356,10356,DEU,LC,Schelklingen Solar Power Plant,Solar,4.9,48.3888,9.6414
10357,10357,DEU,LC,Scheuring,Hydro,12.2,48.1802,10.8833
10358,10358,DEU,LC,Schierling Solar Power Plant,Solar,2.4,48.8329,12.1775
10359,10359,DEU,LC,Schiersfeld D1,Solar,7.7,49.696,7.786
10360,10360,DEU,LC,Schipkau A1,Solar,10.0,51.488,13.875
10361,10361,DEU,LC,Schipkau Solar Power Plant,Solar,2.2,51.5103,13.8879
10362,10362,DEU,LC,Schlechtenberg,Solar,8.2,47.6799,10.3928
10363,10363,DEU,LC,Schleiz Solar Power Plant,Solar,11.2,50.5497,11.7909
10364,10364,DEU,LC,Schmidtheim Solar Power Plant,Solar,3.1,50.4125,6.5483
10365,10365,DEU,LC,Schneebergerhof Solar Power Plant,Solar,1.1,49.6779,7.8911
10366,10366,DEU,LC,Schwabstadl,Hydro,12.0,48.1484,10.867
10367,10367,DEU,LC,Schwabstadl Solar Power Plant,Solar,10.0,48.1501,10.8514
10368,10368,DEU,LC,Schwammenauel,Hydro,14.0,50.6285,6.4791
10369,10369,DEU,LC,Schwarzach am Main,Solar,6.1,49.8417,10.2597
10370,10370,DEU,LC,Schwarzheide Solar Power Plant,Solar,12.73116,51.4937,13.8424
10371,10371,DEU,LC,Schwarzhof,Solar,6.2,49.1632,12.1093
10372,10372,DEU,LC,Schwege Solar Power Plant,Solar,8.2,52.0627,7.9332
10373,10373,DEU,LC,Schweizer Berg Solar Power Plant,Solar,3.8,49.2175,6.8196
10374,10374,DEU,LC,Schwineck,Solar,4.0,48.7657,12.5811
10375,10375,DEU,LC,Schärding-Neuhaus,Hydro,48.0,48.4356,13.4415
10376,10376,DEU,LC,Schönbek E1,Solar,8.2,54.162,9.962
10377,10377,DEU,LC,Sch�newalde Solar Power Plant,Solar,3.7,51.8214,13.2322
10378,10378,DEU,LC,Seelow,Solar,10.0,52.54,14.345
10379,10379,DEU,LC,Seinsheim A,Solar,4.5,49.6337,10.1839
10380,10380,DEU,LC,Seitendorf Solar Power Plant,Solar,1.8,49.316,10.8513
10381,10381,DEU,LC,Selb,Solar,4.1,50.1848,12.1347
10382,10382,DEU,LC,Senftenberg II/III,Solar,82.0,51.558,13.994
10383,10383,DEU,LC,Senftenberg Solar Power Plant,Solar,18.0,51.5593,13.9878
10384,10384,DEU,LC,Sengkofen Solar Power Plant,Solar,2.0,48.9171,12.2929
10385,10385,DEU,LC,Sennewitz A,Solar,6.0,51.531,11.931
10386,10386,DEU,LC,Sennewitz B,Solar,4.5,51.5352,11.9428
10387,10387,DEU,LC,Serbitz,Solar,5.2,51.0878,12.4796
10388,10388,DEU,LC,Sergen,Solar,10.0,51.708,14.484
10389,10389,DEU,LC,Serrig,Hydro,12.1,49.567,6.5923
10390,10390,DEU,LC,Sietzsch E,Solar,9.5,51.488,12.197
10391,10391,DEU,LC,Sietzsch Solar Power Plant,Solar,10.0,51.4896,12.1908
10392,10392,DEU,LC,Sinzheim Solar Power Plant,Solar,1.4,48.7805,8.15
10393,10393,DEU,LC,Solar Schipkau II GmbH & Co. KG,Solar,81.0,51.5683,13.7377
10394,10394,DEU,LC,Solarpark Amsdorf,Solar,28.344,51.4582,11.735
10395,10395,DEU,LC,Solarpark Baasdorf,Solar,12.70439,52.7213,13.4108
10396,10396,DEU,LC,Solarpark Baumgarten,Solar,11.30404,53.8184,11.8518
10397,10397,DEU,LC,Solarpark Burg,Solar,20.0044,51.7743,14.1116
10398,10398,DEU,LC,Solarpark Calau,Solar,10.0515,51.7519,13.9579
10399,10399,DEU,LC,Solarpark Elmenhorst,Solar,25.0,53.5403,10.5034
10400,10400,DEU,LC,Solarpark Finsterwalde,Solar,20.3862,51.7305,13.687
10401,10401,DEU,LC,Solarpark Marienflie�,Solar,25.55914,53.3366,12.2014
10402,10402,DEU,LC,Solarpark Nei�e-Malxetal,Solar,22.12467,51.6609,14.6296
10403,10403,DEU,LC,Solarpark Stedten,Solar,28.34412,51.4333,11.7383
10404,10404,DEU,LC,Solarpark Turnow,Solar,34.8,51.9321,14.4073
10405,10405,DEU,LC,Solarpark Wittstock,Solar,68.0,53.2018,12.5187
10406,10406,DEU,LC,Solms Solar Power Plant,Solar,2.9,50.5342,8.4139
10407,10407,DEU,LC,Sondershausen E1,Solar,4.1,51.3886,10.8492
10408,10408,DEU,LC,Sontra Solar Power Plant,Solar,1.1,51.0538,9.923
10409,10409,DEU,LC,Spangdahlem Solar Power Plant,Solar,2.1,49.9831,6.6885
10410,10410,DEU,LC,Spremberg,Solar,3.6,51.537,14.389
10411,10411,DEU,LC,Sprotta Solar Power Plant,Solar,2.6,51.4726,12.7008
10412,10412,DEU,LC,Staats,Solar,13.5,52.537,11.623
10413,10413,DEU,LC,Stadelhofen 1,Solar,5.5,49.9992,11.1994
10414,10414,DEU,LC,Staig Solar Power Plant,Solar,4.5,48.3092,9.9753
10415,10415,DEU,LC,Stammham,Hydro,23.2,48.2493,12.8647
10416,10416,DEU,LC,Sta�furt 1 Solar Power Plant,Solar,5.0,51.864,11.6055
10417,10417,DEU,LC,Sta�furt 2 Solar Power Plant,Solar,2.5,51.8684,11.5811
10418,10418,DEU,LC,Stefanskirchen Solar Power Plant,Solar,1.2,48.271,12.3414
10419,10419,DEU,LC,Steinbeis Energie,Waste,17.0,53.7818,9.4258
10420,10420,DEU,LC,Stockstadt am Main Solar Power Plant,Solar,2.5,49.9932,9.0579
10421,10421,DEU,LC,Stora Enso Maxau,Biomass,78.0,49.0393,8.3113
10422,10422,DEU,LC,Stradow L1,Solar,6.8,51.81,14.028
10423,10423,DEU,LC,Straubing,Hydro,21.5,48.8966,12.5575
10424,10424,DEU,LC,Stra�kirchen Solar Power Plant,Solar,54.0,48.8074,12.7586
10425,10425,DEU,LC,Stulln,Solar,5.0,49.4287,12.1467
10426,10426,DEU,LC,Stutensee Solar Power Plant,Solar,1.2,49.0761,8.4578
10427,10427,DEU,LC,Sukow,Solar,10.2,53.557,11.574
10428,10428,DEU,LC,Suxdorf Solar Power Plant,Solar,2.5,54.1688,10.918
10429,10429,DEU,LC,Säckingen,Hydro,360.0,47.5654,7.954
10430,10430,DEU,LC,Sörup E1,Solar,8.4,54.718,9.622
10431,10431,DEU,LC,Süderlügum A,Solar,4.0,54.882,8.921
10432,10432,DEU,LC,Sülte,Solar,9.8,53.515,11.422
10433,10433,DEU,LC,Sülte A,Solar,12.0,53.549,11.441
10434,10434,DEU,LC,Süptitz,Solar,4.8,51.5869,12.9251
10435,10435,DEU,LC,TREA Breisgau,Waste,13.6,47.8906,7.6161
10436,10436,DEU,LC,TREA Leuna,Waste,32.6,51.2998,12.0193
10437,10437,DEU,LC,TRV Buschhaus,Waste,37.5,52.1714,10.9764
10438,10438,DEU,LC,Tagewerben II,Solar,10.7,51.244,11.972
10439,10439,DEU,LC,Tannheim,Hydro,12.3,48.008,10.1185
10440,10440,DEU,LC,Tapfheim Solar Power Plant,Solar,1.3,48.6896,10.6935
10441,10441,DEU,LC,Tarp,Solar,6.0,54.68,9.39
10442,10442,DEU,LC,Taucha Solar Power Plant,Solar,5.3,51.3876,12.507
10443,10443,DEU,LC,Templin Solar Power Plant,Solar,128.4,53.0295,13.5425
10444,10444,DEU,LC,Teufelsbruck,Hydro,25.0,48.0574,12.2209
10445,10445,DEU,LC,Teutschenthal Solar Power Plant,Solar,7.1,51.4734,11.7896
10446,10446,DEU,LC,Thermische Abfallbehandlung Lauta GmbH & Co. oHG,Waste,15.7,51.4507,14.1121
10447,10447,DEU,LC,Thierhaupten Solar Power Plant,Solar,5.0,48.5478,10.8974
10448,10448,DEU,LC,Thundorf Solar Power Plant,Solar,2.1,50.1981,10.3032
10449,10449,DEU,LC,Thüngen,Solar,18.0,49.9555,9.8545
10450,10450,DEU,LC,Tiefenbach C1,Solar,15.0,48.499,12.126
10451,10451,DEU,LC,Torgau Solar Power Plant,Solar,8.9,51.5732,12.9833
10452,10452,DEU,LC,Treia Solar Power Plant,Solar,2.4,54.5022,9.2906
10453,10453,DEU,LC,Trianel Windpark Borkum,Wind,200.0,54.0416,6.4667
10454,10454,DEU,LC,Trier,Hydro,18.8,49.728,6.6245
10455,10455,DEU,LC,Trier,Solar,8.4,49.854,6.78
10456,10456,DEU,LC,Triglitz D1,Solar,8.0,53.263,12.138
10457,10457,DEU,LC,Trogen 1,Solar,10.0,50.366,11.975
10458,10458,DEU,LC,Troisdorf Oberlar Solar Power Plant,Solar,3.5,50.8067,7.1403
10459,10459,DEU,LC,Turbosatz 1,Waste,22.7,49.793,9.9941
10460,10460,DEU,LC,Tutow,Solar,42.2,53.926,13.222
10461,10461,DEU,LC,Tutow C1,Solar,6.0,53.915,13.218
10462,10462,DEU,LC,Tutow Solarpark 1 FF,Solar,6.8,53.9226,13.2531
10463,10463,DEU,LC,Tutow Solarpark 2 FF Infrastruktur,Solar,25.5,53.9214,13.2192
10464,10464,DEU,LC,Tutow Solarpark 5,Solar,19.3,53.915,13.2272
10465,10465,DEU,LC,Tännesberg,Solar,4.6,49.544,12.328
10466,10466,DEU,LC,Töging,Hydro,85.3,48.2518,12.5873
10467,10467,DEU,LC,Töpchin Belectric,Solar,4.8,52.1634,13.557
10468,10468,DEU,LC,Töpchin Enerparc,Solar,4.1,52.1671,13.565
10469,10469,DEU,LC,T�pchin - Enerparc Solar Power Plant,Solar,4.2,52.1667,13.5649
10470,10470,DEU,LC,UPM Schongau,Hydro,10.5,47.8032,10.9043
10471,10471,DEU,LC,UPM Schwedt,Biomass,13.3,53.0867,14.3194
10472,10472,DEU,LC,UTB,Biomass,16.0,52.0778,13.5173
10473,10473,DEU,LC,UW Bertikow,Wind,340.0,53.2641,14.048
10474,10474,DEU,LC,Ulm-Eggingen Solar Power Plant,Solar,6.5,48.355,9.8689
10475,10475,DEU,LC,Unterbergen,Hydro,12.4,48.2374,10.9272
10476,10476,DEU,LC,Unterliezheim Solar Power Plant,Solar,1.5,48.6801,10.5418
10477,10477,DEU,LC,Unteropfingen,Hydro,14.2,48.0613,10.1284
10478,10478,DEU,LC,Untersteinach Solar Power Plant,Solar,10.0,50.1422,11.5303
10479,10479,DEU,LC,Unterwengen,Solar,5.9,47.79,10.323
10480,10480,DEU,LC,Uphusum Solar Power Plant,Solar,3.8,54.852,8.8939
10481,10481,DEU,LC,Uppenborn 1,Hydro,25.0,48.4735,11.9548
10482,10482,DEU,LC,Uppenborn 2,Hydro,18.0,48.5152,12.101
10483,10483,DEU,LC,Urspring,Hydro,10.1,47.716,10.8258
10484,10484,DEU,LC,Vahldorf,Solar,6.2,52.2491,11.497
10485,10485,DEU,LC,Vehlefanz,Solar,5.2,52.71,13.118
10486,10486,DEU,LC,Vestenbergsgreuth,Solar,4.8,49.6925,10.636
10487,10487,DEU,LC,Viernau Solar Power Plant,Solar,1.6,50.659,10.5631
10488,10488,DEU,LC,Vilseck Solar Power Plant,Solar,10.0,49.6282,11.7526
10489,10489,DEU,LC,Vilshofen an der Donau Solar Power Plant,Solar,2.0,48.5979,13.1785
10490,10490,DEU,LC,Vi�l Solar Power Plant,Solar,4.0,54.5567,9.1691
10491,10491,DEU,LC,Vockerode Solar Power Plant,Solar,9.6,51.8499,12.3392
10492,10492,DEU,LC,Vogtsburg Solar Power Plant,Solar,7.8,48.073,7.6065
10493,10493,DEU,LC,Vohburg,Hydro,23.3,48.7781,11.6012
10494,10494,DEU,LC,Voigstedt Solar Power Plant,Solar,3.7,51.4013,11.3351
10495,10495,DEU,LC,Voßberg,Solar,7.7,52.63,14.397
10496,10496,DEU,LC,WKW,Hydro,24.0,47.5985,8.171
10497,10497,DEU,LC,Walbeck Solar Power Plant,Solar,2.5,51.6556,11.4809
10498,10498,DEU,LC,Walchensee,Hydro,124.0,47.6314,11.3371
10499,10499,DEU,LC,Waldalgesheim Solar Power Plant,Solar,2.5,49.9474,7.8113
10500,10500,DEU,LC,Waldbrunn BY,Solar,5.0,49.7506,9.8011
10501,10501,DEU,LC,Waldbrunn Solar Power Plant,Solar,4.6,50.5174,8.1065
10502,10502,DEU,LC,Waldeck 2,Hydro,480.0,51.1671,9.0468
10503,10503,DEU,LC,Waldeck1/Bringhausen,Hydro,143.0,51.1671,9.0468
10504,10504,DEU,LC,Waldpolenz,Solar,42.9,51.3298,12.6595
10505,10505,DEU,LC,Waldpolenz Solar Power Plant,Solar,45.0,51.3289,12.6554
10506,10506,DEU,LC,Waldpolenz extn,Solar,12.3,51.332,12.6494
10507,10507,DEU,LC,Waldrehna Solar Power Plant,Solar,52.7,51.7733,13.601
10508,10508,DEU,LC,Wallhausen Solar Power Plant,Solar,5.4,51.4582,11.2152
10509,10509,DEU,LC,Wange Solar Power Plant,Solar,5.2,54.8445,8.6666
10510,10510,DEU,LC,Wanzleben,Solar,4.3,52.049,11.46
10511,10511,DEU,LC,Wasserburg,Hydro,24.1,48.057,12.2207
10512,10512,DEU,LC,Waste Incinerator #1,Waste,11.6,51.0167,6.9833
10513,10513,DEU,LC,Weeze Solar Power Plant,Solar,14.0,51.6055,6.1529
10514,10514,DEU,LC,Weferlingen,Solar,4.5,52.3087,11.0523
10515,10515,DEU,LC,Wehr,Hydro,910.0,47.6453,7.9182
10516,10516,DEU,LC,Weil Solar Power Plant,Solar,1.4,48.3797,11.2861
10517,10517,DEU,LC,Weimar - Hydrema Solar Power Plant,Solar,1.0,50.994,11.3403
10518,10518,DEU,LC,Weiskirchen D1,Solar,10.0,49.524,6.805
10519,10519,DEU,LC,Weißenfels,Solar,7.6,51.25,11.965
10520,10520,DEU,LC,Welzow II Flughafen,Solar,18.6,51.5891,14.1413
10521,10521,DEU,LC,Wendefurth,Hydro,79.7,51.7422,10.9188
10522,10522,DEU,LC,Werdau Solar Power Plant,Solar,1.7,50.7144,12.3825
10523,10523,DEU,LC,Werkskraftwerk Sappi Alfeld 1,Biomass,16.8,51.9848,9.8228
10524,10524,DEU,LC,Werkskraftwerk Sappi Ehingen,Biomass,21.2,48.267,9.7262
10525,10525,DEU,LC,Werneuchen - Enerparc Solar Power Plant,Solar,18.8,52.634,13.7603
10526,10526,DEU,LC,Werneuchen - S&Z Solar Power Plant,Solar,2.2,52.6423,13.7523
10527,10527,DEU,LC,Werneuchen A1,Solar,8.0,52.657,13.689
