,id_planta,id_pais,id_tipo_planta,nombre,combustible_primario,capacidad_mw,latitud,longitud
0,0,AFG,LC,Kajaki Hydroelectric Power Plant Afghanistan,Hydro,33.0,32.322,65.119
1,1,AFG,LC,Kandahar DOG,Solar,10.0,31.67,65.795
2,2,AFG,LC,Kandahar JOL,Solar,10.0,31.623,65.792
3,3,AFG,LC,Mahipar Hydroelectric Power Plant Afghanistan,Hydro,66.0,34.556,69.4787
4,4,AFG,LC,Naghlu Dam Hydroelectric Power Plant Afghanistan,Hydro,100.0,34.641,69.717
5,5,AFG,LC,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,Hydro,11.55,34.4847,70.3633
6,6,AFG,LC,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,Hydro,6.0,35.9416,68.71
7,7,AFG,LC,Sarobi Dam Hydroelectric Power Plant Afghanistan,Hydro,22.0,34.5865,69.7757
8,8,ALB,LC,Bistrica 1,Hydro,27.0,39.9116,20.1047
9,9,ALB,LC,Fierza,Hydro,500.0,42.2514,20.0431
10,10,ALB,LC,Koman,Hydro,600.0,42.1033,19.8224
11,11,ALB,LC,Lanabregas,Hydro,5.0,41.3428,19.8964
12,12,ALB,LC,Shkopet,Hydro,24.0,41.6796,19.8305
13,13,ALB,LC,Ulez,Hydro,25.0,41.6796,19.8936
14,14,ALB,LC,Vau i Dijes,Hydro,250.0,42.0137,19.6359
15,15,DZA,LC,Adrar,Solar,20.0,27.908,-0.317
16,16,DZA,LC,Ain Azel,Solar,20.0,35.88,5.475
17,17,DZA,LC,Ain Sekhouna,Solar,20.0,34.532,0.804
18,18,DZA,LC,Ain el Ibel I,Solar,20.0,34.346,3.164
19,19,DZA,LC,Ain el Ibel II,Solar,53.0,34.342,3.169
20,20,DZA,LC,Ain el Melh,Solar,20.0,34.861,4.204
21,21,DZA,LC,Algerie Sud-Ouest,Solar,43.5,27.908,-0.317
22,22,DZA,LC,Aoulef,Solar,5.0,26.9989,1.3351
23,23,DZA,LC,Bir Rebaa,Solar,10.0,31.285,8.565
24,24,DZA,LC,Chelghoum El Aïd,Solar,15.0,36.225,6.11
25,25,DZA,LC,El Kheneg,Solar,60.0,33.727,2.811
26,26,DZA,LC,HPC Ouargla,Solar,30.0,32.602,5.834
27,27,DZA,LC,Hassi R'mel ISCC,Solar,20.0,33.123,3.356
28,28,DZA,LC,Hauts Plateaux Centre,Solar,106.6,34.342,3.169
29,29,DZA,LC,Hauts Plateaux Est,Solar,73.8,35.68,5.9861
30,30,DZA,LC,Ighil Emda,Hydro,24.0,36.4739,5.2719
31,31,DZA,LC,In Salah,Solar,5.0,27.183,2.504
32,32,DZA,LC,Labiodh Sidi Cheikh,Solar,20.0,32.945,0.555
33,33,DZA,LC,Naâma,Solar,19.9,33.274,-0.372
34,34,DZA,LC,Oued El Kebrit,Solar,15.0,35.919,7.87
35,35,DZA,LC,Oued el Ma,Solar,20.0,35.68,5.9861
36,36,DZA,LC,Ras el Oued,Solar,20.0,36.01,5.035
37,37,DZA,LC,Reggane,Solar,5.0,26.768,0.137
38,38,DZA,LC,Tamanrasset,Solar,13.0,22.849,5.45
39,39,DZA,LC,Timimoun,Solar,9.0,29.22,0.223
40,40,DZA,LC,Tindouf,Solar,9.0,27.752,-8.154
41,41,DZA,LC,Télagh,Solar,12.0,34.692,-0.601
42,42,DZA,LC,Zaouiet Kounta,Solar,6.0,27.241,-0.174
43,43,AGO,LC,Biopio (hydro),Hydro,14.6,-12.4706,13.7319
44,44,AGO,LC,Cambambe,Hydro,180.0,-9.7523,14.4809
45,45,AGO,LC,Capanda,Hydro,520.0,-9.7955,15.4672
46,46,AGO,LC,Matala,Hydro,40.0,-14.7333,15.0333
47,47,AGO,LC,Rio Luachimo,Hydro,16.0,-7.3,20.85
48,48,ATA,LC,Ross Island,Wind,1.0,-77.8428,166.7271
49,49,ARG,LC,AGUA DEL TORO,Hydro,130.0,-34.5792,-68.9892
50,50,ARG,LC,ALICURA,Hydro,1050.0,-40.58,-70.7489
51,51,ARG,LC,ALVAREZ CONDARCO,Hydro,50.7,-33.0452,-69.0516
52,52,ARG,LC,ARROYITO,Hydro,128.0,-39.1009,-68.5982
53,53,ARG,LC,ATUCHA I,Nuclear,370.0,-33.967,-59.2059
54,54,ARG,LC,ATUCHA II,Nuclear,745.0,-33.9674,-59.2045
55,55,ARG,LC,BENJAMIN REOLIN,Hydro,38.4,-32.1883,-64.3233
56,56,ARG,LC,CABRA CORRAL,Hydro,102.0,-25.2712,-65.3298
57,57,ARG,LC,CACHEUTA (NUEVA),Hydro,120.0,-33.0291,-69.1109
58,58,ARG,LC,CASA DE PIEDRA,Hydro,60.0,-38.2143,-67.1908
59,59,ARG,LC,CASSAFFOUSTH,Hydro,17.28,-31.3992,-64.2006
60,60,ARG,LC,CH LOS CARACOLES,Hydro,121.4,-31.5192,-68.9814
61,61,ARG,LC,CHIMBERA 1,Solar,2.0,-31.9881,-68.5402
62,62,ARG,LC,CIPOLLETTI,Hydro,5.78,-38.9121,-67.9427
63,63,ARG,LC,COMODORO RIVADAVIA - ANTONIO MORAN,Wind,16.56,-45.8467,-67.4964
64,64,ARG,LC,CUESTA DEL VIENTO,Hydro,10.55,-30.1833,-69.0667
65,65,ARG,LC,Cafayate,Solar,80.0,-26.04,-65.93
66,66,ARG,LC,Caldenes del Oeste,Solar,30.0,-33.61,-65.445
67,67,ARG,LC,Cauchari,Solar,300.0,-23.8,-66.8
68,68,ARG,LC,EL CADILLAL,Hydro,14.0,-26.6156,-65.1929
69,69,ARG,LC,EL CARRIZAL,Hydro,17.0,-33.2993,-68.7199
70,70,ARG,LC,EL CHOCON,Hydro,1200.0,-39.2577,-68.7483
71,71,ARG,LC,EL TIGRE,Hydro,14.4,-34.61,-68.6136
72,72,ARG,LC,EL TUNAL,Hydro,11.0,-25.2323,-64.4762
73,73,ARG,LC,EMBALSE,Nuclear,648.0,-32.2316,-64.4422
74,74,ARG,LC,ESCABA,Hydro,24.0,-27.6589,-65.7633
75,75,ARG,LC,FITZ SIMON,Hydro,10.8,-32.1784,-64.4207
76,76,ARG,LC,FLORENTINO AMEGHINO,Hydro,60.0,-43.6996,-66.4815
77,77,ARG,LC,FUTALEUFU,Hydro,472.0,-43.1288,-71.63
78,78,ARG,LC,GENERAL ACHA,Wind,1.8,-37.4309,-64.716
79,79,ARG,LC,GENERAL SAN MARTIN,Hydro,6.0,-33.0449,-68.9219
80,80,ARG,LC,GUILLERMO CESPEDES,Hydro,5.2,-39.56,-65.6817
81,81,ARG,LC,H. PICHI PICUN LEUFU,Hydro,285.0,-40.012,-69.9918
82,82,ARG,LC,Iglesia-Guañizuil,Solar,80.0,-30.34,-69.27
83,83,ARG,LC,JULIAN  ROMERO,Hydro,6.2,-38.8367,-68.038
84,84,ARG,LC,LA VIÑA,Hydro,16.0,-31.8708,-65.0349
85,85,ARG,LC,LAS MADERAS,Hydro,30.0,-24.4438,-65.2203
86,86,ARG,LC,LOS CORONELES (EX 25  DE MAYO),Hydro,6.6000000000000005,-34.6,-68.5285
87,87,ARG,LC,LOS MOLINOS I,Hydro,59.04,-31.838,-64.4452
88,88,ARG,LC,LOS MOLINOS II,Hydro,4.5,-31.838,-64.4452
89,89,ARG,LC,LOS QUIROGA,Hydro,2.5,-27.6509,-64.3618
90,90,ARG,LC,LOS REYUNOS,Hydro,224.0,-34.6028,-68.6383
91,91,ARG,LC,MAYOR BURATOVICH,Wind,2.02,-39.2291,-62.6497
92,92,ARG,LC,NIHUIL I,Hydro,74.24,-34.9907,-68.6237
93,93,ARG,LC,NIHUIL II,Hydro,133.12,-34.9039,-68.6177
94,94,ARG,LC,NIHUIL III,Hydro,52.0,-34.8821,-68.576
95,95,ARG,LC,NIHUIL IV,Hydro,22.4,-34.833,-68.5168
96,96,ARG,LC,PARQUE EOLICO ARAUCO SAPEM I,Wind,25.2,-28.6684,-66.7524
97,97,ARG,LC,PARQUE EOLICO ARAUCO SAPEM II,Wind,25.2,-28.6684,-66.7524
98,98,ARG,LC,PARQUE EOLICO DIADEMA,Wind,6.3,-45.7458,-67.6953
99,99,ARG,LC,PARQUE EOLICO EL TORDILLO,Wind,3.0,-45.8507,-67.9081
100,100,ARG,LC,PARQUE EOLICO LOMA BLANCA IV (ENARSA),Wind,50.0,-43.0907,-65.2298
101,101,ARG,LC,PARQUE EOLICO RAWSON I (ENARSA),Wind,48.6,-43.3522,-65.1734
102,102,ARG,LC,PARQUE EOLICO RAWSON II (ENARSA),Wind,28.8,-43.3522,-65.1734
103,103,ARG,LC,PICO TRUNCADO - JORGE ROMANUTTI,Wind,2.4,-46.8065,-67.9808
104,104,ARG,LC,PIEDRA DEL AGUILA (CPSA),Hydro,1400.0,-31.6651,-63.8314
105,105,ARG,LC,PIEDRAS MORAS,Hydro,6.3,-32.1675,-64.2438
106,106,ARG,LC,PLANICIE BANDERITA,Hydro,472.0,-28.5339,-65.7997
107,107,ARG,LC,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,Solar,1.2,-31.3891,-68.6752
108,108,ARG,LC,PUEBLO VIEJO,Hydro,19.2,-27.1149,-65.7523
109,109,ARG,LC,PUNTA ALTA - CENTENARIO,Wind,1.8,-38.7833,-61.8984
110,110,ARG,LC,QUEBRADA DE ULLUM,Hydro,45.0,-31.2567,-61.5203
111,111,ARG,LC,RIO CORRALITO,Hydro,13.2,-24.983,-65.686
112,112,ARG,LC,RIO GRANDE,Hydro,750.0,-53.7862,-67.7222
113,113,ARG,LC,RIO HONDO,Hydro,19.0,-27.5225,-64.8861
114,114,ARG,LC,SALTO ANDERSEN,Hydro,7.9,-38.8244,-64.8296
115,115,ARG,LC,SALTO GRANDE (MITAD ARGENTINA),Hydro,945.0,-31.3891,-68.6752
116,116,ARG,LC,SAN ROQUE,Hydro,26.0,-31.3533,-64.3938
117,117,ARG,LC,Saujil,Solar,22.5,-28.165,-66.225
118,118,ARG,LC,ULLUM,Hydro,42.0,-31.4557,-68.7556
119,119,ARG,LC,URUGUA-I,Hydro,120.0,-25.8766,-54.5687
120,120,ARG,LC,YACYRETA,Hydro,1550.0,-27.4827,-56.7397
121,121,ARM,LC,Armenian-2,Nuclear,375.0,40.1805,44.1498
122,122,ARM,LC,Sevan-Hrazdan Cascade,Hydro,561.0,40.5078,44.7606
123,123,ARM,LC,Shamb,Hydro,170.0,39.4743,46.1306
124,124,ARM,LC,Spandaryan,Hydro,76.0,39.6494,45.85
125,125,ARM,LC,Tatev,Hydro,158.0,39.3956,46.2578
126,126,AUS,LC,Adelaide Showgrounds,Solar,1.0,-34.9453,138.5882
127,127,AUS,LC,Albany Wind Farm,Wind,21.6,-35.0641,117.7977
128,128,AUS,LC,Ararat Wind Farm,Wind,240.0,-37.2385,143.0794
129,129,AUS,LC,Banimboola,Hydro,12.85,-36.5344,147.4594
130,130,AUS,LC,Bannerton Solar Farm,Solar,88.0,-34.6899,142.7452
131,131,AUS,LC,Barcaldine KDB,Solar,20.0,-23.549,145.318
132,132,AUS,LC,Barcaldine YD,Solar,10.9,-23.5388,145.2732
133,133,AUS,LC,Barron Gorge,Hydro,60.0,-16.8502,145.6465
134,134,AUS,LC,Bastyan,Hydro,79.9,-41.736,145.5321
135,135,AUS,LC,Belconnen,Waste,1.0,-35.2142,148.9872
136,136,AUS,LC,Bendeela (Shoalhaven Scheme),Hydro,240.0,-34.7337,150.4669
137,137,AUS,LC,Berwick,Waste,7.2,-38.1197,145.2665
138,138,AUS,LC,Beryl AU,Solar,87.0,-32.353,149.468
139,139,AUS,LC,Blayney Wind Farm,Wind,9.9,-33.6219,149.1982
140,140,AUS,LC,Blowering,Hydro,70.0,-35.3986,148.2463
141,141,AUS,LC,Bluff Point (Woolnorth) Wind Farm,Wind,65.0,-40.7207,144.6869
142,142,AUS,LC,Boco Rock,Wind,113.0,-36.5763,149.1267
143,143,AUS,LC,Bodangora Wind Farm,Wind,113.0,-32.4146,149.0998
144,144,AUS,LC,Bogong (Mount Beauty Hydro Scheme),Hydro,300.0,-36.8055,147.228
145,145,AUS,LC,Brisbane BNE,Solar,6.0,-27.404,153.11
146,146,AUS,LC,Broadmeadows,Waste,12.2,-37.6878,144.9663
147,147,AUS,LC,Broadwater,Biomass,38.0,-29.0118,153.4335
148,148,AUS,LC,Broken Hill Solar Plant,Solar,53.0,-31.9867,141.3915
149,149,AUS,LC,Brooklyn,Waste,2.83,-37.818,144.8319
150,150,AUS,LC,Brown Mountain,Hydro,4.95,-36.5951,149.474
151,151,AUS,LC,Browns Plains,Waste,2.2,-27.6721,153.0663
152,152,AUS,LC,Bungala I,Solar,110.0,-32.427,137.838
153,153,AUS,LC,Bungala II,Solar,110.0,-32.408,137.841
154,154,AUS,LC,Burrendong,Hydro,19.0,-32.6646,149.108
155,155,AUS,LC,Burrinjuck Power Station,Hydro,27.0,-35.0025,148.5834
156,156,AUS,LC,Butlers Gorge,Hydro,14.4,-42.2669,146.2618
157,157,AUS,LC,CSIRO Energy Centre,Solar,1.5,-32.8835,151.7275
158,158,AUS,LC,Canning Vale,Waste,4.0,-32.0739,115.8914
159,159,AUS,LC,Canunda Wind Farm,Wind,46.0,-37.7603,140.4033
160,160,AUS,LC,Cape Bridgewater Wind Farm,Wind,58.0,-38.3577,141.385
161,161,AUS,LC,Cape Nelson North Wind Farm,Wind,22.0,-38.3676,141.543
162,162,AUS,LC,Cape Nelson South Wind Farm,Wind,44.0,-38.412,141.543
163,163,AUS,LC,Cape Sir William Grant Wind Farm,Wind,54.0,-38.3976,141.6209
164,164,AUS,LC,Capital Hill Wind Farm,Wind,140.0,-35.166,149.5186
165,165,AUS,LC,Catagunya,Hydro,48.0,-42.4524,146.5977
166,166,AUS,LC,Cathedral Rocks Wind Farm,Wind,66.0,-34.8509,135.5852
167,167,AUS,LC,Cethana,Hydro,85.0,-41.4787,146.1349
168,168,AUS,LC,Challicum Hills Wind Farm,Wind,52.5,-37.3898,143.114
169,169,AUS,LC,Childers,Solar,75.0,-25.28,152.38
170,170,AUS,LC,Clare Solar Farm,Solar,130.0,-19.8398,147.2105
171,171,AUS,LC,Claytons,Waste,11.0,-37.9502,145.1187
172,172,AUS,LC,Clements Gap Wind Farm,Wind,57.0,-33.5086,138.1192
173,173,AUS,LC,Clermont Solar Farm,Solar,100.0,-22.8446,147.5855
174,174,AUS,LC,Clover,Hydro,30.0,-36.7853,147.2205
175,175,AUS,LC,Cluny,Hydro,17.0,-42.5064,146.6812
176,176,AUS,LC,Codrington Wind Farm,Wind,18.2,-38.2835,141.9547
177,177,AUS,LC,Collgar Wind Farm,Wind,206.0,-31.5432,118.4566
178,178,AUS,LC,Collinsville Solar Farm,Solar,42.0,-20.5411,147.8074
179,179,AUS,LC,Condong Sugar Mill,Biomass,30.0,-28.3138,153.4341
180,180,AUS,LC,Copeton,Hydro,24.0,-29.9102,150.9235
181,181,AUS,LC,Corio,Waste,1.0,-38.0587,144.4056
182,182,AUS,LC,Crookwell Wind Farm,Wind,4.8,-34.5165,149.5425
183,183,AUS,LC,Crowlands Wind Farm,Wind,80.0,-37.1216,143.1537
184,184,AUS,LC,Cullerin Range Wind Farm,Wind,30.0,-34.805,149.4001
185,185,AUS,LC,Darling Downs Solar Farm,Solar,110.0,-27.1169,150.8942
186,186,AUS,LC,Dartmouth (Mount Beauty Hydro Scheme),Hydro,150.0,-36.5564,147.5206
187,187,AUS,LC,Darwin DRW,Solar,4.0,-12.4157,130.8908
188,188,AUS,LC,Daydream Solar Farm ,Solar,50.0,-20.4947,147.7707
189,189,AUS,LC,DeGrussa,Solar,10.6,-25.55,119.317
190,190,AUS,LC,Devils Gate,Hydro,60.0,-41.3505,146.2632
191,191,AUS,LC,Dubbo,Solar,30.0,-32.273,148.658
192,192,AUS,LC,EarthPower Biomass Plant,Waste,3.9,-33.8204,151.042
193,193,AUS,LC,Eastern Creek,Waste,5.4,-33.8142,150.8537
194,194,AUS,LC,Eastern Creek 2,Waste,8.984,-33.8125,150.8617
195,195,AUS,LC,Eildon,Hydro,120.0,-37.222,145.9215
196,196,AUS,LC,Eildon Small Hydro,Hydro,5.0,-37.2431,145.8974
197,197,AUS,LC,Emerald Solar Farm,Solar,68.0,-23.5084,148.1347
198,198,AUS,LC,Emu Downs,Solar,20.0,-30.489,115.416
199,199,AUS,LC,Emu Downs Wind Farm,Wind,79.2,-30.4882,115.3768
200,200,AUS,LC,Esperance Wind Farm Nine Mile Beach,Wind,3.6,-33.8927,121.7778
201,201,AUS,LC,Esperance Wind Farm Ten Mile Lagoon,Wind,2.03,-33.8802,121.769
202,202,AUS,LC,Fisher,Hydro,43.2,-41.6732,146.2687
203,203,AUS,LC,Gannawarra Solar Farm,Solar,60.0,-35.6762,143.4553
204,204,AUS,LC,Glenbawn,Hydro,5.8,-32.1097,150.9982
205,205,AUS,LC,Glenorchy,Waste,1.6,-42.8415,147.255
206,206,AUS,LC,Goondiwindi,Solar,4.5,-28.325,150.375
207,207,AUS,LC,Gordon,Hydro,432.0,-42.7405,145.9828
208,208,AUS,LC,Gosnells,Waste,1.1,-32.0228,116.0129
209,209,AUS,LC,Grange Avenue,Waste,2.0,-33.7029,150.8312
210,210,AUS,LC,Grasmere Wind Farm (Albany Stage II),Wind,13.8,-35.0507,117.7638
211,211,AUS,LC,Greenough River Solar Farm,Solar,10.0,-28.9043,115.1119
212,212,AUS,LC,Griffith Solar Farm,Solar,36.0,-34.3155,146.1094
213,213,AUS,LC,Gullen,Solar,10.0,-34.61,149.476
214,214,AUS,LC,Gullen Range Wind Farm,Wind,165.5,-34.6149,149.4597
215,215,AUS,LC,Gunning,Wind,47.0,-34.6977,149.3861
216,216,AUS,LC,Guthega,Hydro,80.0,-36.3501,148.4135
217,217,AUS,LC,Hallam Road,Waste,8.984,-38.0535,145.2699
218,218,AUS,LC,Hallet 5 - The Bluff,Wind,52.5,-33.3855,138.7928
219,219,AUS,LC,Hallett 1 Brown Hill Wind Farm,Wind,94.5,-33.3397,138.7323
220,220,AUS,LC,Hallett 2 Hallet Hill Wind Farm,Wind,71.4,-33.5226,138.8552
221,221,AUS,LC,Hamilton Solar Farm,Solar,69.0,-20.5048,147.7671
222,222,AUS,LC,Haughton River Solar Farm,Solar,500.0,-19.733,147.0483
223,223,AUS,LC,Hayman Solar Farm,Solar,180.0,-20.4877,147.7449
224,224,AUS,LC,Henderson,Waste,3.2,-32.165,115.8008
225,225,AUS,LC,Highbury,Waste,2.0,-34.849,138.7203
226,226,AUS,LC,Hobart,Waste,1.0,-42.8883,147.2888
227,227,AUS,LC,Hopetoun Wind Turbines,Wind,1.2,-33.9078,120.1297
228,228,AUS,LC,Hughendon,Solar,20.0,-20.875,144.17
229,229,AUS,LC,Hume,Hydro,70.0,-36.1066,147.0326
230,230,AUS,LC,Inkerman Sugar Mill,Biomass,10.5,-19.6422,147.4016
231,231,AUS,LC,Invicta Sugar Mill,Biomass,150.0,-19.5167,147.1065
232,232,AUS,LC,Isis Central Sugar Mill,Biomass,25.0,-25.194,152.2086
233,233,AUS,LC,Jacks Gully,Waste,2.3,-34.0734,150.7427
234,234,AUS,LC,Jindabyne Dam Mini Hydro,Hydro,1.1,-36.4351,148.6333
235,235,AUS,LC,John Butters,Hydro,144.0,-42.1548,145.5345
236,236,AUS,LC,Jounama,Hydro,14.0,-35.562,148.3055
237,237,AUS,LC,Kalamia Sugar Mill,Biomass,9.0,-19.5223,147.4152
238,238,AUS,LC,Kalbarri Wind Farm,Wind,1.7,-27.8995,114.1946
239,239,AUS,LC,Kangaroo Valley (Shoalhaven Scheme),Hydro,160.0,-34.723,150.4795
240,240,AUS,LC,Karadoc Solar Farm,Solar,112.0,-34.4154,142.2521
241,241,AUS,LC,Kareeya,Hydro,88.0,-17.767,145.5779
242,242,AUS,LC,Kiata Wind Farm,Wind,31.05,-36.3966,141.7474
243,243,AUS,LC,Kidston I,Solar,50.0,-18.89,144.14
244,244,AUS,LC,Koombooloomba,Hydro,7.3,-17.8313,145.6034
245,245,AUS,LC,Lake Bonney Stage 1 Wind Farm,Wind,80.5,-37.7815,140.4058
246,246,AUS,LC,Lake Bonney Stage 2 Wind Farm,Wind,159.0,-37.8149,140.4195
247,247,AUS,LC,Lake Bonney Stage 3 Wind Farm,Wind,39.0,-37.7505,140.393
248,248,AUS,LC,Lake Cargelligo CSP,Solar,3.0,-33.311,146.4092
249,249,AUS,LC,Lake Echo,Hydro,32.4,-42.2537,146.6207
250,250,AUS,LC,Lake Glenmaggie,Hydro,4.0,-37.9047,146.8011
251,251,AUS,LC,Lake Keepit,Hydro,6.5,-30.8792,150.4914
252,252,AUS,LC,Lake William Hovell,Hydro,2.0,-36.9129,146.3921
253,253,AUS,LC,Lakeland QLD,Solar,10.9,-15.869,144.862
254,254,AUS,LC,Landfill Management Services Shoal Bay,Waste,1.1,-12.3892,130.9254
255,255,AUS,LC,Lemonthyme,Hydro,81.6,-41.6038,146.139
256,256,AUS,LC,Leonards Hill,Wind,4.1,-37.4271,144.1222
257,257,AUS,LC,Liapootah,Hydro,87.3,-42.3763,146.5099
258,258,AUS,LC,Liddell Solar Thermal,Solar,9.3,-32.3761,150.9797
259,259,AUS,LC,Lilyvale Solar Farm,Solar,100.0,-23.0875,148.439
260,260,AUS,LC,Lincoln Gap,Wind,10.0,-32.5645,137.5572
261,261,AUS,LC,Lower Lake Margaret,Hydro,3.2,-42.0147,145.5261
262,262,AUS,LC,Lower Rubicon,Hydro,13.55,-37.3027,145.8458
263,263,AUS,LC,Lucas Heights I,Waste,5.39,-34.0293,151.0021
264,264,AUS,LC,Lucas Heights II,Waste,16.0,-34.0481,150.9739
265,265,AUS,LC,Macarthur Wind Farm,Wind,420.0,-38.0648,142.1844
266,266,AUS,LC,Mackintosh,Hydro,79.9,-41.6997,145.6461
267,267,AUS,LC,Macknade Sugar Mill,Biomass,8.0,-18.589,146.258
268,268,AUS,LC,Mandurah,Waste,1.3,-32.5079,115.759
269,269,AUS,LC,Manildra Solar Farm,Solar,46.0,-33.1733,148.718
270,270,AUS,LC,Maryborough,Biomass,7.5,-25.5476,152.7171
271,271,AUS,LC,Maryvale Mill,Biomass,54.5,-38.1809,146.4479
272,272,AUS,LC,McKay Creek (Mount Beauty Hydro Scheme),Hydro,150.0,-36.8584,147.2345
273,273,AUS,LC,Meadowbank,Hydro,40.0,-42.6112,146.8457
274,274,AUS,LC,Moorabool North Wind Farm,Wind,131.0,-37.655,144.1913
275,275,AUS,LC,Moorabool South Wind Farm,Wind,131.0,-37.7402,144.1622
276,276,AUS,LC,Moree,Solar,60.0,-29.5722,149.8669
277,277,AUS,LC,Mornington,Waste,1.0,-38.3916,144.8553
278,278,AUS,LC,Mortons Lane Wind Farm,Wind,20.0,-37.8413,142.4653
279,279,AUS,LC,Mount Millar Wind Farm,Wind,70.0,-33.6255,136.7039
280,280,AUS,LC,Mt Gambier,Biomass,10.0,-37.8388,140.8057
281,281,AUS,LC,Mt Gellibrand Wind Farm,Wind,189.0,-38.2587,143.8019
282,282,AUS,LC,Mt Mercer Wind Farm,Wind,131.0,-37.8317,143.8892
283,283,AUS,LC,Mugga Lane,Waste,3.5,-35.3953,149.1458
284,284,AUS,LC,Mugga Lane Solar Park,Solar,13.0,-35.3989,149.146
285,285,AUS,LC,Mulgrave,Biomass,13.0,-17.0932,145.7887
286,286,AUS,LC,Mumbida Wind Farm,Wind,55.0,-28.9918,114.9599
287,287,AUS,LC,Murra Warra Wind Farm,Wind,429.0,-36.4333,142.3182
288,288,AUS,LC,Murray 1,Hydro,950.0,-36.2467,148.1901
289,289,AUS,LC,Murray 2,Hydro,552.0,-36.2423,148.1362
290,290,AUS,LC,Musselroe,Wind,168.0,-40.7798,148.0097
291,291,AUS,LC,Narrogin Bioenergy Plant,Biomass,1.0,-32.9521,117.1916
292,292,AUS,LC,Narromine,Solar,15.0,-32.224,148.256
293,293,AUS,LC,Nieterana,Hydro,2.2,-42.2686,146.2629
294,294,AUS,LC,Noranda,Waste,1.1,-31.8654,115.8773
295,295,AUS,LC,Normanton,Solar,4.5,-17.681,141.05
296,296,AUS,LC,North Brown Hill  Wind Farm,Wind,132.3,-33.3093,138.7296
297,297,AUS,LC,Northam,Solar,10.0,-31.652,116.711
298,298,AUS,LC,Numurkah Solar Farm,Solar,100.0,-36.1592,145.4746
299,299,AUS,LC,Nymboida,Hydro,33.6,-29.9257,152.7417
300,300,AUS,LC,Nyngan Solar Plant,Solar,102.0,-31.5527,147.0854
301,301,AUS,LC,Oakey 1,Solar,25.0,-27.406,151.647
302,302,AUS,LC,Oakey 2,Solar,55.0,-27.412,151.655
303,303,AUS,LC,Oakland Hills Wind Farm,Wind,67.0,-37.6871,142.5467
304,304,AUS,LC,Oaky,Hydro,4.8,-30.5751,152.069
305,305,AUS,LC,Ord River,Hydro,30.0,-16.1201,128.7383
306,306,AUS,LC,Paloona,Hydro,28.0,-41.2826,146.249
307,307,AUS,LC,Parkes Solar Farm,Solar,66.0,-33.1027,148.075
308,308,AUS,LC,Pedler Creek,Waste,3.0,-35.2023,138.5021
309,309,AUS,LC,Perth Zoo,Solar,2.37,-31.9767,115.8548
310,310,AUS,LC,Peterborough SA,Solar,4.9,-32.945,138.905
311,311,AUS,LC,Pindari,Hydro,6.7,-29.3886,151.2442
312,312,AUS,LC,Pioneer Sugar Mill,Biomass,67.8,-19.5575,147.3308
313,313,AUS,LC,Plane Creek Sugar Mill,Biomass,14.0,-21.4282,149.2159
314,314,AUS,LC,Poatina,Hydro,100.0,-41.8115,146.9192
315,315,AUS,LC,Proserpine Sugar Mill,Biomass,17.0,-20.3985,148.5797
316,316,AUS,LC,Racecourse Mill,Biomass,3.5,-21.1635,149.1344
317,317,AUS,LC,Red Hill,Waste,3.65,-31.8317,116.0992
318,318,AUS,LC,Reece,Hydro,238.0,-41.7238,145.1359
319,319,AUS,LC,Remount,Waste,2.2,-41.395,147.1554
320,320,AUS,LC,Repulse,Hydro,28.0,-42.5077,146.647
321,321,AUS,LC,Rochedale,Waste,4.0,-27.5591,153.1236
322,322,AUS,LC,Rockingham,Waste,2.1,-32.2863,115.8154
323,323,AUS,LC,Rocky Point Sugar Sugar Mill,Biomass,30.0,-27.7334,153.3276
324,324,AUS,LC,Roghan Road,Waste,2.0,-27.3388,153.0344
325,325,AUS,LC,Rollingstone QLD,Solar,125.0,-19.03,146.394
326,326,AUS,LC,Ross River,Solar,148.0,-19.424,146.715
327,327,AUS,LC,Rowallan,Hydro,10.5,-41.7295,146.2176
328,328,AUS,LC,Royalla Solar Farm,Solar,20.0,-35.4897,149.1435
329,329,AUS,LC,Rubicon,Hydro,13.55,-37.3272,145.8605
330,330,AUS,LC,Rugby Run Solar Farm,Solar,65.0,-22.1405,147.9188
331,331,AUS,LC,Sapphire Wind Farm,Wind,270.0,-29.6997,151.4119
332,332,AUS,LC,Shenton Park WMRC Project,Waste,1.0,-31.9577,115.7924
333,333,AUS,LC,Shepparton Biogas Generation Plant,Waste,1.1,-36.3218,145.379
334,334,AUS,LC,Snowtown North,Wind,148.0,-33.714,138.1402
335,335,AUS,LC,Snowtown South,Wind,126.0,-33.8302,138.1184
336,336,AUS,LC,South Cardup (Shale Road Landfill),Waste,3.3,-32.2664,116.0193
337,337,AUS,LC,South Johnstone,Biomass,20.0,-17.6057,145.991
338,338,AUS,LC,Springvale,Waste,4.2,-37.9733,145.1396
339,339,AUS,LC,Stapylton Green Energy,Biomass,4.8,-27.7334,153.2463
340,340,AUS,LC,Starfish Hill Wind Farm,Wind,34.5,-35.5678,138.1432
341,341,AUS,LC,Studland Bay (Woolnorth) Wind Farm,Wind,75.0,-40.7788,144.7362
342,342,AUS,LC,Summerhill,Solar,5.0,-32.891,151.65
