,id_cons,id_pais,con_bio_porc_anual,con_biocomb,con_carb_porc_anual,con_carbon,en_con_carb_porc_anual,con_gas_porc_anual,con_gas,con_hydro_porc_anual,con_hydro,con_nuc_porc_anual,con_nuc,con_petr_porc_anual,con_petr,con_sol_porc_anual,con_sol,con_eol_porc_anual,con_eol
839,C-BEN-2017,BEN,,,,,,,,,,,,,,,,,
840,C-BEN-2018,BEN,,,,,,,,,,,,,,,,,
841,C-BEN-2019,BEN,,,,,,,,,,,,,,,,,
842,C-BEN-2020,BEN,,,,,,,,,,,,,,,,,
843,C-BMU-1980,BMU,,,,,,,,,,,,,,,,,
844,C-BMU-1981,BMU,,,,,,,,,,,,,,,,,
845,C-BMU-1982,BMU,,,,,,,,,,,,,,,,,
846,C-BMU-1983,BMU,,,,,,,,,,,,,,,,,
847,C-BMU-1984,BMU,,,,,,,,,,,,,,,,,
848,C-BMU-1985,BMU,,,,,,,,,,,,,,,,,
849,C-BMU-1986,BMU,,,,,,,,,,,,,,,,,
850,C-BMU-1987,BMU,,,,,,,,,,,,,,,,,
851,C-BMU-1988,BMU,,,,,,,,,,,,,,,,,
852,C-BMU-1989,BMU,,,,,,,,,,,,,,,,,
853,C-BMU-1990,BMU,,,,,,,,,,,,,,,,,
854,C-BMU-1991,BMU,,,,,,,,,,,,,,,,,
855,C-BMU-1992,BMU,,,,,,,,,,,,,,,,,
856,C-BMU-1993,BMU,,,,,,,,,,,,,,,,,
857,C-BMU-1994,BMU,,,,,,,,,,,,,,,,,
858,C-BMU-1995,BMU,,,,,,,,,,,,,,,,,
859,C-BMU-1996,BMU,,,,,,,,,,,,,,,,,
860,C-BMU-1997,BMU,,,,,,,,,,,,,,,,,
861,C-BMU-1998,BMU,,,,,,,,,,,,,,,,,
862,C-BMU-1999,BMU,,,,,,,,,,,,,,,,,
863,C-BMU-2000,BMU,,,,,,,,,,,,,,,,,
864,C-BMU-2001,BMU,,,,,,,,,,,,,,,,,
865,C-BMU-2002,BMU,,,,,,,,,,,,,,,,,
866,C-BMU-2003,BMU,,,,,,,,,,,,,,,,,
867,C-BMU-2004,BMU,,,,,,,,,,,,,,,,,
868,C-BMU-2005,BMU,,,,,,,,,,,,,,,,,
869,C-BMU-2006,BMU,,,,,,,,,,,,,,,,,
870,C-BMU-2007,BMU,,,,,,,,,,,,,,,,,
871,C-BMU-2008,BMU,,,,,,,,,,,,,,,,,
872,C-BMU-2009,BMU,,,,,,,,,,,,,,,,,
873,C-BMU-2010,BMU,,,,,,,,,,,,,,,,,
874,C-BMU-2011,BMU,,,,,,,,,,,,,,,,,
875,C-BMU-2012,BMU,,,,,,,,,,,,,,,,,
876,C-BMU-2013,BMU,,,,,,,,,,,,,,,,,
877,C-BMU-2014,BMU,,,,,,,,,,,,,,,,,
878,C-BMU-2015,BMU,,,,,,,,,,,,,,,,,
879,C-BMU-2016,BMU,,,,,,,,,,,,,,,,,
880,C-BMU-2017,BMU,,,,,,,,,,,,,,,,,
881,C-BMU-2018,BMU,,,,,,,,,,,,,,,,,
882,C-BMU-2019,BMU,,,,,,,,,,,,,,,,,
883,C-BMU-2020,BMU,,,,,,,,,,,,,,,,,
884,C-BTN-1980,BTN,,,,,,,,,,,,,,,,,
885,C-BTN-1981,BTN,,,,,,,,,,,,,,,,,
886,C-BTN-1982,BTN,,,,,,,,,,,,,,,,,
887,C-BTN-1983,BTN,,,,,,,,,,,,,,,,,
888,C-BTN-1984,BTN,,,,,,,,,,,,,,,,,
889,C-BTN-1985,BTN,,,,,,,,,,,,,,,,,
890,C-BTN-1986,BTN,,,,,,,,,,,,,,,,,
891,C-BTN-1987,BTN,,,,,,,,,,,,,,,,,
892,C-BTN-1988,BTN,,,,,,,,,,,,,,,,,
893,C-BTN-1989,BTN,,,,,,,,,,,,,,,,,
894,C-BTN-1990,BTN,,,,,,,,,,,,,,,,,
895,C-BTN-1991,BTN,,,,,,,,,,,,,,,,,
896,C-BTN-1992,BTN,,,,,,,,,,,,,,,,,
897,C-BTN-1993,BTN,,,,,,,,,,,,,,,,,
898,C-BTN-1994,BTN,,,,,,,,,,,,,,,,,
899,C-BTN-1995,BTN,,,,,,,,,,,,,,,,,
900,C-BTN-1996,BTN,,,,,,,,,,,,,,,,,
901,C-BTN-1997,BTN,,,,,,,,,,,,,,,,,
902,C-BTN-1998,BTN,,,,,,,,,,,,,,,,,
903,C-BTN-1999,BTN,,,,,,,,,,,,,,,,,
904,C-BTN-2000,BTN,,,,,,,,,,,,,,,,,
905,C-BTN-2001,BTN,,,,,,,,,,,,,,,,,
906,C-BTN-2002,BTN,,,,,,,,,,,,,,,,,
907,C-BTN-2003,BTN,,,,,,,,,,,,,,,,,
908,C-BTN-2004,BTN,,,,,,,,,,,,,,,,,
909,C-BTN-2005,BTN,,,,,,,,,,,,,,,,,
910,C-BTN-2006,BTN,,,,,,,,,,,,,,,,,
911,C-BTN-2007,BTN,,,,,,,,,,,,,,,,,
912,C-BTN-2008,BTN,,,,,,,,,,,,,,,,,
913,C-BTN-2009,BTN,,,,,,,,,,,,,,,,,
914,C-BTN-2010,BTN,,,,,,,,,,,,,,,,,
915,C-BTN-2011,BTN,,,,,,,,,,,,,,,,,
916,C-BTN-2012,BTN,,,,,,,,,,,,,,,,,
917,C-BTN-2013,BTN,,,,,,,,,,,,,,,,,
918,C-BTN-2014,BTN,,,,,,,,,,,,,,,,,
919,C-BTN-2015,BTN,,,,,,,,,,,,,,,,,
920,C-BTN-2016,BTN,,,,,,,,,,,,,,,,,
921,C-BTN-2017,BTN,,,,,,,,,,,,,,,,,
922,C-BTN-2018,BTN,,,,,,,,,,,,,,,,,
923,C-BTN-2019,BTN,,,,,,,,,,,,,,,,,
924,C-BTN-2020,BTN,,,,,,,,,,,,,,,,,
925,C-BOL-1980,BOL,,,,,,,,,,,,,,,,,
926,C-BOL-1981,BOL,,,,,,,,,,,,,,,,,
927,C-BOL-1982,BOL,,,,,,,,,,,,,,,,,
928,C-BOL-1983,BOL,,,,,,,,,,,,,,,,,
929,C-BOL-1984,BOL,,,,,,,,,,,,,,,,,
930,C-BOL-1985,BOL,,,,,,,,,,,,,,,,,
931,C-BOL-1986,BOL,,,,,,,,,,,,,,,,,
932,C-BOL-1987,BOL,,,,,,,,,,,,,,,,,
933,C-BOL-1988,BOL,,,,,,,,,,,,,,,,,
934,C-BOL-1989,BOL,,,,,,,,,,,,,,,,,
935,C-BOL-1990,BOL,,,,,,,,,,,,,,,,,
936,C-BOL-1991,BOL,,,,,,,,,,,,,,,,,
937,C-BOL-1992,BOL,,,,,,,,,,,,,,,,,
938,C-BOL-1993,BOL,,,,,,,,,,,,,,,,,
939,C-BOL-1994,BOL,,,,,,,,,,,,,,,,,
940,C-BOL-1995,BOL,,,,,,,,,,,,,,,,,
941,C-BOL-1996,BOL,,,,,,,,,,,,,,,,,
942,C-BOL-1997,BOL,,,,,,,,,,,,,,,,,
943,C-BOL-1998,BOL,,,,,,,,,,,,,,,,,
944,C-BOL-1999,BOL,,,,,,,,,,,,,,,,,
945,C-BOL-2000,BOL,,,,,,,,,,,,,,,,,
946,C-BOL-2001,BOL,,,,,,,,,,,,,,,,,
947,C-BOL-2002,BOL,,,,,,,,,,,,,,,,,
948,C-BOL-2003,BOL,,,,,,,,,,,,,,,,,
949,C-BOL-2004,BOL,,,,,,,,,,,,,,,,,
950,C-BOL-2005,BOL,,,,,,,,,,,,,,,,,
951,C-BOL-2006,BOL,,,,,,,,,,,,,,,,,
952,C-BOL-2007,BOL,,,,,,,,,,,,,,,,,
953,C-BOL-2008,BOL,,,,,,,,,,,,,,,,,
954,C-BOL-2009,BOL,,,,,,,,,,,,,,,,,
955,C-BOL-2010,BOL,,,,,,,,,,,,,,,,,
956,C-BOL-2011,BOL,,,,,,,,,,,,,,,,,
957,C-BOL-2012,BOL,,,,,,,,,,,,,,,,,
958,C-BOL-2013,BOL,,,,,,,,,,,,,,,,,
959,C-BOL-2014,BOL,,,,,,,,,,,,,,,,,
960,C-BOL-2015,BOL,,,,,,,,,,,,,,,,,
961,C-BOL-2016,BOL,,,,,,,,,,,,,,,,,
962,C-BOL-2017,BOL,,,,,,,,,,,,,,,,,
963,C-BOL-2018,BOL,,,,,,,,,,,,,,,,,
964,C-BOL-2019,BOL,,,,,,,,,,,,,,,,,
965,C-BOL-2020,BOL,,,,,,,,,,,,,,,,,
966,C-BOL-2021,BOL,,,,,,,,,,,,,,,,,
967,C-BIH-1992,BIH,,,,,,,,,,,,,,,,,
968,C-BIH-1993,BIH,,,,,,,,,,,,,,,,,
969,C-BIH-1994,BIH,,,,,,,,,,,,,,,,,
970,C-BIH-1995,BIH,,,,,,,,,,,,,,,,,
971,C-BIH-1996,BIH,,,,,,,,,,,,,,,,,
972,C-BIH-1997,BIH,,,,,,,,,,,,,,,,,
973,C-BIH-1998,BIH,,,,,,,,,,,,,,,,,
974,C-BIH-1999,BIH,,,,,,,,,,,,,,,,,
975,C-BIH-2000,BIH,,,,,,,,,,,,,,,,,
976,C-BIH-2001,BIH,,,,,,,,,,,,,,,,,
977,C-BIH-2002,BIH,,,,,,,,,,,,,,,,,
978,C-BIH-2003,BIH,,,,,,,,,,,,,,,,,
979,C-BIH-2004,BIH,,,,,,,,,,,,,,,,,
980,C-BIH-2005,BIH,,,,,,,,,,,,,,,,,
981,C-BIH-2006,BIH,,,,,,,,,,,,,,,,,
982,C-BIH-2007,BIH,,,,,,,,,,,,,,,,,
983,C-BIH-2008,BIH,,,,,,,,,,,,,,,,,
984,C-BIH-2009,BIH,,,,,,,,,,,,,,,,,
985,C-BIH-2010,BIH,,,,,,,,,,,,,,,,,
986,C-BIH-2011,BIH,,,,,,,,,,,,,,,,,
987,C-BIH-2012,BIH,,,,,,,,,,,,,,,,,
988,C-BIH-2013,BIH,,,,,,,,,,,,,,,,,
989,C-BIH-2014,BIH,,,,,,,,,,,,,,,,,
990,C-BIH-2015,BIH,,,,,,,,,,,,,,,,,
991,C-BIH-2016,BIH,,,,,,,,,,,,,,,,,
992,C-BIH-2017,BIH,,,,,,,,,,,,,,,,,
993,C-BIH-2018,BIH,,,,,,,,,,,,,,,,,
994,C-BIH-2019,BIH,,,,,,,,,,,,,,,,,
995,C-BIH-2020,BIH,,,,,,,,,,,,,,,,,
996,C-BIH-2021,BIH,,,,,,,,,,,,,,,,,
997,C-BWA-1980,BWA,,,,,,,,,,,,,,,,,
998,C-BWA-1981,BWA,,,,,,,,,,,,,,,,,
999,C-BWA-1982,BWA,,,,,,,,,,,,,,,,,
1000,C-BWA-1983,BWA,,,,,,,,,,,,,,,,,
1001,C-BWA-1984,BWA,,,,,,,,,,,,,,,,,
1002,C-BWA-1985,BWA,,,,,,,,,,,,,,,,,
1003,C-BWA-1986,BWA,,,,,,,,,,,,,,,,,
1004,C-BWA-1987,BWA,,,,,,,,,,,,,,,,,
1005,C-BWA-1988,BWA,,,,,,,,,,,,,,,,,
1006,C-BWA-1989,BWA,,,,,,,,,,,,,,,,,
1007,C-BWA-1990,BWA,,,,,,,,,,,,,,,,,
1008,C-BWA-1991,BWA,,,,,,,,,,,,,,,,,
1009,C-BWA-1992,BWA,,,,,,,,,,,,,,,,,
1010,C-BWA-1993,BWA,,,,,,,,,,,,,,,,,
1011,C-BWA-1994,BWA,,,,,,,,,,,,,,,,,
1012,C-BWA-1995,BWA,,,,,,,,,,,,,,,,,
1013,C-BWA-1996,BWA,,,,,,,,,,,,,,,,,
1014,C-BWA-1997,BWA,,,,,,,,,,,,,,,,,
1015,C-BWA-1998,BWA,,,,,,,,,,,,,,,,,
1016,C-BWA-1999,BWA,,,,,,,,,,,,,,,,,
1017,C-BWA-2000,BWA,,,,,,,,,,,,,,,,,
1018,C-BWA-2001,BWA,,,,,,,,,,,,,,,,,
1019,C-BWA-2002,BWA,,,,,,,,,,,,,,,,,
1020,C-BWA-2003,BWA,,,,,,,,,,,,,,,,,
1021,C-BWA-2004,BWA,,,,,,,,,,,,,,,,,
1022,C-BWA-2005,BWA,,,,,,,,,,,,,,,,,
1023,C-BWA-2006,BWA,,,,,,,,,,,,,,,,,
1024,C-BWA-2007,BWA,,,,,,,,,,,,,,,,,
1025,C-BWA-2008,BWA,,,,,,,,,,,,,,,,,
1026,C-BWA-2009,BWA,,,,,,,,,,,,,,,,,
1027,C-BWA-2010,BWA,,,,,,,,,,,,,,,,,
1028,C-BWA-2011,BWA,,,,,,,,,,,,,,,,,
1029,C-BWA-2012,BWA,,,,,,,,,,,,,,,,,
1030,C-BWA-2013,BWA,,,,,,,,,,,,,,,,,
1031,C-BWA-2014,BWA,,,,,,,,,,,,,,,,,
1032,C-BWA-2015,BWA,,,,,,,,,,,,,,,,,
1033,C-BWA-2016,BWA,,,,,,,,,,,,,,,,,
1034,C-BWA-2017,BWA,,,,,,,,,,,,,,,,,
1035,C-BWA-2018,BWA,,,,,,,,,,,,,,,,,
1036,C-BWA-2019,BWA,,,,,,,,,,,,,,,,,
1037,C-BWA-2020,BWA,,,,,,,,,,,,,,,,,
1038,C-BRA-1980,BRA,19.167,16.533,9.083,68.645,6.157,16.9,10.168,10.574,381.177,,0.0,-3.433,632.65,,0.0,,0.0
1039,C-BRA-1981,BRA,-7.051,15.367,-2.166,67.158,6.173,-10.269,9.124,1.441,386.671,,0.0,-4.591,603.608,,0.0,,0.0
1040,C-BRA-1982,BRA,46.234,22.472,5.709,70.992,6.213,42.889,13.037,7.928,417.326,,0.0,1.369,611.871,,0.0,,0.0
1041,C-BRA-1983,BRA,38.52,31.128,12.459,79.837,6.842,35.226,17.629,7.329,447.91,,0.0,-5.063,580.893,,0.0,,0.0
1042,C-BRA-1984,BRA,28.649,40.046,23.491,98.591,7.865,16.389,20.519,9.981,492.614,,4.662,1.223,587.997,,0.0,,0.0
1043,C-BRA-1985,BRA,22.999,49.257,18.213,116.548,8.73,25.445,25.74,7.072,527.453,105.782,9.594,1.482,596.712,,0.0,,0.0
1044,C-BRA-1986,BRA,31.833,64.937,1.239,117.993,8.298,16.503,29.987,2.267,539.411,-95.741,0.409,10.435,658.98,,0.0,,0.0
1045,C-BRA-1987,BRA,1.839,66.131,4.714,123.555,8.439,11.629,33.475,1.744,548.817,575.694,2.761,2.894,678.048,,0.0,,0.0
1046,C-BRA-1988,BRA,5.942,70.06,2.196,126.268,8.301,0.666,33.698,7.27,588.716,-37.513,1.725,1.753,689.933,,0.0,,0.0
1047,C-BRA-1989,BRA,8.017,75.677,-0.773,125.291,8.073,2.527,34.549,2.811,605.266,200.987,5.193,0.762,695.19,,0.0,,0.0
1048,C-BRA-1990,BRA,-10.02,68.094,-10.911,111.621,7.307,-8.955,31.455,0.986,611.233,22.24,6.348,-1.24,686.57,,0.0,,0.0
1049,C-BRA-1991,BRA,4.252,70.99,14.641,127.964,8.064,3.96,32.701,5.357,643.979,-35.539,4.092,1.127,694.311,,0.0,,0.0
1050,C-BRA-1992,BRA,-2.15,69.464,-2.957,124.18,7.478,13.282,37.044,2.553,660.423,21.983,4.991,7.832,748.691,,0.0,,0.0
1051,C-BRA-1993,BRA,4.281,72.437,3.025,127.936,7.375,17.143,43.395,5.248,695.085,-74.872,1.254,4.02,778.789,,0.0,,0.0
1052,C-BRA-1994,BRA,6.662,77.263,2.654,131.332,7.207,9.211,47.392,3.25,717.676,-87.557,0.156,6.746,831.327,,0.0,,0.0
1053,C-BRA-1995,BRA,3.404,79.893,4.872,137.73,7.198,10.367,52.305,4.615,750.794,4480.0,7.148,4.381,867.744,,0.0,,0.0
1054,C-BRA-1996,BRA,4.106,83.174,3.187,142.119,7.034,10.176,57.627,4.673,785.876,-3.652,6.887,6.38,923.109,,0.0,,0.006
1055,C-BRA-1997,BRA,-3.38,80.362,0.6,142.971,6.694,8.672,62.625,4.968,824.917,30.573,8.992,7.5,992.339,,0.0,100.0,0.012
1056,C-BRA-1998,BRA,-1.841,78.883,-2.05,140.04,6.325,4.801,65.632,4.48,861.871,3.029,9.264,4.242,1034.436,,0.0,25.0,0.015
1057,C-BRA-1999,BRA,0.23,79.064,1.262,141.808,6.293,18.663,77.88,0.525,866.398,21.807,11.285,1.527,1050.229,,0.0,-60.0,0.006
1058,C-BRA-2000,BRA,-14.388,67.689,6.61,151.181,6.591,24.608,97.045,3.892,900.116,52.024,17.156,-1.414,1035.381,,0.0,-50.0,0.003
1059,C-BRA-2001,BRA,-10.342,60.688,-1.583,148.788,6.64,26.603,122.862,-12.0,786.963,136.173,40.254,1.658,1052.545,,0.0,3390.0,0.103
1060,C-BRA-2002,BRA,12.937,68.539,-3.211,144.01,6.268,18.151,145.163,6.8,835.055,-3.102,38.753,-1.834,1033.237,,0.0,74.785,0.178
1061,C-BRA-2003,BRA,-4.951,65.146,3.756,149.419,6.384,11.925,162.473,6.824,886.324,-3.455,37.175,-3.051,1001.715,,0.0,0.0,0.177
1062,C-BRA-2004,BRA,11.498,72.637,4.844,156.657,6.388,18.927,193.225,4.967,924.425,-13.078,32.107,3.166,1033.433,,0.0,0.0,0.176
1063,C-BRA-2005,BRA,8.217,78.605,-3.557,151.085,5.988,4.164,201.271,5.193,966.278,-15.124,27.079,2.083,1054.958,,0.0,52.295,0.266
1064,C-BRA-2006,BRA,-6.723,73.321,-1.397,148.974,5.757,5.18,211.698,3.363,992.493,39.565,37.555,1.951,1075.544,,0.0,155.113,0.674
1065,C-BRA-2007,BRA,38.834,101.794,5.973,157.872,5.748,2.985,218.016,7.227,1057.573,-10.21,33.51,3.966,1118.2,,0.0,179.655,1.874
1066,C-BRA-2008,BRA,33.716,136.115,1.432,160.132,5.595,17.702,256.609,-1.192,1038.475,13.108,37.667,4.304,1166.329,,0.0,78.49,3.324
1067,C-BRA-2009,BRA,9.645,149.243,-19.312,129.207,4.541,-19.455,206.686,5.799,1091.917,-7.242,34.723,-0.793,1157.077,,0.0,4.649,3.457
1068,C-BRA-2010,BRA,6.829,159.434,30.177,168.198,5.366,33.423,275.768,3.146,1119.363,12.087,38.681,9.311,1264.815,,0.0,75.812,6.041
1069,C-BRA-2011,BRA,-8.672,145.608,6.823,179.673,5.483,-0.339,274.834,6.21,1181.623,7.824,41.453,6.103,1342.001,,0.0,24.268,7.462
1070,C-BRA-2012,BRA,-5.323,137.858,-1.043,177.8,5.324,18.532,325.765,-3.033,1138.841,2.42,42.199,3.488,1388.81,,0.003,86.707,13.847
1071,C-BRA-2013,BRA,17.444,161.906,7.788,191.647,5.547,17.823,383.828,-5.863,1065.617,-3.671,40.406,5.314,1462.605,389.142,0.013,30.215,17.922
1072,C-BRA-2014,BRA,10.398,178.741,6.326,203.77,5.763,5.921,406.555,-4.489,1011.683,-0.461,39.978,3.368,1511.864,235.485,0.044,85.683,33.079
1073,C-BRA-2015,BRA,18.523,211.85,0.594,204.981,5.952,5.611,429.365,-3.668,968.777,-4.19,38.075,-9.185,1372.998,266.361,0.159,77.111,58.237
1074,C-BRA-2016,BRA,-9.106,192.56,-9.675,185.15,5.499,-13.622,370.879,5.884,1019.713,7.671,40.754,-4.999,1304.367,44.712,0.228,54.857,89.651
1075,C-BRA-2017,BRA,5.041,202.267,5.469,195.275,5.737,1.467,376.32,-2.626,987.09,-0.789,40.194,1.114,1318.897,875.613,2.214,26.529,112.768
1076,C-BRA-2018,BRA,15.999,234.628,-2.2,190.978,5.588,-4.627,358.908,4.87,1029.111,-0.415,39.793,-5.0,1252.957,316.131,9.158,14.4,128.252
1077,C-BRA-2019,BRA,11.062,260.582,-6.004,179.512,5.147,-0.439,357.333,2.29,1048.793,2.903,40.797,0.575,1260.162,92.249,17.541,15.493,147.577
1078,C-BRA-2020,BRA,-6.901,242.6,-9.124,163.133,4.894,-12.061,314.237,-0.376,1041.012,-12.873,35.415,-7.027,1171.613,61.518,28.228,1.902,149.832
1079,C-BRA-2021,BRA,5.306,255.472,21.317,197.908,5.67,28.713,404.465,-8.467,949.379,4.64,36.923,5.656,1237.876,55.859,43.835,26.705,189.149
1080,C-VGB-1980,VGB,,,,,,,,,,,,,,,,,
1081,C-VGB-1981,VGB,,,,,,,,,,,,,,,,,
1082,C-VGB-1982,VGB,,,,,,,,,,,,,,,,,
1083,C-VGB-1983,VGB,,,,,,,,,,,,,,,,,
1084,C-VGB-1984,VGB,,,,,,,,,,,,,,,,,
1085,C-VGB-1985,VGB,,,,,,,,,,,,,,,,,
1086,C-VGB-1986,VGB,,,,,,,,,,,,,,,,,
1087,C-VGB-1987,VGB,,,,,,,,,,,,,,,,,
1088,C-VGB-1988,VGB,,,,,,,,,,,,,,,,,
1089,C-VGB-1989,VGB,,,,,,,,,,,,,,,,,
1090,C-VGB-1990,VGB,,,,,,,,,,,,,,,,,
1091,C-VGB-1991,VGB,,,,,,,,,,,,,,,,,
1092,C-VGB-1992,VGB,,,,,,,,,,,,,,,,,
1093,C-VGB-1993,VGB,,,,,,,,,,,,,,,,,
1094,C-VGB-1994,VGB,,,,,,,,,,,,,,,,,
1095,C-VGB-1995,VGB,,,,,,,,,,,,,,,,,
1096,C-VGB-1996,VGB,,,,,,,,,,,,,,,,,
1097,C-VGB-1997,VGB,,,,,,,,,,,,,,,,,
1098,C-VGB-1998,VGB,,,,,,,,,,,,,,,,,
1099,C-VGB-1999,VGB,,,,,,,,,,,,,,,,,
1100,C-VGB-2000,VGB,,,,,,,,,,,,,,,,,
1101,C-VGB-2001,VGB,,,,,,,,,,,,,,,,,
1102,C-VGB-2002,VGB,,,,,,,,,,,,,,,,,
1103,C-VGB-2003,VGB,,,,,,,,,,,,,,,,,
1104,C-VGB-2004,VGB,,,,,,,,,,,,,,,,,
1105,C-VGB-2005,VGB,,,,,,,,,,,,,,,,,
1106,C-VGB-2006,VGB,,,,,,,,,,,,,,,,,
1107,C-VGB-2007,VGB,,,,,,,,,,,,,,,,,
1108,C-VGB-2008,VGB,,,,,,,,,,,,,,,,,
1109,C-VGB-2009,VGB,,,,,,,,,,,,,,,,,
1110,C-VGB-2010,VGB,,,,,,,,,,,,,,,,,
1111,C-VGB-2011,VGB,,,,,,,,,,,,,,,,,
1112,C-VGB-2012,VGB,,,,,,,,,,,,,,,,,
1113,C-VGB-2013,VGB,,,,,,,,,,,,,,,,,
1114,C-VGB-2014,VGB,,,,,,,,,,,,,,,,,
1115,C-VGB-2015,VGB,,,,,,,,,,,,,,,,,
1116,C-VGB-2016,VGB,,,,,,,,,,,,,,,,,
1117,C-VGB-2017,VGB,,,,,,,,,,,,,,,,,
1118,C-VGB-2018,VGB,,,,,,,,,,,,,,,,,
1119,C-VGB-2019,VGB,,,,,,,,,,,,,,,,,
1120,C-VGB-2020,VGB,,,,,,,,,,,,,,,,,
1121,C-BRN-1980,BRN,,,,,,,,,,,,,,,,,
1122,C-BRN-1981,BRN,,,,,,,,,,,,,,,,,
1123,C-BRN-1982,BRN,,,,,,,,,,,,,,,,,
1124,C-BRN-1983,BRN,,,,,,,,,,,,,,,,,
1125,C-BRN-1984,BRN,,,,,,,,,,,,,,,,,
1126,C-BRN-1985,BRN,,,,,,,,,,,,,,,,,
1127,C-BRN-1986,BRN,,,,,,,,,,,,,,,,,
1128,C-BRN-1987,BRN,,,,,,,,,,,,,,,,,
1129,C-BRN-1988,BRN,,,,,,,,,,,,,,,,,
1130,C-BRN-1989,BRN,,,,,,,,,,,,,,,,,
1131,C-BRN-1990,BRN,,,,,,,,,,,,,,,,,
1132,C-BRN-1991,BRN,,,,,,,,,,,,,,,,,
1133,C-BRN-1992,BRN,,,,,,,,,,,,,,,,,
1134,C-BRN-1993,BRN,,,,,,,,,,,,,,,,,
1135,C-BRN-1994,BRN,,,,,,,,,,,,,,,,,
1136,C-BRN-1995,BRN,,,,,,,,,,,,,,,,,
1137,C-BRN-1996,BRN,,,,,,,,,,,,,,,,,
1138,C-BRN-1997,BRN,,,,,,,,,,,,,,,,,
1139,C-BRN-1998,BRN,,,,,,,,,,,,,,,,,
1140,C-BRN-1999,BRN,,,,,,,,,,,,,,,,,
1141,C-BRN-2000,BRN,,,,,,,,,,,,,,,,,
1142,C-BRN-2001,BRN,,,,,,,,,,,,,,,,,
1143,C-BRN-2002,BRN,,,,,,,,,,,,,,,,,
1144,C-BRN-2003,BRN,,,,,,,,,,,,,,,,,
1145,C-BRN-2004,BRN,,,,,,,,,,,,,,,,,
1146,C-BRN-2005,BRN,,,,,,,,,,,,,,,,,
1147,C-BRN-2006,BRN,,,,,,,,,,,,,,,,,
1148,C-BRN-2007,BRN,,,,,,,,,,,,,,,,,
1149,C-BRN-2008,BRN,,,,,,,,,,,,,,,,,
1150,C-BRN-2009,BRN,,,,,,,,,,,,,,,,,
1151,C-BRN-2010,BRN,,,,,,,,,,,,,,,,,
1152,C-BRN-2011,BRN,,,,,,,,,,,,,,,,,
1153,C-BRN-2012,BRN,,,,,,,,,,,,,,,,,
1154,C-BRN-2013,BRN,,,,,,,,,,,,,,,,,
1155,C-BRN-2014,BRN,,,,,,,,,,,,,,,,,
1156,C-BRN-2015,BRN,,,,,,,,,,,,,,,,,
1157,C-BRN-2016,BRN,,,,,,,,,,,,,,,,,
1158,C-BRN-2017,BRN,,,,,,,,,,,,,,,,,
1159,C-BRN-2018,BRN,,,,,,,,,,,,,,,,,
1160,C-BRN-2019,BRN,,,,,,,,,,,,,,,,,
1161,C-BRN-2020,BRN,,,,,,,,,,,,,,,,,
1162,C-BRN-2021,BRN,,,,,,,,,,,,,,,,,
1163,C-BGR-1980,BGR,,,4.891,105.507,31.402,28.534,36.991,12.141,10.979,-0.243,17.493,2.142,165.021,,0.0,,0.0
1164,C-BGR-1981,BGR,,,1.543,107.136,32.364,8.78,40.239,-2.559,10.698,47.916,25.875,-10.868,147.086,,0.0,,0.0
1165,C-BGR-1982,BGR,,,5.059,112.555,33.19,10.658,44.528,-15.699,9.019,17.842,30.492,-3.096,142.532,,0.0,,0.0
1166,C-BGR-1983,BGR,,,-0.382,112.125,32.84,5.079,46.79,9.934,9.915,14.629,34.953,-3.428,137.646,,0.0,,0.0
1167,C-BGR-1984,BGR,,,0.156,112.299,33.083,5.141,49.195,-2.774,9.64,3.385,36.136,-3.972,132.179,,0.0,,0.0
1168,C-BGR-1985,BGR,,,4.37,117.207,34.792,9.072,53.658,-31.38,6.615,3.11,37.259,-7.595,122.139,,0.0,,0.0
1169,C-BGR-1986,BGR,,,2.788,120.475,35.059,-0.694,53.285,3.979,6.878,-8.08,34.249,5.41,128.747,,0.0,,0.0
1170,C-BGR-1987,BGR,,,-0.087,120.37,34.76,11.518,59.423,9.071,7.502,3.032,35.287,-3.911,123.712,,0.0,,0.0
1171,C-BGR-1988,BGR,,,-6.841,112.136,31.644,-2.858,57.724,2.326,7.676,28.9,45.485,6.171,131.346,,0.0,,0.0
1172,C-BGR-1989,BGR,,,2.064,114.451,32.58,2.943,59.423,3.659,7.957,-9.133,41.331,-2.452,128.125,,0.0,,0.0
1173,C-BGR-1990,BGR,,,-16.071,96.058,29.608,6.049,63.017,-30.212,5.553,0.68,41.612,-7.75,118.196,,0.0,,0.0
1174,C-BGR-1991,BGR,,,-10.615,85.862,32.737,-15.548,53.22,29.979,7.218,-10.099,37.41,-33.528,78.567,,0.0,,0.0
1175,C-BGR-1992,BGR,,,5.156,90.289,36.667,-11.459,47.121,-15.485,6.1,-12.379,32.779,-10.971,69.948,,0.0,,0.0
1176,C-BGR-1993,BGR,,,7.665,97.21,37.078,-6.951,43.846,-5.865,5.742,20.957,39.649,8.269,75.732,,0.0,,0.0
1177,C-BGR-1994,BGR,,,-8.455,88.991,35.255,0.039,43.863,-24.408,4.341,9.747,43.513,-5.303,71.716,,0.0,,0.0
1178,C-BGR-1995,BGR,,,0.012,89.002,32.762,20.693,52.939,57.629,6.842,12.559,48.978,3.042,73.898,,0.0,,0.0
