,id_cal_aire,id_pais,anio,pm2_5_gm3,pm10_gm3,no2_gm3
669,AIR-UGA-2013,UGA,2013,104.3,170.4,0.0
670,AIR-UGA-2017,UGA,2017,53.71,0.0,0.0
671,AIR-UGA-2018,UGA,2018,59.04,0.0,0.0
672,AIR-UGA-2019,UGA,2019,60.15,0.0,0.0
673,AIR-UKR-2018,UKR,2018,22.82,37.84,0.0
674,AIR-UKR-2019,UKR,2019,23.36,31.19,0.0
675,AIR-ARE-2011,ARE,2011,0.0,458.6,63.3
676,AIR-ARE-2012,ARE,2012,0.0,454.39,83.39
677,AIR-ARE-2013,ARE,2013,0.0,396.69,74.36
678,AIR-ARE-2014,ARE,2014,0.0,317.23,84.5
679,AIR-ARE-2015,ARE,2015,0.0,425.44,78.39
680,AIR-ARE-2017,ARE,2017,32.79,466.09000000000003,220.20999999999998
681,AIR-ARE-2018,ARE,2018,103.06,563.59,197.39
682,AIR-ARE-2019,ARE,2019,91.28,517.8199999999999,175.47
683,AIR-ARE-2020,ARE,2020,0.0,626.04,203.87
684,AIR-GBR-2010,GBR,2010,548.15,680.83,2039.05
685,AIR-GBR-2013,GBR,2013,657.07,710.8,2091.04
686,AIR-GBR-2014,GBR,2014,600.82,728.85,1943.3700000000001
687,AIR-GBR-2015,GBR,2015,564.46,725.56,2079.69
688,AIR-GBR-2016,GBR,2016,519.34,690.55,2228.71
689,AIR-GBR-2017,GBR,2017,480.35,672.49,2205.89
690,AIR-GBR-2018,GBR,2018,560.8,775.19,2225.43
691,AIR-GBR-2019,GBR,2019,585.12,898.41,2319.16
692,AIR-TZA-2011,TZA,2011,23.32,35.1,0.0
693,AIR-USA-2010,USA,2010,692.02,2095.78,1634.77
694,AIR-USA-2011,USA,2011,673.85,2009.54,1639.09
695,AIR-USA-2012,USA,2012,585.66,2329.29,1528.98
696,AIR-USA-2013,USA,2013,598.47,2218.7599999999998,1501.63
697,AIR-USA-2014,USA,2014,570.97,2145.3,1426.23
698,AIR-USA-2015,USA,2015,581.15,1990.53,1327.98
699,AIR-USA-2016,USA,2016,481.8,1894.14,1159.84
700,AIR-USA-2017,USA,2017,660.1,2194.89,1105.8
701,AIR-USA-2018,USA,2018,593.71,2087.97,1217.58
702,AIR-USA-2019,USA,2019,417.2,1844.52,1131.79
703,AIR-URY-2014,URY,2014,8.0,25.83,0.0
704,AIR-URY-2018,URY,2018,12.0,19.0,0.0
705,AIR-UZB-2018,UZB,2018,43.09,0.0,0.0
706,AIR-UZB-2019,UZB,2019,41.96,0.0,0.0
707,AIR-VEN-2011,VEN,2011,35.0,49.0,0.0
708,AIR-VEN-2012,VEN,2012,0.0,45.0,0.0
709,AIR-VNM-2011,VNM,2011,0.0,65.0,0.0
710,AIR-VNM-2012,VNM,2012,0.0,80.0,0.0
711,AIR-VNM-2013,VNM,2013,0.0,141.7,0.0
712,AIR-VNM-2014,VNM,2014,0.0,168.8,0.0
713,AIR-VNM-2015,VNM,2015,81.76,144.9,0.0
714,AIR-VNM-2016,VNM,2016,140.76,0.0,0.0
715,AIR-VNM-2017,VNM,2017,81.91,0.0,0.0
716,AIR-VNM-2018,VNM,2018,66.76,0.0,0.0
717,AIR-VNM-2019,VNM,2019,78.71000000000001,0.0,0.0
