,id_gen,id_pais,poblacion,pbi,gen_biocomb,gen_bio_porc,gen_carbon,gen_carbon_porc,gen_gas,gen_gas_porc,gen_hidro,gen_hidro_porc,import_netas,import_netas_porc,gen_nuclear,gen_nuclear_porc,gen_petroleo,gen_petroleo_porc,gen_solar,gen_solar_porc,gen_eolica,gen_eolica_porc
2315,G-EGY-1980,EGY,43309064.0,140607635456.0,,,,,,,9.802,,,,0.0,,,,0.0,,0.0,
2316,G-EGY-1981,EGY,44400112.0,146244911104.0,,,,,,,10.213,,,,0.0,,,,0.0,,0.0,
2317,G-EGY-1982,EGY,45539296.0,161850654720.0,,,,,,,10.492,,,,0.0,,,,0.0,,0.0,
2318,G-EGY-1983,EGY,46728284.0,174291288064.0,,,,,,,9.815,,,,0.0,,,,0.0,,0.0,
2319,G-EGY-1984,EGY,47968644.0,184976097280.0,,,,,,,9.63,,,,0.0,,,,0.0,,0.0,
2320,G-EGY-1985,EGY,49258728.0,197156323328.0,,,0.0,0.0,9.236,30.53,9.148,30.238,,,0.0,0.0,11.869,39.232,0.0,0.0,0.0,0.0
2321,G-EGY-1986,EGY,50602360.0,202297851904.0,,,0.0,0.0,10.289,31.696,8.972,27.639,,,0.0,0.0,13.2,40.664,0.0,0.0,0.0,0.0
2322,G-EGY-1987,EGY,51991696.0,207425830912.0,,,0.0,0.0,11.716,32.86,8.969,25.157,,,0.0,0.0,14.969,41.983,0.0,0.0,0.0,0.0
2323,G-EGY-1988,EGY,53399244.0,216114298880.0,,,0.0,0.0,13.156,33.983,8.829,22.807,,,0.0,0.0,16.728,43.211,0.0,0.0,0.0,0.0
2324,G-EGY-1989,EGY,54788680.0,222664802304.0,,,0.0,0.0,13.715,33.769,9.487,23.359,,,0.0,0.0,17.413,42.873,0.0,0.0,0.0,0.0
2325,G-EGY-1990,EGY,56134476.0,227979902976.0,,,0.0,0.0,16.446,39.201,9.953,23.724,,,0.0,0.0,15.554,37.074,0.0,0.0,0.0,0.0
2326,G-EGY-1991,EGY,57424552.0,241323327488.0,,,0.0,0.0,20.406,47.154,9.916,22.913,,,0.0,0.0,12.953,29.932,0.0,0.0,0.0,0.0
2327,G-EGY-1992,EGY,58666812.0,254191042560.0,,,0.0,0.0,22.944,51.003,9.8,21.784,,,0.0,0.0,12.243,27.213,0.0,0.0,0.0,0.0
2328,G-EGY-1993,EGY,59880656.0,269984907264.0,,,0.0,0.0,26.173,56.0,10.092,21.594,,,0.0,0.0,10.472,22.406,0.0,0.0,0.0,0.0
2329,G-EGY-1994,EGY,61095804.0,286215798784.0,,,0.0,0.0,29.292,60.333,10.728,22.097,,,0.0,0.0,8.531,17.571,0.0,0.0,0.0,0.0
2330,G-EGY-1995,EGY,62334024.0,305979195392.0,,,0.0,0.0,30.45,60.116,11.192,22.096,,,0.0,0.0,9.01,17.788,0.0,0.0,0.0,0.0
2331,G-EGY-1996,EGY,63601632.0,328668905472.0,,,0.0,0.0,31.514,58.827,11.484,21.437,,,0.0,0.0,10.573,19.736,0.0,0.0,0.0,0.0
2332,G-EGY-1997,EGY,64892268.0,354474459136.0,,,0.0,0.0,32.68,57.551,11.771,20.729,,,0.0,0.0,12.333,21.72,0.0,0.0,0.0,0.0
2333,G-EGY-1998,EGY,66200256.0,380472688640.0,,,0.0,0.0,32.529,53.593,12.104,19.943,,,0.0,0.0,16.063,26.464,0.0,0.0,0.0,0.0
2334,G-EGY-1999,EGY,67515592.0,409778257920.0,,,0.0,0.0,37.227,56.635,13.441,20.448,,,0.0,0.0,15.052,22.899,0.0,0.0,0.012,0.018
2335,G-EGY-2000,EGY,68831560.0,443940929536.0,0.0,0.0,0.0,0.0,42.188,57.541,14.178,19.337,-0.15,-0.202,0.0,0.0,16.872,23.012,0.0,0.0,0.08,0.11
2336,G-EGY-2001,EGY,70152664.0,475162705920.0,0.0,0.0,0.0,0.0,48.471,60.054,14.413,17.858,-0.24,-0.303,0.0,0.0,17.648,21.865,0.001,0.001,0.179,0.222
2337,G-EGY-2002,EGY,71485048.0,501186265088.0,0.0,0.0,0.0,0.0,57.451,66.62,13.995,16.228,-0.73,-0.868,0.0,0.0,14.577,16.904,0.001,0.001,0.213,0.246
2338,G-EGY-2003,EGY,72826104.0,527963291648.0,0.0,0.0,0.0,0.0,64.025,69.451,12.939,14.036,-0.89,-0.993,0.0,0.0,14.936,16.202,0.001,0.001,0.286,0.31
2339,G-EGY-2004,EGY,74172072.0,560813244416.0,0.0,0.0,0.0,0.0,74.448,75.772,12.832,13.06,-0.7,-0.733,0.0,0.0,10.468,10.654,0.001,0.001,0.504,0.513
2340,G-EGY-2005,EGY,75523576.0,599346511872.0,0.0,0.0,0.0,0.0,76.79,73.17,12.644,12.048,-0.78,-0.762,0.0,0.0,15.003,14.295,0.001,0.001,0.51,0.486
2341,G-EGY-2006,EGY,76873672.0,649072410624.0,0.0,0.0,0.0,0.0,83.06,74.386,12.785,11.449,-0.35,-0.321,0.0,0.0,15.211,13.622,0.001,0.001,0.605,0.542
2342,G-EGY-2007,EGY,78232128.0,711521730560.0,0.0,0.0,0.0,0.0,89.212,74.425,14.217,11.861,-0.56,-0.474,0.0,0.0,15.774,13.16,0.001,0.001,0.662,0.553
2343,G-EGY-2008,EGY,79636080.0,772704108544.0,0.0,0.0,0.0,0.0,93.732,72.777,15.096,11.721,-0.9,-0.729,0.0,0.0,19.033,14.778,0.002,0.001,0.93,0.722
2344,G-EGY-2009,EGY,81134792.0,828245147648.0,0.0,0.0,0.0,0.0,96.174,71.629,13.773,10.258,-0.94,-0.719,0.0,0.0,23.281,17.339,0.002,0.002,1.037,0.772
2345,G-EGY-2010,EGY,82761240.0,895092326400.0,0.0,0.0,0.0,0.0,107.935,74.731,12.955,8.969,-1.44,-1.046,0.0,0.0,22.108,15.307,0.025,0.017,1.409,0.976
2346,G-EGY-2011,EGY,84529248.0,919296081920.0,0.0,0.0,0.0,0.0,115.715,77.369,12.99,8.685,-1.58,-1.171,0.0,0.0,19.118,12.783,0.245,0.164,1.495,0.999
2347,G-EGY-2012,EGY,86422240.0,945768431616.0,0.0,0.0,0.0,0.0,124.363,76.375,13.028,8.001,-0.4,-0.282,0.0,0.0,23.601,14.494,0.504,0.31,1.336,0.821
2348,G-EGY-2013,EGY,88404648.0,971071815680.0,0.0,0.0,0.0,0.0,120.333,72.901,13.236,8.019,-0.4,-0.276,0.0,0.0,29.892,18.11,0.025,0.015,1.577,0.955
2349,G-EGY-2014,EGY,90424672.0,1018607042560.0,0.0,0.0,0.0,0.0,121.379,70.884,13.587,7.935,-0.68,-0.449,0.0,0.0,35.101,20.499,0.14,0.081,1.028,0.6
2350,G-EGY-2015,EGY,92442544.0,1058643968000.0,0.0,0.0,0.0,0.0,126.441,69.536,13.684,7.525,-0.69,-0.424,0.0,0.0,39.775,21.874,0.042,0.023,1.895,1.042
2351,G-EGY-2016,EGY,94447072.0,1104510713856.0,0.0,0.0,0.0,0.0,135.767,72.143,13.198,7.013,-0.27,-0.161,0.0,0.0,36.596,19.446,0.234,0.124,2.397,1.274
2352,G-EGY-2017,EGY,96442592.0,1159010320384.0,0.0,0.0,0.0,0.0,150.077,77.675,12.788,6.619,-0.34,-0.195,0.0,0.0,27.634,14.302,0.603,0.312,2.11,1.092
2353,G-EGY-2018,EGY,98423600.0,1221832605696.0,0.0,0.0,0.0,0.0,159.274,79.877,12.813,6.426,-0.27,-0.152,0.0,0.0,23.772,11.922,0.553,0.277,2.987,1.498
2354,G-EGY-2019,EGY,100388080.0,,0.0,0.0,0.0,0.0,154.765,77.165,14.08,7.02,-0.29,-0.159,0.0,0.0,25.25,12.589,1.49,0.743,4.979,2.482
2355,G-EGY-2020,EGY,102334408.0,,0.0,0.0,0.0,0.0,151.284,76.171,14.903,7.504,-0.29,-0.184,0.0,0.0,22.738,11.448,2.837,1.428,6.848,3.448
2356,G-EGY-2021,EGY,104258328.0,,0.0,0.0,0.0,0.0,157.643,75.191,14.637,6.981,-0.29,-0.166,0.0,0.0,26.918,12.839,2.829,1.349,7.629,3.639
2357,G-SLV-1980,SLV,4591135.0,17280720896.0,,,,,,,,,,,,,,,,,,
2358,G-SLV-1981,SLV,4666361.0,15850661888.0,,,,,,,,,,,,,,,,,,
2359,G-SLV-1982,SLV,4737256.0,14958442496.0,,,,,,,,,,,,,,,,,,
2360,G-SLV-1983,SLV,4804936.0,15073953792.0,,,,,,,,,,,,,,,,,,
2361,G-SLV-1984,SLV,4871041.0,15421202432.0,,,,,,,,,,,,,,,,,,
2362,G-SLV-1985,SLV,4936803.0,15722767360.0,,,,,,,,,,,,,,,,,,
2363,G-SLV-1986,SLV,5002339.0,15830937600.0,,,,,,,,,,,,,,,,,,
2364,G-SLV-1987,SLV,5067531.0,16252802048.0,,,,,,,,,,,,,,,,,,
2365,G-SLV-1988,SLV,5133273.0,16515979264.0,,,,,,,,,,,,,,,,,,
2366,G-SLV-1989,SLV,5200608.0,16692308992.0,,,,,,,,,,,,,,,,,,
2367,G-SLV-1990,SLV,5270074.0,17260965888.0,,,,,,,,,,,,,,,,,,
2368,G-SLV-1991,SLV,5342190.0,18153449472.0,,,,,,,,,,,,,,,,,,
2369,G-SLV-1992,SLV,5416327.0,19825256448.0,,,,,,,,,,,,,,,,,,
2370,G-SLV-1993,SLV,5490478.0,21604952064.0,,,,,,,,,,,,,,,,,,
2371,G-SLV-1994,SLV,5561916.0,23258529792.0,,,,,,,,,,,,,,,,,,
2372,G-SLV-1995,SLV,5628602.0,25119266816.0,,,,,,,,,,,,,,,,,,
2373,G-SLV-1996,SLV,5689943.0,25931149312.0,,,,,,,,,,,,,,,,,,
2374,G-SLV-1997,SLV,5746288.0,27444885504.0,,,,,,,,,,,,,,,,,,
2375,G-SLV-1998,SLV,5797764.0,28907124736.0,,,,,,,,,,,,,,,,,,
2376,G-SLV-1999,SLV,5844834.0,30355224576.0,,,,,,,,,,,,,,,,,,
2377,G-SLV-2000,SLV,5887930.0,31478454272.0,0.06,1.609,0.0,0.0,0.29,7.775,1.16,31.099,0.79,17.478,0.0,0.0,1.43,38.338,0.0,0.0,0.0,0.0
2378,G-SLV-2001,SLV,5927001.0,32499939328.0,0.18,4.749,0.0,0.0,0.21,5.541,1.15,30.343,0.66,14.831,0.0,0.0,1.28,33.773,0.0,0.0,0.0,0.0
2379,G-SLV-2002,SLV,5962139.0,33751220224.0,0.24,6.045,0.0,0.0,0.26,6.549,1.13,28.463,0.38,8.736,0.0,0.0,1.35,34.005,0.0,0.0,0.0,0.0
2380,G-SLV-2003,SLV,5994075.0,35029540864.0,0.29,6.792,0.0,0.0,0.23,5.386,1.45,33.958,0.33,7.174,0.0,0.0,1.27,29.742,0.0,0.0,0.0,0.0
2381,G-SLV-2004,SLV,6023801.0,36185186304.0,0.31,7.126,0.0,0.0,0.26,5.977,1.37,31.494,0.38,8.034,0.0,0.0,1.4,32.184,0.0,0.0,0.0,0.0
2382,G-SLV-2005,SLV,6052124.0,38001442816.0,0.31,6.596,0.0,0.0,0.26,5.532,1.66,35.319,0.28,5.622,0.0,0.0,1.42,30.213,0.0,0.0,0.0,0.0
2383,G-SLV-2006,SLV,6079395.0,40054317056.0,0.35,6.239,0.0,0.0,0.29,5.169,1.96,34.938,0.0,0.0,0.0,0.0,1.87,33.333,0.0,0.0,0.0,0.0
2384,G-SLV-2007,SLV,6105810.0,42202460160.0,0.36,6.294,0.0,0.0,0.28,4.895,1.73,30.245,0.03,0.522,0.0,0.0,1.97,34.441,0.0,0.0,0.0,0.0
2385,G-SLV-2008,SLV,6131767.0,43393064960.0,0.32,5.342,0.0,0.0,0.26,4.341,2.03,33.89,-0.01,-0.167,0.0,0.0,1.86,31.052,0.0,0.0,0.0,0.0
2386,G-SLV-2009,SLV,6157678.0,42668179456.0,0.4,6.849,0.0,0.0,0.28,4.795,1.5,25.685,0.13,2.178,0.0,0.0,2.14,36.644,0.0,0.0,0.0,0.0
2387,G-SLV-2010,SLV,6183877.0,43862777856.0,0.32,5.47,0.0,0.0,0.22,3.761,2.08,35.556,0.09,1.515,0.0,0.0,1.71,29.231,0.0,0.0,0.0,0.0
2388,G-SLV-2011,SLV,6210567.0,45520506880.0,0.5,8.418,0.0,0.0,0.22,3.704,2.01,33.838,0.11,1.818,0.0,0.0,1.68,28.283,0.0,0.0,0.0,0.0
2389,G-SLV-2012,SLV,6237922.0,46608113664.0,0.69,11.349,0.0,0.0,0.24,3.947,1.84,30.263,0.09,1.459,0.0,0.0,1.78,29.276,0.0,0.0,0.0,0.0
2390,G-SLV-2013,SLV,6266076.0,48017379328.0,0.67,10.912,0.0,0.0,0.23,3.746,1.78,28.99,0.19,3.002,0.0,0.0,1.88,30.619,0.02,0.326,0.0,0.0
2391,G-SLV-2014,SLV,6295124.0,49026875392.0,0.74,12.151,0.0,0.0,0.22,3.612,1.71,28.079,0.38,5.873,0.0,0.0,1.84,30.213,0.02,0.328,0.0,0.0
2392,G-SLV-2015,SLV,6325121.0,50319724544.0,0.58,9.764,0.0,0.0,0.26,4.377,1.35,22.727,0.9,13.158,0.0,0.0,2.18,36.7,0.03,0.505,0.0,0.0
2393,G-SLV-2016,SLV,6356137.0,51736932352.0,0.72,12.101,0.0,0.0,0.25,4.202,1.26,21.176,0.99,14.265,0.0,0.0,2.1,35.294,0.04,0.672,0.0,0.0
2394,G-SLV-2017,SLV,6388124.0,53130547200.0,0.48,9.006,0.0,0.0,0.16,3.002,1.62,30.394,1.59,22.977,0.0,0.0,1.34,25.141,0.16,3.002,0.0,0.0
2395,G-SLV-2018,SLV,6420740.0,54756343808.0,0.51,9.659,0.0,0.0,0.15,2.841,1.54,29.167,1.76,25.0,0.0,0.0,1.26,23.864,0.28,5.303,0.0,0.0
2396,G-SLV-2019,SLV,6453550.0,,0.67,11.279,0.0,0.0,0.2,3.367,1.44,24.242,1.29,17.842,0.0,0.0,1.67,28.114,0.49,8.249,0.0,0.0
2397,G-SLV-2020,SLV,6486201.0,,0.69,10.407,0.0,0.0,0.21,3.167,1.99,30.015,1.29,16.288,0.0,0.0,1.77,26.697,0.5,7.541,0.0,0.0
2398,G-SLV-2021,SLV,6518500.0,,0.76,11.533,0.0,0.0,0.21,3.187,1.72,26.1,1.29,16.371,0.0,0.0,1.74,26.404,0.57,8.649,0.12,1.821
2399,G-GNQ-1980,GNQ,249931.0,668928000.0,,,,,,,,,,,,,,,,,,
2400,G-GNQ-1981,GNQ,264370.0,708016000.0,,,,,,,,,,,,,,,,,,
2401,G-GNQ-1982,GNQ,284638.0,721905024.0,,,,,,,,,,,,,,,,,,
2402,G-GNQ-1983,GNQ,308208.0,760200000.0,,,,,,,,,,,,,,,,,,
2403,G-GNQ-1984,GNQ,331554.0,767654976.0,,,,,,,,,,,,,,,,,,
2404,G-GNQ-1985,GNQ,352116.0,865150016.0,,,,,,,,,,,,,,,,,,
2405,G-GNQ-1986,GNQ,369024.0,846355968.0,,,,,,,,,,,,,,,,,,
2406,G-GNQ-1987,GNQ,382977.0,882017984.0,,,,,,,,,,,,,,,,,,
2407,G-GNQ-1988,GNQ,394973.0,907104000.0,,,,,,,,,,,,,,,,,,
2408,G-GNQ-1989,GNQ,406620.0,894918976.0,,,,,,,,,,,,,,,,,,
2409,G-GNQ-1990,GNQ,419188.0,917854016.0,,,,,,,,,,,,,,,,,,
2410,G-GNQ-1991,GNQ,432844.0,925022336.0,,,,,,,,,,,,,,,,,,
2411,G-GNQ-1992,GNQ,447269.0,1054728192.0,,,,,,,,,,,,,,,,,,
2412,G-GNQ-1993,GNQ,462637.0,1160722176.0,,,,,,,,,,,,,,,,,,
2413,G-GNQ-1994,GNQ,479099.0,1275597184.0,,,,,,,,,,,,,,,,,,
2414,G-GNQ-1995,GNQ,496768.0,1433333504.0,,,,,,,,,,,,,,,,,,
2415,G-GNQ-1996,GNQ,515844.0,1938736000.0,,,,,,,,,,,,,,,,,,
2416,G-GNQ-1997,GNQ,536459.0,3808985856.0,,,,,,,,,,,,,,,,,,
2417,G-GNQ-1998,GNQ,558496.0,4506472960.0,,,,,,,,,,,,,,,,,,
2418,G-GNQ-1999,GNQ,581765.0,5587884544.0,,,,,,,,,,,,,,,,,,
2419,G-GNQ-2000,GNQ,606180.0,6341192192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,11.111,0.0,0.0,0.0,0.0,0.08,88.889,0.0,0.0,0.0,0.0
2420,G-GNQ-2001,GNQ,631662.0,10710877184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,16.667,0.0,0.0,0.0,0.0,0.05,83.333,0.0,0.0,0.0,0.0
2421,G-GNQ-2002,GNQ,658388.0,12944267264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9.091,0.0,0.0,0.0,0.0,0.1,90.909,0.0,0.0,0.0,0.0
2422,G-GNQ-2003,GNQ,686670.0,14778141696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,8.333,0.0,0.0,0.0,0.0,0.11,91.667,0.0,0.0,0.0,0.0
2423,G-GNQ-2004,GNQ,716949.0,18414356480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,5.882,0.0,0.0,0.0,0.0,0.16,94.118,0.0,0.0,0.0,0.0
2424,G-GNQ-2005,GNQ,749527.0,20168024064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,5.0,0.0,0.0,0.0,0.0,0.19,95.0,0.0,0.0,0.0,0.0
2425,G-GNQ-2006,GNQ,784494.0,21346957312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.846,0.0,0.0,0.0,0.0,0.25,96.154,0.0,0.0,0.0,0.0
2426,G-GNQ-2007,GNQ,821686.0,24766652416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.125,0.0,0.0,0.0,0.0,0.31,96.875,0.0,0.0,0.0,0.0
2427,G-GNQ-2008,GNQ,860839.0,29298388992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,10.87,0.0,0.0,0.0,0.0,0.41,89.13,0.0,0.0,0.0,0.0
2428,G-GNQ-2009,GNQ,901589.0,29853093888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,9.804,0.0,0.0,0.0,0.0,0.46,90.196,0.0,0.0,0.0,0.0
2429,G-GNQ-2010,GNQ,943640.0,27366670336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.172,0.0,0.0,0.0,0.0,0.55,94.828,0.0,0.0,0.0,0.0
2430,G-GNQ-2011,GNQ,986861.0,29285787648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4.615,0.0,0.0,0.0,0.0,0.62,95.385,0.0,0.0,0.0,0.0
2431,G-GNQ-2012,GNQ,1031191.0,31730929664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,8.889,0.0,0.0,0.0,0.0,0.82,91.111,0.0,0.0,0.0,0.0
2432,G-GNQ-2013,GNQ,1076412.0,30419136512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,17.857,0.0,0.0,0.0,0.0,1.15,82.143,0.0,0.0,0.0,0.0
2433,G-GNQ-2014,GNQ,1122273.0,30256852992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,23.602,0.0,0.0,0.0,0.0,1.23,76.398,0.0,0.0,0.0,0.0
2434,G-GNQ-2015,GNQ,1168575.0,28026101760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,31.818,0.0,0.0,0.0,0.0,1.2,68.182,0.0,0.0,0.0,0.0
2435,G-GNQ-2016,GNQ,1215181.0,25287602176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,32.759,0.0,0.0,0.0,0.0,1.17,67.241,0.0,0.0,0.0,0.0
2436,G-GNQ-2017,GNQ,1262008.0,24166326272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,30.496,0.0,0.0,0.0,0.0,0.98,69.504,0.0,0.0,0.0,0.0
2437,G-GNQ-2018,GNQ,1308966.0,22750613504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,37.662,0.0,0.0,0.0,0.0,0.96,62.338,0.0,0.0,0.0,0.0
2438,G-GNQ-2019,GNQ,1355982.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.12,10.084,0.0,0.0,0.0,0.0,1.07,89.916,0.0,0.0,0.0,0.0
2439,G-GNQ-2020,GNQ,1402985.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.12,10.619,0.0,0.0,0.0,0.0,1.01,89.381,0.0,0.0,0.0,0.0
2440,G-GNQ-2021,GNQ,1449891.0,,,,,,,,,,,,,,,,,,,
2441,G-ERI-1994,ERI,2218436.0,,,,,,,,,,,,,,,,,,,
2442,G-ERI-1995,ERI,2204227.0,,,,,,,,,,,,,,,,,,,
2443,G-ERI-1996,ERI,2196467.0,,,,,,,,,,,,,,,,,,,
2444,G-ERI-1997,ERI,2195192.0,,,,,,,,,,,,,,,,,,,
2445,G-ERI-1998,ERI,2206439.0,,,,,,,,,,,,,,,,,,,
2446,G-ERI-1999,ERI,2237412.0,,,,,,,,,,,,,,,,,,,
2447,G-ERI-2000,ERI,2292413.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,100.0,0.0,0.0,0.0,0.0
2448,G-ERI-2001,ERI,2374721.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,100.0,0.0,0.0,0.0,0.0
2449,G-ERI-2002,ERI,2481059.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,100.0,0.0,0.0,0.0,0.0
2450,G-ERI-2003,ERI,2600972.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,100.0,0.0,0.0,0.0,0.0
2451,G-ERI-2004,ERI,2719809.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,100.0,0.0,0.0,0.0,0.0
2452,G-ERI-2005,ERI,2826653.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,100.0,0.0,0.0,0.0,0.0
2453,G-ERI-2006,ERI,2918209.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,100.0,0.0,0.0,0.0,0.0
2454,G-ERI-2007,ERI,2996540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,100.0,0.0,0.0,0.0,0.0
2455,G-ERI-2008,ERI,3062782.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,100.0,0.0,0.0,0.0,0.0
2456,G-ERI-2009,ERI,3119920.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,100.0,0.0,0.0,0.0,0.0
2457,G-ERI-2010,ERI,3170437.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,100.0,0.0,0.0,0.0,0.0
2458,G-ERI-2011,ERI,3213969.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0
2459,G-ERI-2012,ERI,3250104.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,100.0,0.0,0.0,0.0,0.0
2460,G-ERI-2013,ERI,3281453.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,100.0,0.0,0.0,0.0,0.0
2461,G-ERI-2014,ERI,3311444.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,100.0,0.0,0.0,0.0,0.0
2462,G-ERI-2015,ERI,3342818.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,100.0,0.0,0.0,0.0,0.0
2463,G-ERI-2016,ERI,3376558.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,100.0,0.0,0.0,0.0,0.0
2464,G-ERI-2017,ERI,3412894.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,97.561,0.01,2.439,0.0,0.0
2465,G-ERI-2018,ERI,3452797.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,95.455,0.02,4.545,0.0,0.0
2466,G-ERI-2019,ERI,3497117.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,95.556,0.02,4.444,0.0,0.0
2467,G-ERI-2020,ERI,3546427.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,93.182,0.03,6.818,0.0,0.0
2468,G-EST-1985,EST,1522405.0,25443762176.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,
2469,G-EST-1986,EST,1536034.0,26143514624.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,
2470,G-EST-1987,EST,1551209.0,26398461952.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,
2471,G-EST-1988,EST,1564200.0,27713411072.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,
2472,G-EST-1989,EST,1569967.0,29500420096.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,
2473,G-EST-1990,EST,1565246.0,27066095616.0,0.0,0.0,0.0,0.0,0.96,5.588,0.0,0.0,-7.0,-68.762,0.0,0.0,16.22,94.407,0.0,0.0,0.0,0.0
2474,G-EST-1991,EST,1548220.0,23969413120.0,0.0,0.0,0.0,0.0,0.97,6.632,0.0,0.0,-4.77,-48.377,0.0,0.0,13.66,93.389,0.0,0.0,0.0,0.0
2475,G-EST-1992,EST,1520811.0,20260763648.0,0.0,0.0,0.0,0.0,0.29,2.452,0.0,0.0,-3.24,-37.718,0.0,0.0,11.54,97.557,0.0,0.0,0.0,0.0
2476,G-EST-1993,EST,1488060.0,18240808960.0,0.0,0.0,0.0,0.0,0.13,1.426,0.0,0.0,-1.6,-21.277,0.0,0.0,8.99,98.596,0.0,0.0,0.0,0.0
2477,G-EST-1994,EST,1457090.0,17654292480.0,0.0,0.0,0.0,0.0,0.22,2.404,0.0,0.0,-1.19,-14.95,0.0,0.0,8.93,97.574,0.0,0.0,0.0,0.0
2478,G-EST-1995,EST,1433026.0,18507421696.0,0.01,0.115,0.0,0.0,0.26,2.991,0.0,0.0,-0.76,-9.584,0.0,0.0,8.42,96.86,0.0,0.0,0.0,0.0
2479,G-EST-1996,EST,1417741.0,19179796480.0,0.0,0.0,0.0,0.0,0.29,3.186,0.0,0.0,-0.86,-10.45,0.0,0.0,8.8,96.671,0.0,0.0,0.0,0.0
2480,G-EST-1997,EST,1409678.0,21099665408.0,0.01,0.108,0.0,0.0,0.26,2.821,0.0,0.0,-0.97,-11.758,0.0,0.0,8.95,97.093,0.0,0.0,0.0,0.0
2481,G-EST-1998,EST,1406350.0,21616367616.0,0.01,0.117,0.0,0.0,0.27,3.169,0.0,0.0,-0.39,-4.797,0.0,0.0,8.24,96.702,0.0,0.0,0.0,0.0
2482,G-EST-1999,EST,1403784.0,21088651264.0,0.01,0.121,0.0,0.0,0.23,2.783,0.004,0.048,-0.6,-7.833,0.0,0.0,8.02,97.036,0.0,0.0,0.0,0.0
2483,G-EST-2000,EST,1399111.0,22945026048.0,0.01,0.117,0.0,0.0,0.6,7.048,0.005,0.059,-0.93,-12.269,0.0,0.0,7.9,92.799,0.0,0.0,0.0,0.0
